,name,mkdocs_theme,mkdocs_plugin,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,extra_dependencies,github_release_downloads,updated_github_id,shadowed,gitlab_id,gitlab_url,trending
44,kroki,,kroki,AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,mkdocs-kroki-plugin,['plugin'],charts,https://github.com/AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,https://github.com/AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,MIT,2021-04-13 09:57:17,2023-05-08 08:01:52,2023-03-31 13:51:52,52.0,8.0,18.0,2.0,22.0,6.0,11.0,25.0,2023-03-13 08:27:15,0.6.1,10.0,MkDocs plugin for Kroki-Diagrams.,20.0,20.0,11.0,https://pypi.org/project/mkdocs-kroki-plugin,8818.0,8818.0,17,True,2.0,,,,,,,,
45,autorefs,,autorefs,mkdocstrings/autorefs,mkdocs-autorefs,['plugin'],links-refs,https://github.com/mkdocstrings/autorefs,https://github.com/mkdocstrings/autorefs,ISC,2021-02-10 07:44:02,2022-11-23 07:58:20,2022-03-07 16:43:40,28.0,,2.0,3.0,16.0,3.0,4.0,21.0,,,,Automatically link across pages in MkDocs.,3313.0,3313.0,4.0,https://pypi.org/project/mkdocs-autorefs,342023.0,342023.0,17,True,2.0,,,,,,,,
46,markdown-callouts,,,oprypin/markdown-callouts,markdown-callouts,['markdown'],markdown,https://github.com/oprypin/markdown-callouts,https://github.com/oprypin/markdown-callouts,MIT,2021-05-03 01:07:19,2023-05-24 21:53:32,2023-04-10 20:18:22,32.0,3.0,13.0,3.0,6.0,5.0,6.0,17.0,2022-09-18 20:48:07,0.3.0,2.0,Markdown extension: a classier syntax for admonitions.,92.0,92.0,,https://pypi.org/project/markdown-callouts,12302.0,12302.0,17,False,2.0,callouts,,,,,,,
47,meta-descriptions,,meta-descriptions,prcr/mkdocs-meta-descriptions-plugin,mkdocs-meta-descriptions-plugin,['plugin'],snippets-include,https://github.com/prcr/mkdocs-meta-descriptions-plugin,https://github.com/prcr/mkdocs-meta-descriptions-plugin,MIT,2021-04-02 13:21:37,2023-05-30 17:44:39,2023-05-30 17:41:44,220.0,28.0,3.0,1.0,243.0,1.0,8.0,10.0,2022-12-15 10:04:31,2.2.0,10.0,Generate meta descriptions from the first paragraphs in your MkDocs pages.,447.0,447.0,2.0,https://pypi.org/project/mkdocs-meta-descriptions-plugin,2964.0,2964.0,17,False,2.0,,,,,,,,
48,MkAutoDoc,,,tomchristie/mkautodoc,mkautodoc,['markdown'],api-docs,https://github.com/tomchristie/mkautodoc,https://github.com/tomchristie/mkautodoc,BSD,2019-10-09 10:40:33,2022-09-26 12:32:12,2022-09-26 12:32:12,27.0,,15.0,7.0,17.0,7.0,10.0,197.0,,,,Auto documentation for MkDocs.,704.0,704.0,7.0,https://pypi.org/project/mkautodoc,9218.0,9218.0,16,False,2.0,mkautodoc,,,,,,,
49,mkpdfs,,mkpdfs,comwes/mkpdfs-mkdocs-plugin,mkpdfs-mkdocs,['plugin'],site-conversion,https://github.com/comwes/mkpdfs-mkdocs-plugin,https://github.com/comwes/mkpdfs-mkdocs-plugin,GPL-3.0,2019-04-09 13:14:03,2023-01-14 14:58:39,2021-08-11 13:02:40,109.0,,28.0,10.0,21.0,12.0,26.0,93.0,2019-06-23 20:25:53,1.0.1,2.0,"Converts your mkdocs documentation in PDF, to be shared with users.",47.0,47.0,8.0,https://pypi.org/project/mkpdfs-mkdocs,824.0,824.0,16,True,2.0,,,30.0,,,,,
50,mktestdocs,,,koaning/mktestdocs,mktestdocs,[],quality,https://github.com/koaning/mktestdocs,https://github.com/koaning/mktestdocs,Apache-2.0,2020-12-02 11:29:55,2023-04-27 15:55:01,2023-04-27 06:02:12,50.0,2.0,5.0,3.0,8.0,2.0,1.0,87.0,2023-04-27 15:55:01,0.2.1,3.0,Run pytest against markdown files/docstrings.,28.0,28.0,3.0,https://pypi.org/project/mktestdocs,8965.0,8965.0,16,True,1.0,,,,,,,,
51,Bootstrap,bootstrap,,mkdocs/mkdocs-bootstrap,mkdocs-bootstrap,['theme'],theming,https://github.com/mkdocs/mkdocs-bootstrap,https://github.com/mkdocs/mkdocs-bootstrap,BSD-2-Clause,2015-05-19 00:19:27,2021-12-22 18:09:40,2020-02-23 00:47:15,33.0,,36.0,7.0,18.0,3.0,12.0,73.0,,,,MkDocs Bootstrap Theme.,430.0,430.0,6.0,https://pypi.org/project/mkdocs-bootstrap,2735.0,2735.0,16,True,1.0,,,,,,,,
52,build-plantuml,,build_plantuml,quantorconsulting/mkdocs_build_plantuml,mkdocs-build-plantuml-plugin,['plugin'],charts,https://github.com/quantorconsulting/mkdocs_build_plantuml,https://github.com/quantorconsulting/mkdocs_build_plantuml,MIT,2019-12-16 05:13:23,2023-05-15 20:51:10,2022-12-04 19:26:55,34.0,,12.0,3.0,10.0,3.0,14.0,42.0,,,,MkDocs plugin to help generate your plantuml images locally or remotely as files (NOT inline).,76.0,76.0,7.0,https://pypi.org/project/mkdocs-build-plantuml-plugin,16219.0,16219.0,16,True,2.0,,,,,,,,
53,MkDocs Video,,mkdocs-video,soulless-viewer/mkdocs-video,mkdocs-video,['plugin'],charts,https://github.com/soulless-viewer/mkdocs-video,https://github.com/soulless-viewer/mkdocs-video,MIT,2021-06-30 13:55:40,2023-03-28 22:38:35,2023-03-17 17:33:24,19.0,1.0,9.0,1.0,5.0,3.0,11.0,42.0,2023-03-17 17:41:51,1.5.0,6.0,MkDocs Video plugin.,365.0,365.0,5.0,https://pypi.org/project/mkdocs-video,26417.0,26418.0,16,True,2.0,,,26.0,,,,,
54,MkDocs Swagger UI Tag,,swagger-ui-tag,blueswen/mkdocs-swagger-ui-tag,mkdocs-swagger-ui-tag,['plugin'],integrations,https://github.com/blueswen/mkdocs-swagger-ui-tag,https://github.com/blueswen/mkdocs-swagger-ui-tag,MIT,2022-06-12 09:49:37,2023-03-19 14:52:36,2023-03-19 14:51:45,50.0,7.0,4.0,2.0,1.0,2.0,9.0,32.0,2023-03-19 14:53:45,0.6.1,15.0,A MkDocs plugin supports for add Swagger UI in page.,52.0,52.0,2.0,https://pypi.org/project/mkdocs-swagger-ui-tag,9175.0,9176.0,16,True,1.0,,,23.0,,,,,
55,localsearch,,localsearch,wilhelmer/mkdocs-localsearch,mkdocs-localsearch,['plugin'],search-toc,https://github.com/wilhelmer/mkdocs-localsearch,https://github.com/wilhelmer/mkdocs-localsearch,MIT,2019-09-13 07:59:50,2023-01-02 11:03:59,2023-01-02 11:03:59,60.0,,7.0,4.0,6.0,,14.0,27.0,2022-07-25 15:00:08,0.9.2,9.0,A MkDocs plugin to make the native search plugin work locally (file:// protocol).,52.0,52.0,4.0,https://pypi.org/project/mkdocs-localsearch,2836.0,2836.0,16,True,1.0,,,,,,,,
56,exclude-search,,exclude-search,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],search-toc,https://github.com/chrieke/mkdocs-exclude-search,https://github.com/chrieke/mkdocs-exclude-search,MIT,2020-10-11 23:10:29,2023-02-04 19:24:06,2023-02-04 19:22:15,133.0,,2.0,2.0,28.0,,16.0,23.0,2023-02-04 19:24:06,0.6.5,17.0,A mkdocs plugin that lets you exclude selected chapters from the search index.,247.0,247.0,4.0,https://pypi.org/project/mkdocs-exclude-search,6071.0,6071.0,16,True,1.0,,,6.0,,,,,
57,git-committers-2,,git-committers,ojacques/mkdocs-git-committers-plugin-2,mkdocs-git-committers-plugin-2,['plugin'],git-info,https://github.com/ojacques/mkdocs-git-committers-plugin-2,https://github.com/ojacques/mkdocs-git-committers-plugin-2,MIT,2019-11-25 20:50:44,2023-03-27 20:23:26,2023-03-27 20:21:40,48.0,1.0,8.0,3.0,13.0,5.0,10.0,16.0,2023-03-27 20:29:54,1.1.2,8.0,An MkDocs plugin to create a list of contributors on the page.,214.0,214.0,5.0,https://pypi.org/project/mkdocs-git-committers-plugin-2,5887.0,5887.0,16,False,3.0,,,,,,,,
58,mkdocs-gallery,,gallery,smarie/mkdocs-gallery,mkdocs-gallery,['plugin'],nav-pages,https://github.com/smarie/mkdocs-gallery,https://github.com/smarie/mkdocs-gallery,BSD-3-Clause,2021-11-10 15:51:30,2023-05-15 16:59:25,2023-05-15 16:50:17,136.0,26.0,6.0,3.0,18.0,19.0,30.0,16.0,2023-05-15 17:03:43,0.7.8,10.0,Same features as sphinx-gallery (https://sphinx-gallery.github.io/) but on mkdocs (https://www.mkdocs.org/) (no sphinx..,,,5.0,https://pypi.org/project/mkdocs-gallery,2373.0,2373.0,16,False,2.0,,,,,,,,
59,mkdoxy,,mkdoxy,JakubAndrysek/MkDoxy,mkdoxy,['plugin'],api-docs,https://github.com/JakubAndrysek/MkDoxy,https://github.com/JakubAndrysek/MkDoxy,MIT,2021-07-28 09:20:29,2023-05-04 23:16:45,2023-04-15 21:31:29,94.0,29.0,9.0,4.0,10.0,2.0,31.0,15.0,2023-04-05 21:18:02,1.0.6,4.0,Automatically generates API documentation for your project based on Doxygen comments and code snippets in your..,5.0,5.0,3.0,https://pypi.org/project/mkdoxy,228.0,228.0,16,False,2.0,,,,,,,,
60,MkDocsOAD,,"['neoteroi.mkdocsoad', 'neoteroi.contribs']",Neoteroi/mkdocs-plugins,neoteroi-mkdocs,"['plugin', 'markdown']",api-docs,https://github.com/Neoteroi/mkdocs-plugins,https://github.com/Neoteroi/mkdocs-plugins,MIT,2022-04-18 10:59:35,2023-04-26 09:08:46,2023-04-26 09:08:13,32.0,2.0,4.0,1.0,16.0,5.0,16.0,62.0,2023-04-26 09:08:46,1.0.2,15.0,Plugin for MkDocs to generate human readable documentation from OpenAPI Documentation Version 3 (also known as Swagger..,17.0,17.0,6.0,https://pypi.org/project/neoteroi-mkdocs,2782.0,2790.0,15,True,3.0,"['neoteroi.cards', 'neoteroi.timeline', 'neoteroi.projects', 'neoteroi.spantable']",,113.0,,,,,
61,charts,,charts,timvink/mkdocs-charts-plugin,mkdocs-charts-plugin,['plugin'],charts,https://github.com/timvink/mkdocs-charts-plugin,https://github.com/timvink/mkdocs-charts-plugin,MIT,2021-12-07 21:53:15,2023-05-31 23:04:42,2023-01-16 10:21:07,49.0,,2.0,3.0,1.0,4.0,10.0,46.0,2022-02-20 10:01:38,0.0.8,8.0,Mkdocs plugin to add charts to your pages.,31.0,31.0,,https://pypi.org/project/mkdocs-charts-plugin,2943.0,2943.0,15,True,2.0,,,,,,,,
62,markdown-exec,,markdown-exec,pawamoy/markdown-exec,markdown-exec,['plugin'],code-exec-templating,https://github.com/pawamoy/markdown-exec,https://github.com/pawamoy/markdown-exec,ISC,2022-02-11 22:48:50,2023-05-25 10:01:22,2023-05-25 10:01:19,142.0,32.0,3.0,1.0,1.0,6.0,13.0,42.0,,,,Utilities to execute code blocks in Markdown files.,47.0,47.0,2.0,https://pypi.org/project/markdown-exec,12491.0,12491.0,15,True,2.0,,,,,,,,
63,ezlinks,,ezlinks,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],links-refs,https://github.com/orbikm/mkdocs-ezlinks-plugin,https://github.com/orbikm/mkdocs-ezlinks-plugin,MIT,2021-02-10 23:10:38,2023-03-27 14:12:44,2022-01-24 19:59:04,40.0,,10.0,3.0,24.0,8.0,14.0,25.0,2022-01-24 20:08:01,_0.1.14,14.0,Plugin for mkdocs which enables easier linking between pages.,68.0,68.0,,https://pypi.org/project/mkdocs-ezlinks-plugin,2844.0,2847.0,15,True,2.0,,,97.0,,,,,
64,codeinclude,,codeinclude,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],snippets-include,https://github.com/rnorth/mkdocs-codeinclude-plugin,https://github.com/rnorth/mkdocs-codeinclude-plugin,MIT,2018-10-15 18:54:45,2023-03-01 19:56:43,2023-03-01 19:54:31,50.0,,4.0,2.0,21.0,5.0,6.0,13.0,2023-03-01 19:56:43,0.2.1,5.0,A plugin to include code snippets into mkdocs pages.,85.0,85.0,4.0,https://pypi.org/project/mkdocs-codeinclude-plugin,2852.0,2852.0,15,False,2.0,,,,,,,,
65,Math extension,,,mitya57/python-markdown-math,python-markdown-math,['markdown'],markdown,https://github.com/mitya57/python-markdown-math,https://github.com/mitya57/python-markdown-math,BSD-3-Clause,2015-01-12 13:25:03,2022-08-12 10:58:05,2022-08-12 10:57:34,67.0,,24.0,5.0,8.0,2.0,22.0,111.0,,,,Math extension for Python-Markdown.,,,8.0,https://pypi.org/project/python-markdown-math,41068.0,41068.0,14,True,2.0,mdx_math,,,,,,,
66,mkdocs-pandoc,,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],site-conversion,https://github.com/jgrassler/mkdocs-pandoc,https://github.com/jgrassler/mkdocs-pandoc,Apache-2.0,2015-12-01 13:55:25,2018-11-08 16:57:49,2016-03-14 20:16:57,25.0,,22.0,9.0,8.0,13.0,10.0,108.0,,,,[unmaintained] mkdocs - pandoc converter: use this fork https://github.com/twardoch/mkdocs-combine.,48.0,48.0,4.0,https://pypi.org/project/mkdocs-pandoc,152.0,152.0,14,True,3.0,,,,,,,,
67,Windmill,windmill,,gristlabs/mkdocs-windmill,mkdocs-windmill,['theme'],theming,https://github.com/gristlabs/mkdocs-windmill,https://github.com/gristlabs/mkdocs-windmill,,2017-05-15 03:51:22,2022-12-09 08:16:24,2022-03-11 19:50:40,79.0,,43.0,3.0,34.0,14.0,16.0,93.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,254.0,254.0,8.0,https://pypi.org/project/mkdocs-windmill,2837.0,2837.0,14,True,2.0,,,,,,,,
68,Mdx Truly Sane Lists,,,radude/mdx_truly_sane_lists,mdx_truly_sane_lists,['markdown'],markdown,https://github.com/radude/mdx_truly_sane_lists,https://github.com/radude/mdx_truly_sane_lists,MIT,2018-02-01 18:01:50,2022-08-01 19:58:13,2022-07-19 13:42:01,54.0,,7.0,3.0,4.0,6.0,7.0,59.0,2022-08-01 19:58:13,1.3,4.0,Extension for Python-Markdown that makes lists truly sane. Custom indents for nested lists and fix for messy..,,,4.0,https://pypi.org/project/mdx_truly_sane_lists,118895.0,118895.0,14,True,2.0,mdx_truly_sane_lists,,,,,,,
69,git-committers,,git-committers,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,https://github.com/byrnereese/mkdocs-git-committers-plugin,https://github.com/byrnereese/mkdocs-git-committers-plugin,MIT,2018-12-15 00:21:27,2021-08-12 15:47:32,2021-08-12 15:47:19,39.0,,6.0,5.0,7.0,6.0,,24.0,,,,A mkdocs plugin for displaying the last commit and a list of a files contributors.,126.0,126.0,5.0,https://pypi.org/project/mkdocs-git-committers-plugin,4973.0,4973.0,14,True,3.0,,,,,['mkdocs_plugin'],,,
70,Terminal for MkDocs,terminal,,ntno/mkdocs-terminal,mkdocs-terminal,['theme'],theming,https://github.com/ntno/mkdocs-terminal,https://github.com/ntno/mkdocs-terminal,MIT,2023-01-02 23:01:44,2023-04-15 19:04:10,2023-04-15 19:03:27,91.0,3.0,,2.0,80.0,23.0,29.0,22.0,2023-04-15 19:04:10,4.4.0,61.0,monospace theme for MkDocs.,15.0,15.0,,https://pypi.org/project/mkdocs-terminal,777.0,777.0,14,True,2.0,,,,,,,,
71,Dracula,dracula,,dracula/mkdocs,mkdocs-dracula-theme,['theme'],theming,https://github.com/dracula/mkdocs,https://github.com/dracula/mkdocs,MIT,2023-03-22 14:29:51,2023-05-01 20:32:35,2023-03-26 19:44:27,147.0,147.0,1.0,4.0,8.0,1.0,4.0,8.0,2023-03-26 00:40:47,1.0.4,4.0,Dark theme for Mkdocs.,5.0,5.0,3.0,https://pypi.org/project/mkdocs-dracula-theme,506.0,506.0,14,False,2.0,,,,,,,,
72,Bootstrap4,bootstrap4,,byrnereese/mkdocs-bootstrap4,mkdocs-bootstrap4,['theme'],theming,https://github.com/byrnereese/mkdocs-bootstrap4,https://github.com/byrnereese/mkdocs-bootstrap4,MIT,2018-12-17 16:32:18,2020-11-05 01:03:43,2020-11-05 01:03:25,19.0,,10.0,5.0,3.0,,3.0,42.0,,,,Bootstrap 4.0+ theme for MkDocs.,88.0,88.0,4.0,https://pypi.org/project/mkdocs-bootstrap4,1453.0,1453.0,13,True,2.0,,,,,,,,
73,Simple Blog,simple-blog,,FernandoCelmer/mkdocs-simple-blog,mkdocs-simple-blog,['theme'],theming,https://github.com/FernandoCelmer/mkdocs-simple-blog,https://github.com/FernandoCelmer/mkdocs-simple-blog,MIT,2023-01-13 15:02:34,2023-04-07 05:29:57,2023-03-25 06:37:54,116.0,19.0,4.0,1.0,11.0,5.0,8.0,16.0,2023-03-25 06:39:55,0.0.8,8.0,Blog Template for Mkdocs.,22.0,22.0,2.0,https://pypi.org/project/mkdocs-simple-blog,267.0,267.0,13,False,2.0,,,,,,,,
74,Lantana,lantana,,WSOFT-Project/lantana,lantana,['theme'],theming,https://github.com/WSOFT-Project/lantana,https://github.com/WSOFT-Project/lantana,MIT,2022-10-27 17:47:25,2023-05-21 07:15:41,2023-05-21 07:14:54,81.0,12.0,,,23.0,,14.0,8.0,2023-05-21 07:15:42,2.6.6,17.0,Lantana MKDocsHTML.,,,3.0,https://pypi.org/project/lantana,401.0,414.0,13,False,2.0,,,109.0,,,,,
75,mkdocs-coverage,,coverage,pawamoy/mkdocs-coverage,mkdocs-coverage,['plugin'],integrations,https://github.com/pawamoy/mkdocs-coverage,https://github.com/pawamoy/mkdocs-coverage,ISC,2021-02-03 18:32:20,2023-04-11 09:43:27,2023-04-11 09:43:11,43.0,6.0,,2.0,,3.0,3.0,5.0,,,,MkDocs plugin to integrate your coverage HTML report into your site.,152.0,152.0,,https://pypi.org/project/mkdocs-coverage,18341.0,18341.0,13,False,2.0,,,,,,,,
76,mkdocs-embed-external-markdown,,external-markdown,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,https://github.com/fire1ce/mkdocs-embed-external-markdown,https://github.com/fire1ce/mkdocs-embed-external-markdown,MIT,2022-02-24 10:21:12,2023-03-16 13:57:25,2023-03-16 13:57:23,82.0,40.0,5.0,1.0,4.0,2.0,4.0,4.0,,,,MkDocs Embed External Markdown plugin that allow to inject section or all full markdown content from a given url. The..,92.0,92.0,4.0,https://pypi.org/project/mkdocs-embed-external-markdown,4800.0,4800.0,13,False,3.0,,,,,,,,
77,roamlinks,,roamlinks,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,MIT,2020-09-05 02:15:33,2023-06-03 21:10:46,2023-04-19 11:35:58,32.0,8.0,12.0,3.0,11.0,,,39.0,,,,An MkDocs plugin that automagically generates relative links between markdown pages.,,,8.0,https://pypi.org/project/mkdocs-roamlinks-plugin,4937.0,4937.0,12,True,2.0,,,,,,,,
78,markdownmermaid,,markdownmermaid,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,https://github.com/pugong/mkdocs-mermaid-plugin,https://github.com/pugong/mkdocs-mermaid-plugin,MIT,2018-11-28 13:09:20,2020-03-06 16:12:45,2019-05-26 05:43:37,9.0,,15.0,3.0,6.0,3.0,3.0,26.0,,,,A MkDocs plugin that support mermaid graph in markdown file.,62.0,62.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,7862.0,7862.0,12,True,3.0,,,,,,,,
79,mkdocs-markmap,,markmap,markmap/mkdocs-markmap,mkdocs-markmap,['plugin'],code-exec-templating,https://github.com/markmap/mkdocs-markmap,https://github.com/markmap/mkdocs-markmap,MIT,2021-01-22 15:52:32,2022-08-25 17:23:57,2022-08-25 17:23:23,158.0,,3.0,5.0,26.0,7.0,14.0,26.0,2022-08-25 17:23:57,2.3.0,16.0,MkDocs plugin and extension to create mindmaps from markdown using markmap.,,,2.0,https://pypi.org/project/mkdocs-markmap,751.0,755.0,12,True,2.0,,,129.0,,,,,
80,same-dir,,same-dir,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],other,https://github.com/oprypin/mkdocs-same-dir,https://github.com/oprypin/mkdocs-same-dir,MIT,2020-04-26 17:38:21,2023-05-15 21:24:03,2023-04-10 20:16:22,30.0,1.0,2.0,2.0,2.0,,4.0,23.0,,,,MkDocs plugin to allow placing mkdocs.yml in the same directory as documentation.,177.0,177.0,2.0,https://pypi.org/project/mkdocs-same-dir,8687.0,8687.0,12,True,2.0,,,,,,,,
81,MkDocs Merge,,,ovasquez/mkdocs-merge,mkdocs-merge,[],site-management,https://github.com/ovasquez/mkdocs-merge,https://github.com/ovasquez/mkdocs-merge,MIT,2017-06-06 21:33:22,2023-01-21 06:02:45,2023-01-21 05:58:42,27.0,,5.0,1.0,11.0,4.0,3.0,20.0,2023-01-21 06:02:45,0.8.0,6.0,Merge the source of multiple MkDocs sites into a single one.,3.0,3.0,3.0,https://pypi.org/project/mkdocs-merge,659.0,659.0,12,True,3.0,,,,,,,,
82,pheasant,,pheasant,daizutabi/pheasant,pheasant,['plugin'],code-exec-templating,https://github.com/daizutabi/pheasant,https://github.com/daizutabi/pheasant,MIT,2017-12-25 12:14:27,2020-12-19 23:21:44,2020-12-19 23:21:31,841.0,,9.0,3.0,4.0,6.0,5.0,16.0,,,,Documentation tool for Markdown conversion by Jupyter client.,33.0,33.0,4.0,https://pypi.org/project/pheasant,348.0,348.0,12,False,2.0,,,,,,,,
83,mktheapidocs,,mktheapidocs,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,https://github.com/greenape/mktheapidocs,https://github.com/greenape/mktheapidocs,MIT,2018-09-11 13:02:30,2022-06-10 14:37:18,2022-06-10 14:36:01,91.0,,3.0,2.0,64.0,10.0,6.0,10.0,2022-06-10 14:33:49,0.3.0,2.0,Numpydocs - mkdocs friendly markdown.,36.0,36.0,6.0,https://pypi.org/project/mktheapidocs,984.0,984.0,12,False,3.0,,,,,,,,
84,MkRefs,,mkrefs,DerwenAI/mkrefs,mkrefs,['plugin'],nav-pages,https://github.com/DerwenAI/mkrefs,https://github.com/DerwenAI/mkrefs,MIT,2021-05-10 15:58:53,2023-05-17 17:14:20,2021-06-29 20:34:58,49.0,,1.0,3.0,9.0,,,23.0,2021-06-27 17:55:28,0.2.0,2.0,MkDocs plugin to generate semantic reference Markdown pages from a knowledge graph.,2.0,2.0,,https://pypi.org/project/mkrefs,46.0,46.0,11,True,2.0,,,,,,,,
85,Ivory,ivory,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,https://github.com/daizutabi/mkdocs-ivory,https://github.com/daizutabi/mkdocs-ivory,MIT,2019-04-14 14:07:26,2020-06-16 07:35:02,2020-06-16 07:34:55,58.0,,4.0,1.0,1.0,2.0,3.0,11.0,,,,Ivory theme for MkDocs.,63.0,63.0,2.0,https://pypi.org/project/mkdocs-ivory,4012.0,4012.0,11,False,2.0,,,,,,,,
86,snippet,,snippet,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,https://github.com/mprivat/mkdocs-snippet-plugin,https://github.com/mprivat/mkdocs-snippet-plugin,MIT,2019-02-27 18:43:14,2021-10-21 22:55:54,2021-10-21 22:55:54,10.0,,3.0,3.0,2.0,3.0,4.0,11.0,,,,An mkdocs plugin that injects snippets from a file in a git repository.,11.0,11.0,3.0,https://pypi.org/project/mkdocs-snippet-plugin,1675.0,1675.0,11,False,3.0,,,,,,,,
87,mkdocs-mdpo,,mdpo,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],i18n-l10n,https://github.com/mondeja/mkdocs-mdpo-plugin,https://github.com/mondeja/mkdocs-mdpo-plugin,BSD-3-Clause,2021-04-26 14:53:13,2023-01-03 16:47:35,2023-01-03 16:47:34,107.0,,3.0,2.0,27.0,11.0,24.0,4.0,2022-06-10 13:17:02,0.0.27,27.0,Mkdocs translation plugin using PO files.,,,3.0,https://pypi.org/project/mkdocs-mdpo-plugin,509.0,512.0,11,False,3.0,,,100.0,,,,,
88,placeholder,,placeholder,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],other,https://github.com/six-two/mkdocs-placeholder-plugin,https://github.com/six-two/mkdocs-placeholder-plugin,MIT,2022-07-24 08:54:44,2023-05-27 15:06:31,2023-05-27 15:06:27,162.0,74.0,1.0,1.0,,,4.0,4.0,,,,Add placeholders to your MkDocs pages.,,,,https://pypi.org/project/mkdocs-placeholder-plugin,373.0,373.0,11,False,2.0,,,,,,,,
89,user-defined-values,,user-defined-values,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],code-exec-templating,https://github.com/rahult/mkdocs-user-defined-values,https://github.com/rahult/mkdocs-user-defined-values,MIT,2020-01-05 09:26:06,2022-12-26 21:35:05,2022-07-10 05:32:27,36.0,,2.0,3.0,13.0,,1.0,3.0,2020-04-21 10:59:01,0.0.5,4.0,MkDocs User Defined Values.,10.0,10.0,3.0,https://pypi.org/project/mkdocs-user-defined-values,555.0,555.0,11,False,3.0,,,10.0,,,,,
90,mkdocs-diagrams,,diagrams,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,https://github.com/zoni/mkdocs-diagrams,https://github.com/zoni/mkdocs-diagrams,MIT,2020-05-16 10:44:25,2020-09-04 08:33:06,2020-09-04 08:27:56,12.0,,1.0,2.0,1.0,1.0,1.0,22.0,,,,MkDocs plugin to render Diagrams files.,48.0,48.0,,https://pypi.org/project/mkdocs-diagrams,5736.0,5736.0,10,True,3.0,,,,,,,,
91,add-number,,add-number,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],html-css,https://github.com/ignorantshr/mkdocs-add-number-plugin,https://github.com/ignorantshr/mkdocs-add-number-plugin,MIT,2019-05-25 03:48:30,2020-06-17 07:23:03,2020-06-11 09:35:38,31.0,,3.0,2.0,4.0,2.0,9.0,10.0,,,,MkDocs plugin to automatically number the headings (h1-h6) in each markdown page and the nav.,29.0,29.0,3.0,https://pypi.org/project/mkdocs-add-number-plugin,992.0,992.0,10,False,2.0,,,,,,,,
92,mkdocs-alias-plugin,,alias,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,https://github.com/EddyLuten/mkdocs-alias-plugin,https://github.com/EddyLuten/mkdocs-alias-plugin,MIT,2022-02-13 01:23:30,2023-04-17 22:44:07,2023-04-17 22:44:06,20.0,3.0,1.0,1.0,2.0,1.0,3.0,6.0,2023-04-17 22:36:21,0.6.0,7.0,An MkDocs plugin allowing links to your pages using a custom alias.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-alias-plugin,261.0,261.0,10,False,2.0,,,,,,,,
93,file-filter,,file-filter,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],nav-pages,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,MIT,2023-02-01 20:21:43,2023-05-30 07:08:00,2023-05-30 07:07:58,33.0,24.0,,1.0,55.0,2.0,6.0,6.0,2023-05-16 02:18:13,0.0.8,8.0,"A MkDocs plugin that lets you exclude/include docs files using globs, regexes, gitignore-style file and..",,,2.0,https://pypi.org/project/mkdocs-file-filter-plugin,628.0,631.0,10,False,2.0,,,13.0,,,,,
