,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,shadowed,gitlab_id,gitlab_url,bitbucket_id
43,simple,,simple,,athackst/mkdocs-simple-plugin,mkdocs-simple-plugin,['plugin'],site-management,https://github.com/athackst/mkdocs-simple-plugin,https://github.com/athackst/mkdocs-simple-plugin,Apache-2.0,2020-05-03 16:09:24,2024-05-20 15:02:39.000000,2024-05-05 03:25:45,632.0,16.0,10.0,3.0,686.0,,17.0,40.0,2023-08-25 06:55:19,3.1.0,41.0,Build documentation files inside your code into a MkDocs site.,48.0,48.0,8.0,https://pypi.org/project/mkdocs-simple-plugin,17162.0,17162.0,20,True,2.0,,,,,,,,,,,
44,meta-descriptions,,meta-descriptions,,prcr/mkdocs-meta-descriptions-plugin,mkdocs-meta-descriptions-plugin,['plugin'],snippets-include,https://github.com/prcr/mkdocs-meta-descriptions-plugin,https://github.com/prcr/mkdocs-meta-descriptions-plugin,MIT,2021-04-02 13:21:37,2024-05-20 20:53:17.000000,2024-04-29 20:34:46,286.0,16.0,3.0,1.0,333.0,1.0,10.0,16.0,2023-12-06 16:30:51,3.0.0,12.0,Generate meta descriptions from the first paragraphs in your MkDocs pages.,1080.0,1080.0,3.0,https://pypi.org/project/mkdocs-meta-descriptions-plugin,6373.0,6373.0,20,True,2.0,,,,,,,,,,,
45,MkApi,,mkapi,,daizutabi/mkapi,mkapi,['plugin'],api-docs,https://github.com/daizutabi/mkapi,https://github.com/daizutabi/mkapi,MIT,2020-04-19 07:43:40,2024-04-07 22:27:35.000000,2024-04-03 12:11:56,492.0,7.0,17.0,2.0,34.0,22.0,67.0,93.0,2024-02-11 23:26:21,2.1.0,25.0,A plugin for MkDocs to generate API documentation.,177.0,177.0,5.0,https://pypi.org/project/mkapi,5305.0,5305.0,19,True,2.0,,,,,,,,,,,
46,MkDocs Swagger UI Tag,,swagger-ui-tag,,blueswen/mkdocs-swagger-ui-tag,mkdocs-swagger-ui-tag,['plugin'],integrations,https://github.com/blueswen/mkdocs-swagger-ui-tag,https://github.com/blueswen/mkdocs-swagger-ui-tag,MIT,2022-06-12 09:49:37,2024-05-23 14:39:53.000000,2024-05-01 13:29:48,80.0,10.0,7.0,1.0,4.0,5.0,17.0,70.0,2024-05-01 07:44:32,0.6.10,24.0,A MkDocs plugin supports adding Swagger UI to the page.,133.0,133.0,3.0,https://pypi.org/project/mkdocs-swagger-ui-tag,34974.0,34975.0,19,True,1.0,,27.0,,,,,,,,,
47,markdown-callouts,,,,oprypin/markdown-callouts,markdown-callouts,['markdown'],markdown,https://github.com/oprypin/markdown-callouts,https://github.com/oprypin/markdown-callouts,MIT,2021-05-03 01:07:19,2024-02-11 18:55:19.000000,2024-02-03 21:52:56,50.0,,12.0,4.0,7.0,3.0,8.0,23.0,2024-01-22 23:24:13,0.4.0,3.0,Markdown extension: a classier syntax for admonitions.,222.0,222.0,,https://pypi.org/project/markdown-callouts,36154.0,36154.0,19,True,1.0,"['callouts', 'github-callouts']",,,,,,,,,,
48,MkDocsOAD,,"['neoteroi.mkdocsoad', 'neoteroi.contribs']",,Neoteroi/mkdocs-plugins,neoteroi-mkdocs,"['plugin', 'markdown']",api-docs,https://github.com/Neoteroi/mkdocs-plugins,https://github.com/Neoteroi/mkdocs-plugins,MIT,2022-04-18 10:59:35,2024-02-01 19:00:55.000000,2024-02-01 18:59:52,41.0,,9.0,1.0,24.0,14.0,21.0,113.0,2024-02-01 18:42:55,1.0.5,18.0,Plugin for MkDocs to generate human readable documentation from OpenAPI Documentation Version 3 (also known as Swagger..,186.0,186.0,10.0,https://pypi.org/project/neoteroi-mkdocs,48773.0,48813.0,18,True,2.0,"['neoteroi.cards', 'neoteroi.timeline', 'neoteroi.projects', 'neoteroi.spantable']",1013.0,,,,,,,,,
49,mkdocs-click,,,,mkdocs/mkdocs-click,mkdocs-click,['markdown'],api-docs,https://github.com/mkdocs/mkdocs-click,https://github.com/mkdocs/mkdocs-click,Apache-2.0,2020-03-16 14:47:45,2024-02-24 11:51:04.000000,2024-02-11 18:36:37,73.0,,15.0,13.0,48.0,14.0,15.0,102.0,2023-09-18 18:43:15,0.8.1,10.0,An MkDocs extension to generate documentation for Click command line applications.,436.0,436.0,13.0,https://pypi.org/project/mkdocs-click,44182.0,44182.0,18,True,2.0,mkdocs-click,,,,,,,,,,
50,autolinks,,autolinks,,zachhannum/mkdocs-autolinks-plugin,mkdocs-autolinks-plugin,['plugin'],links-refs,https://github.com/zachhannum/mkdocs-autolinks-plugin,https://github.com/zachhannum/mkdocs-autolinks-plugin,MIT,2020-01-14 17:57:51,2024-04-02 11:27:28.000000,2023-08-04 14:41:05,27.0,,16.0,4.0,21.0,8.0,9.0,76.0,2023-08-04 14:41:51,_071,8.0,An MkDocs plugin that automagically generates relative links between markdown pages.,396.0,396.0,10.0,https://pypi.org/project/mkdocs-autolinks-plugin,50146.0,50146.0,18,True,2.0,,,,,,,,,,,
51,Dracula,dracula,,,dracula/mkdocs,mkdocs-dracula-theme,['theme'],theming,https://github.com/dracula/mkdocs,https://github.com/dracula/mkdocs,MIT,2023-03-22 14:29:51,2024-01-17 05:08:44.000000,2024-01-17 03:02:46,202.0,,7.0,3.0,12.0,,13.0,61.0,2024-01-17 03:05:53,1.0.7,7.0,Dark theme for Mkdocs.,78.0,78.0,4.0,https://pypi.org/project/mkdocs-dracula-theme,2001.0,2001.0,18,True,2.0,,,,,,,,,,,
52,mkdocs-simple-hooks,,mkdocs-simple-hooks,,aklajnert/mkdocs-simple-hooks,mkdocs-simple-hooks,['plugin'],nav-pages,https://github.com/aklajnert/mkdocs-simple-hooks,https://github.com/aklajnert/mkdocs-simple-hooks,MIT,2020-05-03 07:42:29,2023-11-14 05:07:24.000000,2023-11-14 05:07:17,58.0,,4.0,2.0,32.0,,6.0,56.0,2022-01-07 09:12:15,0.1.5,5.0,"Define your own hooks for mkdocs, without having to create a new package.",1552.0,1552.0,5.0,https://pypi.org/project/mkdocs-simple-hooks,36939.0,36939.0,18,True,2.0,,32.0,,,,,,,,,
53,build-plantuml,,build_plantuml,,quantorconsulting/mkdocs_build_plantuml,mkdocs-build-plantuml-plugin,['plugin'],charts,https://github.com/quantorconsulting/mkdocs_build_plantuml,https://github.com/quantorconsulting/mkdocs_build_plantuml,MIT,2019-12-16 05:13:23,2024-03-25 13:36:26.000000,2024-03-25 13:35:19,54.0,13.0,14.0,3.0,15.0,2.0,21.0,55.0,,,,MkDocs plugin to help generate your plantuml images locally or remotely as files (NOT inline).,102.0,102.0,11.0,https://pypi.org/project/mkdocs-build-plantuml-plugin,33347.0,33347.0,18,True,2.0,,,,,,,,,,,
54,autorefs,,autorefs,,mkdocstrings/autorefs,mkdocs-autorefs,['plugin'],links-refs,https://github.com/mkdocstrings/autorefs,https://github.com/mkdocstrings/autorefs,ISC,2021-02-10 07:44:02,2024-05-16 17:41:13.000000,2024-05-16 12:47:05,50.0,9.0,5.0,4.0,31.0,6.0,10.0,40.0,2024-02-29 15:51:36,1.0.1,3.0,Automatically link across pages in MkDocs.,,,6.0,https://pypi.org/project/mkdocs-autorefs,1006161.0,1006161.0,18,True,2.0,,,,,,,,,,,
55,mkdocstrings-crystal,,,,mkdocstrings/crystal,mkdocstrings-crystal,,api-docs,https://github.com/mkdocstrings/crystal,https://github.com/mkdocstrings/crystal,MIT,2020-10-13 20:07:35,2024-02-11 18:52:45.000000,2024-02-03 21:50:40,156.0,,3.0,5.0,4.0,3.0,1.0,27.0,2022-05-02 23:04:11,0.3.5,3.0,Crystal language doc generator for https://github.com/mkdocstrings/mkdocstrings.,583.0,583.0,3.0,https://pypi.org/project/mkdocstrings-crystal,14293.0,14293.0,18,True,2.0,,,,,,,,,,,
56,exclude,,exclude,,apenwarr/mkdocs-exclude,mkdocs-exclude,['plugin'],nav-pages,https://github.com/apenwarr/mkdocs-exclude,https://github.com/apenwarr/mkdocs-exclude,Apache-2.0,2019-01-07 19:02:19,2023-02-02 15:29:32.000000,2019-02-20 23:33:03,3.0,,10.0,7.0,4.0,9.0,3.0,84.0,,,,A mkdocs plugin that lets you exclude files or trees from your output.,1921.0,1921.0,,https://pypi.org/project/mkdocs-exclude,128513.0,128513.0,17,True,2.0,,,,,,,,,,,
57,mkdocs-blogging-plugin,,blogging,,liang2kl/mkdocs-blogging-plugin,mkdocs-blogging-plugin,['plugin'],blogging,https://github.com/liang2kl/mkdocs-blogging-plugin,https://github.com/liang2kl/mkdocs-blogging-plugin,MIT,2021-09-07 08:53:20,2023-07-21 03:54:31.000000,2023-07-21 03:54:08,147.0,,16.0,3.0,18.0,4.0,36.0,83.0,2023-07-21 03:55:47,2.2.11,30.0,Add blogging feature to your MkDocs site.,179.0,179.0,7.0,https://pypi.org/project/mkdocs-blogging-plugin,4763.0,4763.0,17,True,2.0,,11.0,,,,,,,,,
58,Bootstrap,bootstrap,,,mkdocs/mkdocs-bootstrap,mkdocs-bootstrap,['theme'],theming,https://github.com/mkdocs/mkdocs-bootstrap,https://github.com/mkdocs/mkdocs-bootstrap,BSD-2-Clause,2015-05-19 00:19:27,2023-12-29 21:15:45.000000,2023-12-29 21:15:45,37.0,,37.0,7.0,19.0,1.0,15.0,77.0,,,,MkDocs Bootstrap Theme.,461.0,461.0,6.0,https://pypi.org/project/mkdocs-bootstrap,9114.0,9114.0,17,True,2.0,,,,,,,,,,,
59,charts,,charts,,timvink/mkdocs-charts-plugin,mkdocs-charts-plugin,['plugin'],charts,https://github.com/timvink/mkdocs-charts-plugin,https://github.com/timvink/mkdocs-charts-plugin,MIT,2021-12-07 21:53:15,2024-03-25 13:35:22.000000,2023-09-25 17:41:37,60.0,,6.0,4.0,4.0,3.0,16.0,70.0,2023-08-28 07:57:05,0.0.10,10.0,Mkdocs plugin to add vegalite charts to your pages.,62.0,62.0,3.0,https://pypi.org/project/mkdocs-charts-plugin,7542.0,7542.0,17,True,2.0,,,,,,,,,,,
60,mkdocs-versioning,,mkdocs-versioning,,zayd62/mkdocs-versioning,mkdocs-versioning,['plugin'],site-management,https://github.com/zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56,2021-08-01 15:51:53.000000,2021-08-01 15:51:53,133.0,,6.0,3.0,39.0,3.0,22.0,40.0,2021-02-11 10:24:03,0.4.0,2.0,A tool that allows for versioning sites built with mkdocs.,71.0,71.0,5.0,https://pypi.org/project/mkdocs-versioning,4834.0,4834.0,17,True,2.0,,,,,,,,,,,
61,exclude-search,,exclude-search,,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],search-toc,https://github.com/chrieke/mkdocs-exclude-search,https://github.com/chrieke/mkdocs-exclude-search,MIT,2020-10-11 23:10:29,2023-12-04 02:34:50.000000,2023-12-04 02:34:50,136.0,,2.0,3.0,30.0,,17.0,27.0,2023-11-20 18:24:40,0.6.6,18.0,A mkdocs plugin that excludes selected chapters from the docs search index.,373.0,373.0,6.0,https://pypi.org/project/mkdocs-exclude-search,18633.0,18633.0,17,True,1.0,,8.0,,,,,,,,,
62,Markdown blockdiag,,,,gisce/markdown-blockdiag,markdown-blockdiag,['markdown'],charts,https://github.com/gisce/markdown-blockdiag,https://github.com/gisce/markdown-blockdiag,MIT,2017-01-18 15:27:36,2023-11-22 10:28:44.000000,2023-11-22 10:27:30,54.0,,9.0,24.0,12.0,3.0,3.0,26.0,2023-11-22 10:28:44,0.9.0,2.0,blockdiag extension for Python Markdown.,103.0,103.0,5.0,https://pypi.org/project/markdown-blockdiag,3145.0,3145.0,17,True,2.0,markdown_blockdiag,,,,,,,,,,
63,mkdocs-callouts,,callouts,,sondregronas/mkdocs-callouts,mkdocs-callouts,['plugin'],markdown,https://github.com/sondregronas/mkdocs-callouts,https://github.com/sondregronas/mkdocs-callouts,MIT,2022-05-07 05:18:28,2024-03-05 11:47:07.000000,2024-03-05 11:44:08,95.0,4.0,1.0,2.0,7.0,,7.0,21.0,2024-03-05 11:47:07,1.13.2,22.0,A simple MkDocs plugin that converts Obsidian callout blocks to mkdocs supported Admonitions.,1113.0,1113.0,2.0,https://pypi.org/project/mkdocs-callouts,6343.0,6343.0,17,True,1.0,,,,,,,,,,,
64,markdown-docs,,,,ldeluigi/markdown-docs,,['project'],site-management,https://github.com/ldeluigi/markdown-docs,https://github.com/ldeluigi/markdown-docs,MIT,2021-05-14 18:59:14,2024-05-20 09:08:02.235028,2024-05-20 09:05:55,393.0,21.0,6.0,3.0,191.0,,26.0,16.0,,,49.0,Action/docker image that transforms your markdown into a static website. No need for particular configuration: it just..,48.0,48.0,4.0,,,493.0,17,True,2.0,,,,deloo/markdown-docs,https://hub.docker.com/r/deloo/markdown-docs,2024-05-20 09:08:02.235028,17759.0,,,,
65,minify-html,,minify_html,,monosans/mkdocs-minify-html-plugin,mkdocs-minify-html-plugin,['plugin'],html-css,https://github.com/monosans/mkdocs-minify-html-plugin,https://github.com/monosans/mkdocs-minify-html-plugin,MIT,2023-07-08 13:45:13,2024-05-23 02:33:34.000000,2024-05-23 02:33:33,279.0,74.0,,1.0,235.0,,,4.0,2024-05-18 08:47:32,0.2.2,4.0,"MkDocs plugin for minification using minify-html, an extremely fast and smart HTML + JS + CSS minifier.",14.0,14.0,3.0,https://pypi.org/project/mkdocs-minify-html-plugin,4576.0,4576.0,17,True,2.0,,,,,,,,,,,
66,MkAutoDoc,,,,tomchristie/mkautodoc,mkautodoc,['markdown'],api-docs,https://github.com/tomchristie/mkautodoc,https://github.com/tomchristie/mkautodoc,BSD,2019-10-09 10:40:33,2022-09-26 12:32:12.000000,2022-09-26 12:32:12,27.0,,15.0,8.0,17.0,7.0,11.0,210.0,,,,Auto documentation for MkDocs.,800.0,800.0,7.0,https://pypi.org/project/mkautodoc,10149.0,10149.0,16,True,3.0,mkautodoc,,,,,,,,,,
67,mkpdfs,,mkpdfs,,comwes/mkpdfs-mkdocs-plugin,mkpdfs-mkdocs,['plugin'],site-conversion,https://github.com/comwes/mkpdfs-mkdocs-plugin,https://github.com/comwes/mkpdfs-mkdocs-plugin,GPL-3.0,2019-04-09 13:14:03,2023-10-03 19:42:15.000000,2021-08-11 13:02:40,109.0,,30.0,10.0,23.0,12.0,27.0,101.0,2019-06-23 20:25:53,1.0.1,2.0,"Converts your mkdocs documentation in PDF, to be shared with users.",55.0,55.0,8.0,https://pypi.org/project/mkpdfs-mkdocs,1036.0,1036.0,16,True,2.0,,34.0,,,,,,,,,
68,MkDocs Video,,mkdocs-video,,soulless-viewer/mkdocs-video,mkdocs-video,['plugin'],charts,https://github.com/soulless-viewer/mkdocs-video,https://github.com/soulless-viewer/mkdocs-video,MIT,2021-06-30 13:55:40,2024-01-04 21:17:41.000000,2024-01-04 21:17:41,20.0,,12.0,1.0,7.0,,,65.0,2023-03-17 17:41:51,1.5.0,6.0,MkDocs Video plugin.,657.0,657.0,5.0,https://pypi.org/project/mkdocs-video,56307.0,56308.0,16,True,2.0,,42.0,,,,,,,,,
69,mkdocs-render-swagger-plugin,,render_swagger,,bharel/mkdocs-render-swagger-plugin,mkdocs-render-swagger-plugin,['plugin'],integrations,https://github.com/bharel/mkdocs-render-swagger-plugin,https://github.com/bharel/mkdocs-render-swagger-plugin,MIT,2020-12-15 12:41:17,2024-05-17 09:34:56.000000,2023-10-07 05:23:19,82.0,,12.0,3.0,15.0,3.0,12.0,65.0,2023-10-07 05:11:09,0.1.1,5.0,A plugin for MKDocs for rendering swagger & openapi schemas using SwaggerUI.,,,7.0,https://pypi.org/project/mkdocs-render-swagger-plugin,61042.0,61042.0,16,True,2.0,,,,,,,,,,,
70,Simple Blog,simple-blog,,,FernandoCelmer/mkdocs-simple-blog,mkdocs-simple-blog,['theme'],theming,https://github.com/FernandoCelmer/mkdocs-simple-blog,https://github.com/FernandoCelmer/mkdocs-simple-blog,MIT,2023-01-13 15:02:34,2024-04-08 00:22:17.000000,2024-01-28 18:49:04,165.0,,4.0,2.0,14.0,9.0,10.0,62.0,2023-08-20 23:11:16,0.0.9,9.0,Blog Template for Mkdocs.,56.0,56.0,3.0,https://pypi.org/project/mkdocs-simple-blog,697.0,697.0,16,True,2.0,,,,,,,,,,,
71,localsearch,,localsearch,,wilhelmer/mkdocs-localsearch,mkdocs-localsearch,['plugin'],search-toc,https://github.com/wilhelmer/mkdocs-localsearch,https://github.com/wilhelmer/mkdocs-localsearch,MIT,2019-09-13 07:59:50,2023-01-02 11:03:59.000000,2023-01-02 11:03:59,60.0,,7.0,4.0,6.0,,14.0,32.0,2022-07-25 15:00:08,0.9.2,9.0,A MkDocs plugin to make the native search plugin work locally (file:// protocol).,66.0,66.0,6.0,https://pypi.org/project/mkdocs-localsearch,5095.0,5095.0,16,True,2.0,,,,,,,,,,,
72,mkdocs-gallery,,gallery,,smarie/mkdocs-gallery,mkdocs-gallery,['plugin'],nav-pages,https://github.com/smarie/mkdocs-gallery,https://github.com/smarie/mkdocs-gallery,BSD-3-Clause,2021-11-10 15:51:30,2024-03-15 17:15:53.000000,2024-03-15 16:42:30,262.0,2.0,14.0,4.0,30.0,26.0,39.0,31.0,2024-03-15 16:48:59,0.10.1,16.0,Same features as sphinx-gallery (https://sphinx-gallery.github.io/) but on mkdocs (https://www.mkdocs.org/) (no sphinx..,,,9.0,https://pypi.org/project/mkdocs-gallery,3669.0,3669.0,16,True,2.0,,,,,,,,,,,
73,YAML metadata,,,,sivakov512/python-markdown-full-yaml-metadata,markdown-full-yaml-metadata,['markdown'],markdown,https://github.com/sivakov512/python-markdown-full-yaml-metadata,https://github.com/sivakov512/python-markdown-full-yaml-metadata,MIT,2017-10-17 05:14:19,2024-04-29 16:38:28.000000,2024-01-28 13:49:54,100.0,,4.0,4.0,28.0,3.0,7.0,20.0,2023-01-08 23:24:53,2.2.1,8.0,YAML metadata extension for Python-Markdown.,80.0,80.0,7.0,https://pypi.org/project/markdown-full-yaml-metadata,1201.0,1201.0,16,True,2.0,full_yaml_metadata,,,,,,,,,,
74,codeinclude,,codeinclude,,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],snippets-include,https://github.com/rnorth/mkdocs-codeinclude-plugin,https://github.com/rnorth/mkdocs-codeinclude-plugin,MIT,2018-10-15 18:54:45,2023-06-15 11:19:00.000000,2023-03-01 19:54:31,50.0,,5.0,3.0,22.0,5.0,7.0,14.0,2023-03-01 19:56:43,0.2.1,5.0,A plugin to include code snippets into mkdocs pages.,123.0,123.0,4.0,https://pypi.org/project/mkdocs-codeinclude-plugin,10178.0,10178.0,16,True,2.0,,,,,,,,,,,
75,mkdocs-spellcheck,,spellcheck,,pawamoy/mkdocs-spellcheck,mkdocs-spellcheck,['plugin'],quality,https://github.com/pawamoy/mkdocs-spellcheck,https://github.com/pawamoy/mkdocs-spellcheck,ISC,2022-01-23 13:03:19,2024-05-06 13:17:58.000000,2024-05-06 13:17:26,59.0,7.0,3.0,2.0,5.0,8.0,10.0,12.0,2024-05-06 13:17:44,1.1.0,4.0,A spell checker plugin for MkDocs.,37.0,37.0,4.0,https://pypi.org/project/mkdocs-spellcheck,10815.0,10815.0,16,True,1.0,,,,,,,,,,,
76,file-filter,,file-filter,,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],nav-pages,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,MIT,2023-02-01 20:21:43,2024-05-23 15:15:21.000000,2024-03-13 21:03:26,90.0,14.0,3.0,3.0,215.0,3.0,8.0,8.0,2024-01-12 04:10:34,0.2.0,10.0,"A MkDocs plugin that lets you exclude/include docs files using globs, regexes, gitignore-style file and..",8.0,8.0,4.0,https://pypi.org/project/mkdocs-file-filter-plugin,6014.0,6016.0,16,True,2.0,,37.0,,,,,,,,,
77,Math extension,,,,mitya57/python-markdown-math,python-markdown-math,['markdown'],markdown,https://github.com/mitya57/python-markdown-math,https://github.com/mitya57/python-markdown-math,BSD-3-Clause,2015-01-12 13:25:03,2022-08-12 10:58:05.000000,2022-08-12 10:57:34,67.0,,25.0,6.0,8.0,2.0,22.0,119.0,,,,Math extension for Python-Markdown.,,,8.0,https://pypi.org/project/python-markdown-math,165488.0,165488.0,15,True,2.0,mdx_math,,,,,,,,,,
78,mktestdocs,,,,koaning/mktestdocs,mktestdocs,[],quality,https://github.com/koaning/mktestdocs,https://github.com/koaning/mktestdocs,Apache-2.0,2020-12-02 11:29:55,2023-04-27 15:55:01.000000,2023-04-27 06:02:12,50.0,,6.0,3.0,8.0,2.0,1.0,103.0,2023-04-27 15:55:01,0.2.1,3.0,Run pytest against markdown files/docstrings.,54.0,54.0,3.0,https://pypi.org/project/mktestdocs,5654.0,5654.0,15,True,2.0,,,,,,,,,,,
79,Terminal for MkDocs,terminal,['terminal/md-to-html'],,ntno/mkdocs-terminal,mkdocs-terminal,['theme'],theming,https://github.com/ntno/mkdocs-terminal,https://github.com/ntno/mkdocs-terminal,MIT,2023-01-02 23:01:44,2023-12-14 06:30:18.000000,2023-04-15 19:03:27,91.0,,1.0,2.0,83.0,25.0,31.0,81.0,2023-04-15 19:04:10,4.4.0,61.0,monospace theme for MkDocs.,69.0,69.0,,https://pypi.org/project/mkdocs-terminal,1192.0,1192.0,15,True,2.0,,,,,,,,,,,
80,mkdocs-markmap,,markmap,,markmap/mkdocs-markmap,mkdocs-markmap,['plugin'],code-exec-templating,https://github.com/markmap/mkdocs-markmap,https://github.com/markmap/mkdocs-markmap,MIT,2021-01-22 15:52:32,2023-10-05 16:20:06.000000,2023-10-05 16:19:24,182.0,,5.0,5.0,34.0,2.0,24.0,38.0,2023-10-05 16:20:06,2.4.3,20.0,MkDocs plugin and extension to create mindmaps from markdown using markmap.,,,3.0,https://pypi.org/project/mkdocs-markmap,1855.0,1859.0,15,True,2.0,,176.0,,,,,,,,,
81,git-committers,,git-committers,,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,https://github.com/byrnereese/mkdocs-git-committers-plugin,https://github.com/byrnereese/mkdocs-git-committers-plugin,MIT,2018-12-15 00:21:27,2024-01-05 18:52:40.000000,2023-11-06 17:12:40,42.0,,8.0,5.0,10.0,8.0,,35.0,,,,A mkdocs plugin for displaying the last commit and a list of a files contributors.,184.0,184.0,6.0,https://pypi.org/project/mkdocs-git-committers-plugin,11728.0,11728.0,15,True,3.0,,,,,,,,['mkdocs_plugin'],,,
82,Publisher for MkDocs - blog,,pub-blog,,mkusz/mkdocs-publisher,mkdocs-publisher,['plugin'],blogging,https://github.com/mkusz/mkdocs-publisher,https://github.com/mkusz/mkdocs-publisher,MIT,2023-02-02 15:47:55,2024-05-23 16:15:38.000000,2024-04-21 16:11:59,41.0,4.0,1.0,3.0,54.0,5.0,9.0,30.0,2024-04-21 16:17:11,1.3.1,11.0,Blogging engine.,37.0,37.0,2.0,https://pypi.org/project/mkdocs-publisher,1268.0,1269.0,15,True,2.0,,17.0,,,,,,,,,
83,Publisher for MkDocs - social,,pub-social,,mkusz/mkdocs-publisher,mkdocs-publisher,['plugin'],html-css,https://github.com/mkusz/mkdocs-publisher,https://github.com/mkusz/mkdocs-publisher,MIT,2023-02-02 15:47:55,2024-05-23 16:15:38.000000,2024-04-21 16:11:59,41.0,4.0,1.0,3.0,54.0,5.0,9.0,30.0,2024-04-21 16:17:11,1.3.1,11.0,Social media sharing helper.,37.0,37.0,2.0,https://pypi.org/project/mkdocs-publisher,1268.0,1269.0,15,True,2.0,,17.0,,,,,,,,,
84,Publisher for MkDocs - minifier,,pub-minifier,,mkusz/mkdocs-publisher,mkdocs-publisher,['plugin'],html-css,https://github.com/mkusz/mkdocs-publisher,https://github.com/mkusz/mkdocs-publisher,MIT,2023-02-02 15:47:55,2024-05-23 16:15:38.000000,2024-04-21 16:11:59,41.0,4.0,1.0,3.0,54.0,5.0,9.0,30.0,2024-04-21 16:17:11,1.3.1,11.0,"HTML, CSS and graphics files size optimization.",37.0,37.0,2.0,https://pypi.org/project/mkdocs-publisher,1268.0,1269.0,15,True,2.0,,17.0,,,,,,,,,
85,Publisher for MkDocs - obsidian,,pub-obsidian,,mkusz/mkdocs-publisher,mkdocs-publisher,['plugin'],integrations,https://github.com/mkusz/mkdocs-publisher,https://github.com/mkusz/mkdocs-publisher,MIT,2023-02-02 15:47:55,2024-05-23 16:15:38.000000,2024-04-21 16:11:59,41.0,4.0,1.0,3.0,54.0,5.0,9.0,30.0,2024-04-21 16:17:11,1.3.1,11.0,"Obsidian.md integration including with support for wiki links, callouts, etc.",37.0,37.0,2.0,https://pypi.org/project/mkdocs-publisher,1268.0,1269.0,15,True,2.0,,17.0,,,,,,,,,
86,Publisher for MkDocs - meta,,pub-meta,,mkusz/mkdocs-publisher,mkdocs-publisher,['plugin'],nav-pages,https://github.com/mkusz/mkdocs-publisher,https://github.com/mkusz/mkdocs-publisher,MIT,2023-02-02 15:47:55,2024-05-23 16:15:38.000000,2024-04-21 16:11:59,41.0,4.0,1.0,3.0,54.0,5.0,9.0,30.0,2024-04-21 16:17:11,1.3.1,11.0,Navigation and page building based on files metadata.,37.0,37.0,2.0,https://pypi.org/project/mkdocs-publisher,1268.0,1269.0,15,True,2.0,,17.0,,,,,,,,,
87,Publisher for MkDocs - debugger,,pub-debugger,,mkusz/mkdocs-publisher,mkdocs-publisher,['plugin'],site-management,https://github.com/mkusz/mkdocs-publisher,https://github.com/mkusz/mkdocs-publisher,MIT,2023-02-02 15:47:55,2024-05-23 16:15:38.000000,2024-04-21 16:11:59,41.0,4.0,1.0,3.0,54.0,5.0,9.0,30.0,2024-04-21 16:17:11,1.3.1,11.0,Advanced console and file logger from build and serve process.,37.0,37.0,2.0,https://pypi.org/project/mkdocs-publisher,1268.0,1269.0,15,True,2.0,,17.0,,,,,,,,,
88,mkdocs-coverage,,coverage,,pawamoy/mkdocs-coverage,mkdocs-coverage,['plugin'],integrations,https://github.com/pawamoy/mkdocs-coverage,https://github.com/pawamoy/mkdocs-coverage,ISC,2021-02-03 18:32:20,2024-01-18 19:27:06.000000,2024-01-18 19:27:02,47.0,,1.0,3.0,,5.0,5.0,16.0,2023-08-02 17:26:54,1.0.0,1.0,MkDocs plugin to integrate your coverage HTML report into your site.,199.0,199.0,,https://pypi.org/project/mkdocs-coverage,17813.0,17813.0,15,True,2.0,,,,,,,,,,,
89,mkdocs-alias-plugin,,alias,,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,https://github.com/EddyLuten/mkdocs-alias-plugin,https://github.com/EddyLuten/mkdocs-alias-plugin,MIT,2022-02-13 01:23:30,2024-04-22 03:39:27.000000,2024-04-22 03:39:25,34.0,11.0,2.0,2.0,3.0,2.0,7.0,10.0,2024-04-08 14:48:04,0.8.1,11.0,An MkDocs plugin allowing links to your pages using a custom alias.,16.0,16.0,3.0,https://pypi.org/project/mkdocs-alias-plugin,1319.0,1319.0,15,True,2.0,,,,,,,,,,,
