,name,mkdocs_theme,mkdocs_plugin,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,markdown_extension,extra_dependencies,github_release_downloads,updated_github_id,shadowed,new_addition,gitlab_id,gitlab_url
44,exclude,,exclude,apenwarr/mkdocs-exclude,mkdocs-exclude,['plugin'],nav-pages,https://github.com/apenwarr/mkdocs-exclude,https://github.com/apenwarr/mkdocs-exclude,Apache-2.0,2019-01-07 19:02:19,2023-02-02 15:29:32,2019-02-20 23:33:03,3.0,,9.0,6.0,4.0,9.0,3.0,75.0,,,,A mkdocs plugin that lets you exclude files or trees from your output.,1338.0,1338.0,,https://pypi.org/project/mkdocs-exclude,115771.0,115771.0,17,True,2.0,,,,,,,,,
45,MkDocs Video,,mkdocs-video,soulless-viewer/mkdocs-video,mkdocs-video,['plugin'],charts,https://github.com/soulless-viewer/mkdocs-video,https://github.com/soulless-viewer/mkdocs-video,MIT,2021-06-30 13:55:40,2023-03-28 22:38:35,2023-03-17 17:33:24,19.0,,9.0,1.0,5.0,3.0,11.0,44.0,2023-03-17 17:41:51,1.5.0,6.0,MkDocs Video plugin.,381.0,381.0,5.0,https://pypi.org/project/mkdocs-video,29595.0,29596.0,17,True,2.0,,,,29.0,,,,,
46,mkdocs-versioning,,mkdocs-versioning,zayd62/mkdocs-versioning,mkdocs-versioning,['plugin'],site-management,https://github.com/zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56,2021-08-01 15:51:53,2021-08-01 15:51:53,133.0,,6.0,3.0,39.0,3.0,22.0,40.0,2021-02-11 10:24:03,0.4.0,2.0,A tool that allows for versioning sites built with mkdocs.,58.0,58.0,5.0,https://pypi.org/project/mkdocs-versioning,2246.0,2246.0,17,True,2.0,,,,,,,,,
47,MkDocs Swagger UI Tag,,swagger-ui-tag,blueswen/mkdocs-swagger-ui-tag,mkdocs-swagger-ui-tag,['plugin'],integrations,https://github.com/blueswen/mkdocs-swagger-ui-tag,https://github.com/blueswen/mkdocs-swagger-ui-tag,MIT,2022-06-12 09:49:37,2023-06-14 14:09:19,2023-06-14 14:07:49,54.0,4.0,5.0,2.0,2.0,2.0,9.0,35.0,2023-06-14 14:10:09,0.6.2,16.0,A MkDocs plugin supports for add Swagger UI in page.,60.0,60.0,2.0,https://pypi.org/project/mkdocs-swagger-ui-tag,8785.0,8787.0,17,True,1.0,,,,26.0,,,,,
48,kroki,,kroki,AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,mkdocs-kroki-plugin,['plugin'],charts,https://github.com/AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,https://github.com/AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,MIT,2021-04-13 09:57:17,2023-06-20 09:21:29,2023-03-31 13:51:52,52.0,,19.0,2.0,23.0,8.0,11.0,25.0,2023-03-13 08:27:15,0.6.1,10.0,MkDocs plugin for Kroki-Diagrams.,20.0,20.0,11.0,https://pypi.org/project/mkdocs-kroki-plugin,9479.0,9479.0,17,True,2.0,,,,,,,,,
49,Markdown blockdiag,,,gisce/markdown-blockdiag,markdown-blockdiag,['markdown'],charts,https://github.com/gisce/markdown-blockdiag,https://github.com/gisce/markdown-blockdiag,MIT,2017-01-18 15:27:36,2023-06-05 19:21:23,2021-12-14 08:52:37,51.0,,8.0,21.0,11.0,2.0,3.0,23.0,2021-12-14 08:54:16,0.8.0,1.0,blockdiag extension for Python Markdown.,84.0,84.0,5.0,https://pypi.org/project/markdown-blockdiag,3642.0,3642.0,17,True,2.0,,markdown_blockdiag,,,,,,,
50,markdown-callouts,,,oprypin/markdown-callouts,markdown-callouts,['markdown'],markdown,https://github.com/oprypin/markdown-callouts,https://github.com/oprypin/markdown-callouts,MIT,2021-05-03 01:07:19,2023-05-24 21:53:32,2023-04-10 20:18:22,32.0,3.0,13.0,3.0,6.0,5.0,6.0,18.0,2022-09-18 20:48:07,0.3.0,2.0,Markdown extension: a classier syntax for admonitions.,100.0,100.0,,https://pypi.org/project/markdown-callouts,15724.0,15724.0,17,False,1.0,,callouts,,,,,,,
51,git-committers-2,,git-committers,ojacques/mkdocs-git-committers-plugin-2,mkdocs-git-committers-plugin-2,['plugin'],git-info,https://github.com/ojacques/mkdocs-git-committers-plugin-2,https://github.com/ojacques/mkdocs-git-committers-plugin-2,MIT,2019-11-25 20:50:44,2023-03-27 20:23:26,2023-03-27 20:21:40,48.0,,9.0,3.0,13.0,6.0,10.0,17.0,2023-03-27 20:29:54,1.1.2,8.0,An MkDocs plugin to create a list of contributors on the page.,224.0,224.0,5.0,https://pypi.org/project/mkdocs-git-committers-plugin-2,7415.0,7415.0,17,False,3.0,,,,,,,,,
52,meta-descriptions,,meta-descriptions,prcr/mkdocs-meta-descriptions-plugin,mkdocs-meta-descriptions-plugin,['plugin'],snippets-include,https://github.com/prcr/mkdocs-meta-descriptions-plugin,https://github.com/prcr/mkdocs-meta-descriptions-plugin,MIT,2021-04-02 13:21:37,2023-06-27 09:27:36,2023-06-27 09:24:40,223.0,20.0,3.0,1.0,248.0,1.0,8.0,10.0,2022-12-15 10:04:31,2.2.0,10.0,Generate meta descriptions from the first paragraphs in your MkDocs pages.,505.0,505.0,2.0,https://pypi.org/project/mkdocs-meta-descriptions-plugin,4961.0,4961.0,17,False,2.0,,,,,,,,,
53,MkAutoDoc,,,tomchristie/mkautodoc,mkautodoc,['markdown'],api-docs,https://github.com/tomchristie/mkautodoc,https://github.com/tomchristie/mkautodoc,BSD,2019-10-09 10:40:33,2022-09-26 12:32:12,2022-09-26 12:32:12,27.0,,15.0,8.0,17.0,7.0,11.0,198.0,,,,Auto documentation for MkDocs.,715.0,715.0,7.0,https://pypi.org/project/mkautodoc,9338.0,9338.0,16,False,2.0,,mkautodoc,,,,,,,
54,mkpdfs,,mkpdfs,comwes/mkpdfs-mkdocs-plugin,mkpdfs-mkdocs,['plugin'],site-conversion,https://github.com/comwes/mkpdfs-mkdocs-plugin,https://github.com/comwes/mkpdfs-mkdocs-plugin,GPL-3.0,2019-04-09 13:14:03,2023-01-14 14:58:39,2021-08-11 13:02:40,109.0,,28.0,10.0,21.0,12.0,26.0,93.0,2019-06-23 20:25:53,1.0.1,2.0,"Converts your mkdocs documentation in PDF, to be shared with users.",47.0,47.0,8.0,https://pypi.org/project/mkpdfs-mkdocs,873.0,873.0,16,True,2.0,,,,32.0,,,,,
55,mktestdocs,,,koaning/mktestdocs,mktestdocs,[],quality,https://github.com/koaning/mktestdocs,https://github.com/koaning/mktestdocs,Apache-2.0,2020-12-02 11:29:55,2023-04-27 15:55:01,2023-04-27 06:02:12,50.0,2.0,5.0,3.0,8.0,2.0,1.0,90.0,2023-04-27 15:55:01,0.2.1,3.0,Run pytest against markdown files/docstrings.,30.0,30.0,3.0,https://pypi.org/project/mktestdocs,8667.0,8667.0,16,True,1.0,,,,,,,,,
56,Bootstrap,bootstrap,,mkdocs/mkdocs-bootstrap,mkdocs-bootstrap,['theme'],theming,https://github.com/mkdocs/mkdocs-bootstrap,https://github.com/mkdocs/mkdocs-bootstrap,BSD-2-Clause,2015-05-19 00:19:27,2021-12-22 18:09:40,2020-02-23 00:47:15,33.0,,36.0,7.0,18.0,3.0,12.0,73.0,,,,MkDocs Bootstrap Theme.,432.0,432.0,6.0,https://pypi.org/project/mkdocs-bootstrap,4704.0,4704.0,16,True,1.0,,,,,,,,,
57,drawio-exporter,,drawio-exporter,LukeCarrier/mkdocs-drawio-exporter,mkdocs-drawio-exporter,['plugin'],charts,https://github.com/LukeCarrier/mkdocs-drawio-exporter,https://github.com/LukeCarrier/mkdocs-drawio-exporter,MIT,2019-09-10 21:59:11,2023-06-07 22:10:55,2023-06-07 22:10:53,60.0,1.0,4.0,4.0,16.0,5.0,19.0,55.0,2021-05-09 10:30:10,0.8.0,10.0,Exports your Draw.io diagrams at build time for easier embedding into your documentation.,51.0,51.0,4.0,https://pypi.org/project/mkdocs-drawio-exporter,7755.0,7755.0,16,True,2.0,,,,,,,,,
58,build-plantuml,,build_plantuml,quantorconsulting/mkdocs_build_plantuml,mkdocs-build-plantuml-plugin,['plugin'],charts,https://github.com/quantorconsulting/mkdocs_build_plantuml,https://github.com/quantorconsulting/mkdocs_build_plantuml,MIT,2019-12-16 05:13:23,2023-05-15 20:51:10,2022-12-04 19:26:55,34.0,,12.0,3.0,10.0,4.0,14.0,43.0,,,,MkDocs plugin to help generate your plantuml images locally or remotely as files (NOT inline).,82.0,82.0,7.0,https://pypi.org/project/mkdocs-build-plantuml-plugin,18995.0,18995.0,16,True,2.0,,,,,,,,,
59,localsearch,,localsearch,wilhelmer/mkdocs-localsearch,mkdocs-localsearch,['plugin'],search-toc,https://github.com/wilhelmer/mkdocs-localsearch,https://github.com/wilhelmer/mkdocs-localsearch,MIT,2019-09-13 07:59:50,2023-01-02 11:03:59,2023-01-02 11:03:59,60.0,,7.0,4.0,6.0,,14.0,28.0,2022-07-25 15:00:08,0.9.2,9.0,A MkDocs plugin to make the native search plugin work locally (file:// protocol).,52.0,52.0,4.0,https://pypi.org/project/mkdocs-localsearch,3195.0,3195.0,16,True,1.0,,,,,,,,,
60,exclude-search,,exclude-search,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],search-toc,https://github.com/chrieke/mkdocs-exclude-search,https://github.com/chrieke/mkdocs-exclude-search,MIT,2020-10-11 23:10:29,2023-02-04 19:24:06,2023-02-04 19:22:15,133.0,,2.0,2.0,28.0,,16.0,23.0,2023-02-04 19:24:06,0.6.5,17.0,A mkdocs plugin that lets you exclude selected chapters from the search index.,256.0,256.0,4.0,https://pypi.org/project/mkdocs-exclude-search,7760.0,7760.0,16,True,1.0,,,,7.0,,,,,
61,mkdocs-gallery,,gallery,smarie/mkdocs-gallery,mkdocs-gallery,['plugin'],nav-pages,https://github.com/smarie/mkdocs-gallery,https://github.com/smarie/mkdocs-gallery,BSD-3-Clause,2021-11-10 15:51:30,2023-05-15 16:59:25,2023-05-15 16:50:17,136.0,19.0,6.0,3.0,18.0,19.0,30.0,17.0,2023-05-15 17:03:43,0.7.8,10.0,Same features as sphinx-gallery (https://sphinx-gallery.github.io/) but on mkdocs (https://www.mkdocs.org/) (no sphinx..,,,5.0,https://pypi.org/project/mkdocs-gallery,1405.0,1405.0,16,False,2.0,,,,,,,,,
62,mkdoxy,,mkdoxy,JakubAndrysek/MkDoxy,mkdoxy,['plugin'],api-docs,https://github.com/JakubAndrysek/MkDoxy,https://github.com/JakubAndrysek/MkDoxy,MIT,2021-07-28 09:20:29,2023-06-16 14:00:13,2023-04-15 21:31:29,94.0,9.0,10.0,4.0,12.0,3.0,31.0,14.0,2023-04-05 21:18:02,1.0.6,4.0,Automatically generates API documentation for your project based on Doxygen comments and code snippets in your..,5.0,5.0,3.0,https://pypi.org/project/mkdoxy,1662.0,1662.0,16,False,2.0,-1.0,,,,,,,,
63,codeinclude,,codeinclude,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],snippets-include,https://github.com/rnorth/mkdocs-codeinclude-plugin,https://github.com/rnorth/mkdocs-codeinclude-plugin,MIT,2018-10-15 18:54:45,2023-06-15 11:19:00,2023-03-01 19:54:31,50.0,,5.0,2.0,22.0,5.0,6.0,14.0,2023-03-01 19:56:43,0.2.1,5.0,A plugin to include code snippets into mkdocs pages.,89.0,89.0,4.0,https://pypi.org/project/mkdocs-codeinclude-plugin,2954.0,2954.0,16,False,3.0,,,,,,,,,
64,MkDocsOAD,,"['neoteroi.mkdocsoad', 'neoteroi.contribs']",Neoteroi/mkdocs-plugins,neoteroi-mkdocs,"['plugin', 'markdown']",api-docs,https://github.com/Neoteroi/mkdocs-plugins,https://github.com/Neoteroi/mkdocs-plugins,MIT,2022-04-18 10:59:35,2023-04-26 09:08:46,2023-04-26 09:08:13,32.0,2.0,4.0,1.0,16.0,5.0,16.0,64.0,2023-04-26 09:08:46,1.0.2,15.0,Plugin for MkDocs to generate human readable documentation from OpenAPI Documentation Version 3 (also known as Swagger..,17.0,17.0,6.0,https://pypi.org/project/neoteroi-mkdocs,3047.0,3057.0,15,True,3.0,,"['neoteroi.cards', 'neoteroi.timeline', 'neoteroi.projects', 'neoteroi.spantable']",,141.0,,,,,
65,charts,,charts,timvink/mkdocs-charts-plugin,mkdocs-charts-plugin,['plugin'],charts,https://github.com/timvink/mkdocs-charts-plugin,https://github.com/timvink/mkdocs-charts-plugin,MIT,2021-12-07 21:53:15,2023-06-06 11:26:23,2023-06-06 11:26:19,55.0,6.0,2.0,3.0,1.0,2.0,12.0,48.0,2023-06-06 10:58:10,0.0.9,9.0,Mkdocs plugin to add charts to your pages.,31.0,31.0,2.0,https://pypi.org/project/mkdocs-charts-plugin,2750.0,2750.0,15,True,2.0,,,,,,,,,
66,markdown-exec,,markdown-exec,pawamoy/markdown-exec,markdown-exec,['plugin'],code-exec-templating,https://github.com/pawamoy/markdown-exec,https://github.com/pawamoy/markdown-exec,ISC,2022-02-11 22:48:50,2023-06-15 13:52:37,2023-06-14 15:28:00,145.0,31.0,4.0,2.0,1.0,7.0,13.0,42.0,,,,Utilities to execute code blocks in Markdown files.,58.0,58.0,2.0,https://pypi.org/project/markdown-exec,14543.0,14543.0,15,True,2.0,,,,,,,,,
67,YAML metadata,,,sivakov512/python-markdown-full-yaml-metadata,markdown-full-yaml-metadata,['markdown'],markdown,https://github.com/sivakov512/python-markdown-full-yaml-metadata,https://github.com/sivakov512/python-markdown-full-yaml-metadata,MIT,2017-10-17 05:14:19,2023-03-20 21:02:46,2023-03-20 21:02:45,93.0,,5.0,4.0,19.0,3.0,7.0,18.0,2023-01-08 23:24:53,2.2.1,8.0,YAML metadata extension for Python-Markdown.,66.0,66.0,7.0,https://pypi.org/project/markdown-full-yaml-metadata,526.0,526.0,15,False,2.0,,full_yaml_metadata,,,,,,,
68,Math extension,,,mitya57/python-markdown-math,python-markdown-math,['markdown'],markdown,https://github.com/mitya57/python-markdown-math,https://github.com/mitya57/python-markdown-math,BSD-3-Clause,2015-01-12 13:25:03,2022-08-12 10:58:05,2022-08-12 10:57:34,67.0,,25.0,5.0,8.0,2.0,22.0,111.0,,,,Math extension for Python-Markdown.,,,8.0,https://pypi.org/project/python-markdown-math,40876.0,40876.0,14,True,2.0,,mdx_math,,,,,,,
69,mkdocs-pandoc,,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],site-conversion,https://github.com/jgrassler/mkdocs-pandoc,https://github.com/jgrassler/mkdocs-pandoc,Apache-2.0,2015-12-01 13:55:25,2018-11-08 16:57:49,2016-03-14 20:16:57,25.0,,22.0,9.0,8.0,13.0,10.0,108.0,,,,[unmaintained] mkdocs - pandoc converter: use this fork https://github.com/twardoch/mkdocs-combine.,48.0,48.0,4.0,https://pypi.org/project/mkdocs-pandoc,233.0,233.0,14,True,3.0,,,,,,,,,
70,Windmill,windmill,,gristlabs/mkdocs-windmill,mkdocs-windmill,['theme'],theming,https://github.com/gristlabs/mkdocs-windmill,https://github.com/gristlabs/mkdocs-windmill,,2017-05-15 03:51:22,2022-12-09 08:16:24,2022-03-11 19:50:40,79.0,,43.0,4.0,34.0,14.0,16.0,94.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,254.0,254.0,8.0,https://pypi.org/project/mkdocs-windmill,2523.0,2523.0,14,True,2.0,,,,,,,,,
71,Mdx Truly Sane Lists,,,radude/mdx_truly_sane_lists,mdx_truly_sane_lists,['markdown'],markdown,https://github.com/radude/mdx_truly_sane_lists,https://github.com/radude/mdx_truly_sane_lists,MIT,2018-02-01 18:01:50,2022-08-01 19:58:13,2022-07-19 13:42:01,54.0,,7.0,3.0,4.0,6.0,7.0,60.0,2022-08-01 19:58:13,1.3,4.0,Extension for Python-Markdown that makes lists truly sane. Custom indents for nested lists and fix for messy..,,,4.0,https://pypi.org/project/mdx_truly_sane_lists,140240.0,140240.0,14,True,2.0,,mdx_truly_sane_lists,,,,,,,
72,ezlinks,,ezlinks,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],links-refs,https://github.com/orbikm/mkdocs-ezlinks-plugin,https://github.com/orbikm/mkdocs-ezlinks-plugin,MIT,2021-02-10 23:10:38,2023-03-27 14:12:44,2022-01-24 19:59:04,40.0,,10.0,2.0,24.0,8.0,14.0,27.0,2022-01-24 20:08:01,_0.1.14,14.0,Plugin for mkdocs which enables easier linking between pages.,69.0,69.0,,https://pypi.org/project/mkdocs-ezlinks-plugin,2507.0,2510.0,14,True,2.0,-1.0,,,102.0,,,,,
73,Terminal for MkDocs,terminal,,ntno/mkdocs-terminal,mkdocs-terminal,['theme'],theming,https://github.com/ntno/mkdocs-terminal,https://github.com/ntno/mkdocs-terminal,MIT,2023-01-02 23:01:44,2023-04-15 19:04:10,2023-04-15 19:03:27,91.0,3.0,,2.0,80.0,23.0,29.0,25.0,2023-04-15 19:04:10,4.4.0,61.0,monospace theme for MkDocs.,20.0,20.0,,https://pypi.org/project/mkdocs-terminal,977.0,977.0,14,True,2.0,,,,,,,,,
74,git-committers,,git-committers,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,https://github.com/byrnereese/mkdocs-git-committers-plugin,https://github.com/byrnereese/mkdocs-git-committers-plugin,MIT,2018-12-15 00:21:27,2021-08-12 15:47:32,2021-08-12 15:47:19,39.0,,6.0,5.0,7.0,6.0,,24.0,,,,A mkdocs plugin for displaying the last commit and a list of a files contributors.,131.0,131.0,5.0,https://pypi.org/project/mkdocs-git-committers-plugin,6054.0,6054.0,14,True,3.0,,,,,,['mkdocs_plugin'],,,
75,Lightgallery,,,g-provost/lightgallery-markdown,lightgallery,['markdown'],charts,https://github.com/g-provost/lightgallery-markdown,https://github.com/g-provost/lightgallery-markdown,MIT,2017-12-19 10:35:49,2022-06-28 06:24:56,2021-02-15 09:45:32,21.0,,5.0,3.0,5.0,5.0,5.0,23.0,2021-02-15 09:47:09,0.5,1.0,Markdown extension to wrap images in a lightbox.,79.0,79.0,5.0,https://pypi.org/project/lightgallery,2735.0,2735.0,14,True,3.0,,lightgallery,,,,,,,
76,mkdocs-coverage,,coverage,pawamoy/mkdocs-coverage,mkdocs-coverage,['plugin'],integrations,https://github.com/pawamoy/mkdocs-coverage,https://github.com/pawamoy/mkdocs-coverage,ISC,2021-02-03 18:32:20,2023-04-11 09:43:27,2023-04-11 09:43:11,43.0,6.0,,3.0,,3.0,3.0,5.0,,,,MkDocs plugin to integrate your coverage HTML report into your site.,157.0,157.0,,https://pypi.org/project/mkdocs-coverage,20748.0,20748.0,14,False,2.0,,,,,,,,,
77,Markdown Inline Graphviz,,,cesaremorel/markdown-inline-graphviz,markdown_inline_graphviz_extension,['markdown'],markdown,https://github.com/cesaremorel/markdown-inline-graphviz,https://github.com/cesaremorel/markdown-inline-graphviz,MIT,2019-06-05 21:10:15,2023-05-01 13:17:29,2023-05-01 13:02:24,36.0,1.0,7.0,2.0,4.0,,7.0,3.0,2023-05-01 13:17:29,1.1.2,2.0,Render inline graphs with Markdown and Graphviz.,,,8.0,https://pypi.org/project/markdown_inline_graphviz_extension,98370.0,98370.0,14,False,2.0,,markdown_inline_graphviz,,,,,,,
78,mkdocs-render-swagger-plugin,,render_swagger,bharel/mkdocs-render-swagger-plugin,,['plugin'],integrations,https://github.com/bharel/mkdocs-render-swagger-plugin,https://github.com/bharel/mkdocs-render-swagger-plugin,MIT,2020-12-15 12:41:17,2023-03-22 10:22:09,2023-03-22 10:22:09,39.0,,9.0,3.0,9.0,7.0,6.0,53.0,2022-08-04 10:49:18,0.0.4,3.0,A plugin for MKDocs for rendering swagger & openapi schemas using SwaggerUI.,114.0,114.0,6.0,,,,13,True,2.0,,,,,,,,,
79,Bootstrap4,bootstrap4,,byrnereese/mkdocs-bootstrap4,mkdocs-bootstrap4,['theme'],theming,https://github.com/byrnereese/mkdocs-bootstrap4,https://github.com/byrnereese/mkdocs-bootstrap4,MIT,2018-12-17 16:32:18,2020-11-05 01:03:43,2020-11-05 01:03:25,19.0,,10.0,5.0,3.0,,3.0,42.0,,,,Bootstrap 4.0+ theme for MkDocs.,89.0,89.0,4.0,https://pypi.org/project/mkdocs-bootstrap4,2128.0,2128.0,13,True,2.0,,,,,,,,,
80,mkdocs-markmap,,markmap,markmap/mkdocs-markmap,mkdocs-markmap,['plugin'],code-exec-templating,https://github.com/markmap/mkdocs-markmap,https://github.com/markmap/mkdocs-markmap,MIT,2021-01-22 15:52:32,2023-06-19 21:29:06,2022-08-25 17:23:23,158.0,,4.0,5.0,27.0,7.0,14.0,29.0,2022-08-25 17:23:57,2.3.0,16.0,MkDocs plugin and extension to create mindmaps from markdown using markmap.,,,2.0,https://pypi.org/project/mkdocs-markmap,997.0,1001.0,13,True,2.0,,,,140.0,,,,,
81,markdownmermaid,,markdownmermaid,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,https://github.com/pugong/mkdocs-mermaid-plugin,https://github.com/pugong/mkdocs-mermaid-plugin,MIT,2018-11-28 13:09:20,2020-03-06 16:12:45,2019-05-26 05:43:37,9.0,,15.0,3.0,6.0,3.0,3.0,26.0,,,,A MkDocs plugin that support mermaid graph in markdown file.,64.0,64.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,8325.0,8325.0,13,True,3.0,,,,,,,,,
82,roamlinks,,roamlinks,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,MIT,2020-09-05 02:15:33,2023-06-08 06:20:32,2023-06-08 06:20:31,33.0,3.0,13.0,3.0,11.0,,,39.0,,,,An MkDocs plugin that automagically generates relative links between markdown pages.,,,9.0,https://pypi.org/project/mkdocs-roamlinks-plugin,4326.0,4326.0,12,True,2.0,,,,,,,,,
83,Termynal,,termynal,daxartio/termynal,termynal,['plugin'],code-exec-templating,https://github.com/daxartio/termynal,https://github.com/daxartio/termynal,MIT,2020-11-12 19:59:40,2023-06-21 12:58:31,2023-06-21 12:58:30,27.0,7.0,4.0,1.0,3.0,,2.0,30.0,,,,Python markdown terminal. Built for mkdocs.,70.0,70.0,3.0,https://pypi.org/project/termynal,422.0,422.0,12,True,3.0,,,,,,,,,
84,same-dir,,same-dir,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],other,https://github.com/oprypin/mkdocs-same-dir,https://github.com/oprypin/mkdocs-same-dir,MIT,2020-04-26 17:38:21,2023-05-15 21:24:03,2023-04-10 20:16:22,30.0,1.0,2.0,2.0,2.0,,4.0,23.0,,,,MkDocs plugin to allow placing mkdocs.yml in the same directory as documentation.,182.0,182.0,2.0,https://pypi.org/project/mkdocs-same-dir,9473.0,9473.0,12,True,2.0,,,,,,,,,
85,MkDocs Merge,,,ovasquez/mkdocs-merge,mkdocs-merge,[],site-management,https://github.com/ovasquez/mkdocs-merge,https://github.com/ovasquez/mkdocs-merge,MIT,2017-06-06 21:33:22,2023-01-21 06:02:45,2023-01-21 05:58:42,27.0,,5.0,1.0,11.0,4.0,3.0,20.0,2023-01-21 06:02:45,0.8.0,6.0,Merge the source of multiple MkDocs sites into a single one.,4.0,4.0,3.0,https://pypi.org/project/mkdocs-merge,779.0,779.0,12,True,3.0,,,,,,,,,
86,Simple Blog,simple-blog,,FernandoCelmer/mkdocs-simple-blog,mkdocs-simple-blog,['theme'],theming,https://github.com/FernandoCelmer/mkdocs-simple-blog,https://github.com/FernandoCelmer/mkdocs-simple-blog,MIT,2023-01-13 15:02:34,2023-04-07 05:29:57,2023-03-25 06:37:54,116.0,,4.0,1.0,11.0,5.0,8.0,19.0,2023-03-25 06:39:55,0.0.8,8.0,Blog Template for Mkdocs.,23.0,23.0,2.0,https://pypi.org/project/mkdocs-simple-blog,340.0,340.0,12,False,2.0,-1.0,,,,,,,,
87,pheasant,,pheasant,daizutabi/pheasant,pheasant,['plugin'],code-exec-templating,https://github.com/daizutabi/pheasant,https://github.com/daizutabi/pheasant,MIT,2017-12-25 12:14:27,2020-12-19 23:21:44,2020-12-19 23:21:31,841.0,,9.0,3.0,4.0,6.0,5.0,16.0,,,,Documentation tool for Markdown conversion by Jupyter client.,35.0,35.0,4.0,https://pypi.org/project/pheasant,496.0,496.0,12,False,3.0,,,,,,,,,
88,mkdocs-callouts,,callouts,sondregronas/mkdocs-callouts,mkdocs-callouts,['plugin'],markdown,https://github.com/sondregronas/mkdocs-callouts,https://github.com/sondregronas/mkdocs-callouts,AGPL-3.0,2022-05-07 05:18:28,2023-01-25 18:58:37,2023-01-25 18:32:14,71.0,,1.0,2.0,2.0,,2.0,13.0,2023-01-25 18:58:37,1.9.0,13.0,A simple MkDocs plugin that converts Obsidian callout blocks to mkdocs supported Admonitions.,507.0,507.0,2.0,https://pypi.org/project/mkdocs-callouts,3187.0,3187.0,12,False,3.0,,,,,,,,,
89,mktheapidocs,,mktheapidocs,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,https://github.com/greenape/mktheapidocs,https://github.com/greenape/mktheapidocs,MIT,2018-09-11 13:02:30,2022-06-10 14:37:18,2022-06-10 14:36:01,91.0,,3.0,2.0,64.0,10.0,6.0,10.0,2022-06-10 14:33:49,0.3.0,2.0,Numpydocs - mkdocs friendly markdown.,36.0,36.0,6.0,https://pypi.org/project/mktheapidocs,970.0,970.0,12,False,3.0,,,,,,,,,
90,Dracula,dracula,,dracula/mkdocs,mkdocs-dracula-theme,['theme'],theming,https://github.com/dracula/mkdocs,https://github.com/dracula/mkdocs,MIT,2023-03-22 14:29:51,2023-05-01 20:32:35,2023-03-26 19:44:27,147.0,,2.0,4.0,8.0,1.0,4.0,9.0,2023-03-26 00:40:47,1.0.4,4.0,Dark theme for Mkdocs.,6.0,6.0,3.0,https://pypi.org/project/mkdocs-dracula-theme,544.0,544.0,12,False,2.0,-1.0,,,,,,,,
91,Lantana,lantana,,WSOFT-Project/lantana,lantana,['theme'],theming,https://github.com/WSOFT-Project/lantana,https://github.com/WSOFT-Project/lantana,MIT,2022-10-27 17:47:25,2023-06-28 13:23:31,2023-06-28 13:22:53,89.0,13.0,,1.0,27.0,,16.0,8.0,2023-06-28 13:23:31,2.7.3,21.0,Lantana MKDocsHTML.,1.0,1.0,3.0,https://pypi.org/project/lantana,470.0,485.0,12,False,2.0,,,,126.0,,,,,
92,MkDocs Backend for Foliant,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,https://github.com/foliant-docs/foliantcontrib.mkdocs,https://github.com/foliant-docs/foliantcontrib.mkdocs,MIT,2017-12-14 04:55:02,2022-12-12 07:42:43,2022-12-12 07:41:42,88.0,,3.0,3.0,12.0,,1.0,3.0,2022-12-12 07:42:43,1.0.15,2.0,MkDocs backend for Foliant.,26.0,26.0,5.0,https://pypi.org/project/foliantcontrib.mkdocs,265.0,265.0,12,False,3.0,2.0,,,,,,,,
