,name,mkdocs_theme,mkdocs_plugin,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,github_release_downloads,trending,updated_github_id,gitlab_id,gitlab_url
46,exclude-search,,exclude-search,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],search-toc,https://github.com/chrieke/mkdocs-exclude-search,https://github.com/chrieke/mkdocs-exclude-search,MIT,2020-10-11 23:10:29,2023-02-04 19:24:06,2023-02-04 19:22:15,133.0,3.0,2.0,2.0,28.0,,16.0,23.0,2023-02-04 19:24:06,0.6.5,17.0,A mkdocs plugin that lets you exclude selected chapters from the search index.,213.0,213.0,4.0,https://pypi.org/project/mkdocs-exclude-search,7885.0,7885.0,17,True,1.0,,6.0,,,,
47,MkAutoDoc,,,tomchristie/mkautodoc,mkautodoc,['markdown'],api-docs,https://github.com/tomchristie/mkautodoc,https://github.com/tomchristie/mkautodoc,BSD,2019-10-09 10:40:33,2022-09-26 12:32:12,2022-09-26 12:32:12,27.0,,15.0,7.0,17.0,7.0,10.0,195.0,,,,Auto documentation for MkDocs.,686.0,686.0,7.0,https://pypi.org/project/mkautodoc,8323.0,8323.0,16,False,2.0,mkautodoc,,,,,
48,MkApi,,mkapi,daizutabi/mkapi,mkapi,['plugin'],api-docs,https://github.com/daizutabi/mkapi,https://github.com/daizutabi/mkapi,MIT,2020-04-19 07:43:40,2022-04-11 21:04:29,2020-12-20 02:40:09,242.0,,18.0,2.0,9.0,28.0,21.0,81.0,2020-12-20 02:28:04,1.0.14,14.0,A documentation generation tool for MkDocs.,150.0,150.0,4.0,https://pypi.org/project/mkapi,890.0,890.0,16,True,2.0,,,,,,
49,MkDocsOAD,,neoteroi.mkdocsoad,Neoteroi/mkdocs-plugins,neoteroi-mkdocs,['plugin'],api-docs,https://github.com/Neoteroi/mkdocs-plugins,https://github.com/Neoteroi/mkdocs-plugins,MIT,2022-04-18 10:59:35,2023-02-11 19:36:01,2022-12-20 22:27:55,30.0,,4.0,1.0,14.0,6.0,14.0,54.0,2022-12-20 21:57:57,1.0.0,13.0,Plugin for MkDocs to generate human readable documentation from OpenAPI Documentation Version 3 (also known as Swagger..,11.0,11.0,6.0,https://pypi.org/project/neoteroi-mkdocs,1435.0,1441.0,16,True,2.0,,73.0,,,,
50,localsearch,,localsearch,wilhelmer/mkdocs-localsearch,mkdocs-localsearch,['plugin'],search-toc,https://github.com/wilhelmer/mkdocs-localsearch,https://github.com/wilhelmer/mkdocs-localsearch,MIT,2019-09-13 07:59:50,2023-01-02 11:03:59,2023-01-02 11:03:59,60.0,1.0,7.0,4.0,6.0,,14.0,27.0,2022-07-25 15:00:08,0.9.2,9.0,A MkDocs plugin to make the native search plugin work locally (file:// protocol).,47.0,47.0,4.0,https://pypi.org/project/mkdocs-localsearch,3003.0,3003.0,16,True,3.0,,,,,,
51,ezlinks,,ezlinks,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],links-refs,https://github.com/orbikm/mkdocs-ezlinks-plugin,https://github.com/orbikm/mkdocs-ezlinks-plugin,MIT,2021-02-10 23:10:38,2023-03-27 14:12:44,2022-01-24 19:59:04,40.0,,10.0,3.0,24.0,7.0,14.0,24.0,2022-01-24 20:08:01,_0.1.14,14.0,Plugin for mkdocs which enables easier linking between pages.,55.0,55.0,,https://pypi.org/project/mkdocs-ezlinks-plugin,2520.0,2523.0,16,True,2.0,,88.0,1.0,,,
52,autorefs,,autorefs,mkdocstrings/autorefs,mkdocs-autorefs,['plugin'],links-refs,https://github.com/mkdocstrings/autorefs,https://github.com/mkdocstrings/autorefs,ISC,2021-02-10 07:44:02,2022-11-23 07:58:20,2022-03-07 16:43:40,28.0,,2.0,3.0,16.0,1.0,3.0,19.0,,,,Automatically link across pages in MkDocs.,2768.0,2768.0,4.0,https://pypi.org/project/mkdocs-autorefs,332342.0,332342.0,16,False,2.0,,,,,,
53,git-committers-2,,git-committers,ojacques/mkdocs-git-committers-plugin-2,mkdocs-git-committers-plugin-2,['plugin'],git-info,https://github.com/ojacques/mkdocs-git-committers-plugin-2,https://github.com/ojacques/mkdocs-git-committers-plugin-2,MIT,2019-11-25 20:50:44,2023-03-27 20:23:26,2023-03-27 20:21:40,48.0,1.0,8.0,3.0,13.0,4.0,9.0,14.0,2023-03-27 20:29:54,1.1.2,8.0,An MkDocs plugin to create a list of contributors on the page.,174.0,174.0,5.0,https://pypi.org/project/mkdocs-git-committers-plugin-2,8017.0,8017.0,16,False,3.0,,,,,,
54,drawio-exporter,,drawio-exporter,LukeCarrier/mkdocs-drawio-exporter,mkdocs-drawio-exporter,['plugin'],charts,https://github.com/LukeCarrier/mkdocs-drawio-exporter,https://github.com/LukeCarrier/mkdocs-drawio-exporter,MIT,2019-09-10 21:59:11,2022-11-22 19:20:11,2022-05-28 16:37:23,59.0,,4.0,4.0,14.0,5.0,19.0,53.0,2021-05-09 10:30:10,0.8.0,10.0,Exports your Draw.io diagrams at build time for easier embedding into your documentation.,40.0,40.0,4.0,https://pypi.org/project/mkdocs-drawio-exporter,6720.0,6720.0,15,True,2.0,,,,,,
55,build-plantuml,,build_plantuml,quantorconsulting/mkdocs_build_plantuml,mkdocs-build-plantuml-plugin,['plugin'],charts,https://github.com/quantorconsulting/mkdocs_build_plantuml,https://github.com/quantorconsulting/mkdocs_build_plantuml,MIT,2019-12-16 05:13:23,2022-12-04 19:26:55,2022-12-04 19:26:55,34.0,,12.0,3.0,9.0,3.0,14.0,39.0,,,,MkDocs plugin to help generate your plantuml images locally or remotely as files (NOT inline).,65.0,65.0,7.0,https://pypi.org/project/mkdocs-build-plantuml-plugin,17883.0,17883.0,15,True,2.0,,,,,,
56,MkDocs Swagger UI Tag,,swagger-ui-tag,blueswen/mkdocs-swagger-ui-tag,mkdocs-swagger-ui-tag,['plugin'],integrations,https://github.com/blueswen/mkdocs-swagger-ui-tag,https://github.com/blueswen/mkdocs-swagger-ui-tag,MIT,2022-06-12 09:49:37,2023-03-19 14:52:36,2023-03-19 14:51:45,50.0,8.0,4.0,1.0,1.0,1.0,9.0,26.0,2023-03-19 14:53:45,0.6.1,15.0,A MkDocs plugin supports for add Swagger UI in page.,35.0,35.0,2.0,https://pypi.org/project/mkdocs-swagger-ui-tag,5904.0,5906.0,15,True,1.0,,19.0,,,,
57,markdown-callouts,,,oprypin/markdown-callouts,markdown-callouts,['markdown'],markdown,https://github.com/oprypin/markdown-callouts,https://github.com/oprypin/markdown-callouts,MIT,2021-05-03 01:07:19,2023-01-29 19:33:37,2023-01-29 19:32:55,29.0,1.0,11.0,3.0,5.0,4.0,6.0,14.0,2022-09-18 20:48:07,0.3.0,2.0,Markdown extension: a classier syntax for admonitions.,73.0,73.0,,https://pypi.org/project/markdown-callouts,5079.0,5079.0,15,False,2.0,callouts,,,,,
58,codeinclude,,codeinclude,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],snippets-include,https://github.com/rnorth/mkdocs-codeinclude-plugin,https://github.com/rnorth/mkdocs-codeinclude-plugin,MIT,2018-10-15 18:54:45,2023-03-01 19:56:43,2023-03-01 19:54:31,50.0,2.0,4.0,2.0,21.0,5.0,6.0,10.0,2023-03-01 19:56:43,0.2.1,5.0,A plugin to include code snippets into mkdocs pages.,81.0,81.0,4.0,https://pypi.org/project/mkdocs-codeinclude-plugin,4968.0,4968.0,15,False,3.0,,,,,,
59,Math extension,,,mitya57/python-markdown-math,python-markdown-math,['markdown'],markdown,https://github.com/mitya57/python-markdown-math,https://github.com/mitya57/python-markdown-math,BSD-3-Clause,2015-01-12 13:25:03,2022-08-12 10:58:05,2022-08-12 10:57:34,67.0,,24.0,5.0,8.0,2.0,22.0,110.0,,,,Math extension for Python-Markdown.,,,8.0,https://pypi.org/project/python-markdown-math,33689.0,33689.0,14,True,2.0,mdx_math,,,,,
60,mkdocs-pandoc,,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],site-conversion,https://github.com/jgrassler/mkdocs-pandoc,https://github.com/jgrassler/mkdocs-pandoc,Apache-2.0,2015-12-01 13:55:25,2018-11-08 16:57:49,2016-03-14 20:16:57,25.0,,22.0,9.0,8.0,13.0,10.0,108.0,,,,[unmaintained] mkdocs - pandoc converter: use this fork https://github.com/twardoch/mkdocs-combine.,48.0,48.0,4.0,https://pypi.org/project/mkdocs-pandoc,196.0,196.0,14,True,3.0,,,,,,
61,Windmill,windmill,,gristlabs/mkdocs-windmill,mkdocs-windmill,['theme'],theming,https://github.com/gristlabs/mkdocs-windmill,https://github.com/gristlabs/mkdocs-windmill,,2017-05-15 03:51:22,2022-12-09 08:16:24,2022-03-11 19:50:40,79.0,,43.0,3.0,34.0,14.0,16.0,91.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,240.0,240.0,8.0,https://pypi.org/project/mkdocs-windmill,3594.0,3594.0,14,True,2.0,,,,,,
62,mktestdocs,,,koaning/mktestdocs,mktestdocs,[],quality,https://github.com/koaning/mktestdocs,https://github.com/koaning/mktestdocs,Apache-2.0,2020-12-02 11:29:55,2022-05-27 05:59:16,2022-05-27 05:59:16,48.0,,4.0,1.0,8.0,2.0,,78.0,2022-05-26 16:45:54,0.2.0,2.0,Run pytest against markdown files/docstrings.,24.0,24.0,3.0,https://pypi.org/project/mktestdocs,3259.0,3259.0,14,True,1.0,,,,,,
63,Mdx Truly Sane Lists,,,radude/mdx_truly_sane_lists,mdx_truly_sane_lists,['markdown'],markdown,https://github.com/radude/mdx_truly_sane_lists,https://github.com/radude/mdx_truly_sane_lists,MIT,2018-02-01 18:01:50,2022-08-01 19:58:13,2022-07-19 13:42:01,54.0,,7.0,3.0,4.0,6.0,7.0,56.0,2022-08-01 19:58:13,1.3,4.0,Extension for Python-Markdown that makes lists truly sane. Custom indents for nested lists and fix for messy..,,,4.0,https://pypi.org/project/mdx_truly_sane_lists,113415.0,113415.0,14,True,2.0,mdx_truly_sane_lists,,,,,
64,charts,,charts,timvink/mkdocs-charts-plugin,mkdocs-charts-plugin,['plugin'],charts,https://github.com/timvink/mkdocs-charts-plugin,https://github.com/timvink/mkdocs-charts-plugin,MIT,2021-12-07 21:53:15,2023-01-16 10:21:07,2023-01-16 10:21:07,49.0,1.0,1.0,3.0,,3.0,10.0,45.0,2022-02-20 10:01:38,0.0.8,8.0,Mkdocs plugin to add charts to your pages.,25.0,25.0,,https://pypi.org/project/mkdocs-charts-plugin,1862.0,1862.0,14,True,3.0,,,,,,
65,git-committers,,git-committers,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,https://github.com/byrnereese/mkdocs-git-committers-plugin,https://github.com/byrnereese/mkdocs-git-committers-plugin,MIT,2018-12-15 00:21:27,2021-08-12 15:47:32,2021-08-12 15:47:19,39.0,,6.0,5.0,7.0,6.0,,23.0,,,,A mkdocs plugin for displaying the last commit and a list of a files contributors.,118.0,118.0,5.0,https://pypi.org/project/mkdocs-git-committers-plugin,4757.0,4757.0,14,True,3.0,,,,,,
66,Bootstrap4,bootstrap4,,byrnereese/mkdocs-bootstrap4,mkdocs-bootstrap4,['theme'],theming,https://github.com/byrnereese/mkdocs-bootstrap4,https://github.com/byrnereese/mkdocs-bootstrap4,MIT,2018-12-17 16:32:18,2020-11-05 01:03:43,2020-11-05 01:03:25,19.0,,10.0,5.0,3.0,,3.0,42.0,,,,Bootstrap 4.0+ theme for MkDocs.,87.0,87.0,4.0,https://pypi.org/project/mkdocs-bootstrap4,1613.0,1613.0,13,True,2.0,,,,,,
67,MkDocs Merge,,,ovasquez/mkdocs-merge,mkdocs-merge,[],site-management,https://github.com/ovasquez/mkdocs-merge,https://github.com/ovasquez/mkdocs-merge,MIT,2017-06-06 21:33:22,2023-01-21 06:02:45,2023-01-21 05:58:42,27.0,4.0,5.0,1.0,11.0,4.0,3.0,18.0,2023-01-21 06:02:45,0.8.0,6.0,Merge the source of multiple MkDocs sites into a single one.,3.0,3.0,3.0,https://pypi.org/project/mkdocs-merge,777.0,777.0,13,False,3.0,,,,,,
68,mktheapidocs,,mktheapidocs,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,https://github.com/greenape/mktheapidocs,https://github.com/greenape/mktheapidocs,MIT,2018-09-11 13:02:30,2022-06-10 14:37:18,2022-06-10 14:36:01,91.0,,3.0,2.0,64.0,10.0,6.0,10.0,2022-06-10 14:33:49,0.3.0,2.0,Numpydocs - mkdocs friendly markdown.,36.0,36.0,6.0,https://pypi.org/project/mktheapidocs,1468.0,1468.0,13,False,3.0,,,,,,
69,mkdocs-embed-external-markdown,,external-markdown,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,https://github.com/fire1ce/mkdocs-embed-external-markdown,https://github.com/fire1ce/mkdocs-embed-external-markdown,MIT,2022-02-24 10:21:12,2023-03-16 13:57:25,2023-03-16 13:57:23,82.0,40.0,5.0,1.0,4.0,,1.0,4.0,,,,MkDocs Embed External Markdown plugin that allow to inject section or all full markdown content from a given url. The..,86.0,86.0,4.0,https://pypi.org/project/mkdocs-embed-external-markdown,1724.0,1724.0,13,False,3.0,,,,,,
70,roamlinks,,roamlinks,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,MIT,2020-09-05 02:15:33,2023-03-29 04:19:40,2023-03-29 04:19:39,30.0,7.0,10.0,4.0,8.0,,,36.0,,,,An MkDocs plugin that automagically generates relative links between markdown pages.,,,8.0,https://pypi.org/project/mkdocs-roamlinks-plugin,6032.0,6032.0,12,True,2.0,,,1.0,,,
71,markdown-exec,,markdown-exec,pawamoy/markdown-exec,markdown-exec,['plugin'],code-exec-templating,https://github.com/pawamoy/markdown-exec,https://github.com/pawamoy/markdown-exec,ISC,2022-02-11 22:48:50,2023-03-20 18:28:28,2023-03-20 18:27:55,114.0,21.0,2.0,2.0,1.0,3.0,12.0,27.0,,,,Utilities to execute code blocks in Markdown files.,35.0,35.0,2.0,https://pypi.org/project/markdown-exec,6901.0,6901.0,12,True,2.0,,,,,,
72,markdownmermaid,,markdownmermaid,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,https://github.com/pugong/mkdocs-mermaid-plugin,https://github.com/pugong/mkdocs-mermaid-plugin,MIT,2018-11-28 13:09:20,2020-03-06 16:12:45,2019-05-26 05:43:37,9.0,,15.0,3.0,6.0,3.0,3.0,25.0,,,,A MkDocs plugin that support mermaid graph in markdown file.,60.0,60.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,7992.0,7992.0,12,True,3.0,,,,,,
73,mkdocs-markmap,,markmap,neatc0der/mkdocs-markmap,mkdocs-markmap,['plugin'],code-exec-templating,https://github.com/markmap/mkdocs-markmap,https://github.com/markmap/mkdocs-markmap,MIT,2021-01-22 15:52:32,2022-08-25 17:23:57,2022-08-25 17:23:23,158.0,,4.0,5.0,26.0,4.0,14.0,22.0,2022-08-25 17:23:57,2.3.0,16.0,MkDocs plugin and extension to create mindmaps from markdown using markmap.,,,2.0,https://pypi.org/project/mkdocs-markmap,578.0,582.0,12,True,2.0,,112.0,,markmap/mkdocs-markmap,,
74,pheasant,,pheasant,daizutabi/pheasant,pheasant,['plugin'],code-exec-templating,https://github.com/daizutabi/pheasant,https://github.com/daizutabi/pheasant,MIT,2017-12-25 12:14:27,2020-12-19 23:21:44,2020-12-19 23:21:31,841.0,,9.0,3.0,4.0,6.0,5.0,17.0,,,,Documentation tool for Markdown conversion by Jupyter client.,22.0,22.0,4.0,https://pypi.org/project/pheasant,200.0,200.0,12,False,2.0,,,,,,
75,mkdocs-gallery,,gallery,smarie/mkdocs-gallery,mkdocs-gallery,['plugin'],nav-pages,https://github.com/smarie/mkdocs-gallery,https://github.com/smarie/mkdocs-gallery,BSD-3-Clause,2021-11-10 15:51:30,2023-03-30 05:59:19,2022-05-07 14:43:42,110.0,,5.0,3.0,14.0,20.0,25.0,14.0,2022-05-07 14:58:20,0.7.6,8.0,Same features as sphinx-gallery (https://sphinx-gallery.github.io/) but on mkdocs (https://www.mkdocs.org/) (no sphinx..,,,3.0,https://pypi.org/project/mkdocs-gallery,92.0,92.0,12,False,2.0,,,,,,
76,same-dir,,same-dir,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],other,https://github.com/oprypin/mkdocs-same-dir,https://github.com/oprypin/mkdocs-same-dir,MIT,2020-04-26 17:38:21,2023-01-29 19:35:45,2023-01-29 19:33:44,29.0,1.0,2.0,2.0,1.0,,3.0,18.0,,,,MkDocs plugin to allow placing mkdocs.yml in the same directory as documentation.,155.0,155.0,2.0,https://pypi.org/project/mkdocs-same-dir,11073.0,11073.0,11,False,2.0,,,,,,
77,Ivory,ivory,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,https://github.com/daizutabi/mkdocs-ivory,https://github.com/daizutabi/mkdocs-ivory,MIT,2019-04-14 14:07:26,2020-06-16 07:35:02,2020-06-16 07:34:55,58.0,,4.0,1.0,1.0,2.0,3.0,11.0,,,,Ivory theme for MkDocs.,61.0,61.0,2.0,https://pypi.org/project/mkdocs-ivory,3465.0,3465.0,11,False,2.0,,,,,,
78,mkdocs-mdpo,,mdpo,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],i18n-l10n,https://github.com/mondeja/mkdocs-mdpo-plugin,https://github.com/mondeja/mkdocs-mdpo-plugin,BSD-3-Clause,2021-04-26 14:53:13,2023-01-03 16:47:35,2023-01-03 16:47:34,107.0,1.0,4.0,2.0,27.0,11.0,24.0,4.0,2022-06-10 13:17:02,0.0.27,27.0,Mkdocs translation plugin using PO files.,,,3.0,https://pypi.org/project/mkdocs-mdpo-plugin,215.0,218.0,11,False,3.0,,77.0,,,,
79,MkDocs Backend for Foliant,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,https://github.com/foliant-docs/foliantcontrib.mkdocs,https://github.com/foliant-docs/foliantcontrib.mkdocs,MIT,2017-12-14 04:55:02,2022-12-12 07:42:43,2022-12-12 07:41:42,88.0,,3.0,3.0,12.0,,1.0,3.0,2022-12-12 07:42:43,1.0.15,2.0,MkDocs backend for Foliant.,,,5.0,https://pypi.org/project/foliantcontrib.mkdocs,249.0,249.0,11,False,2.0,,,,,,
80,MkRefs,,mkrefs,DerwenAI/mkrefs,mkrefs,['plugin'],nav-pages,https://github.com/DerwenAI/mkrefs,https://github.com/DerwenAI/mkrefs,MIT,2021-05-10 15:58:53,2022-01-02 23:29:39,2021-06-29 20:34:58,49.0,,1.0,3.0,8.0,,,23.0,2021-06-27 17:55:28,0.2.0,2.0,MkDocs plugin to generate semantic reference Markdown pages from a knowledge graph.,1.0,1.0,,https://pypi.org/project/mkrefs,56.0,56.0,10,True,2.0,,,,,,
81,mkdocs-diagrams,,diagrams,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,https://github.com/zoni/mkdocs-diagrams,https://github.com/zoni/mkdocs-diagrams,MIT,2020-05-16 10:44:25,2020-09-04 08:33:06,2020-09-04 08:27:56,12.0,,1.0,2.0,1.0,1.0,1.0,21.0,,,,MkDocs plugin to render Diagrams files.,47.0,47.0,,https://pypi.org/project/mkdocs-diagrams,4521.0,4521.0,10,True,3.0,,,,,,
82,newsletter,,mkdocs-newsletter,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,https://github.com/lyz-code/mkdocs-newsletter,https://github.com/lyz-code/mkdocs-newsletter,GPL-3.0,2021-02-10 16:13:44,2023-03-24 12:00:58,2023-03-24 11:59:51,274.0,6.0,2.0,2.0,92.0,1.0,6.0,17.0,,,,Automatically create newsletters from the changes in a mkdocs repository.,21.0,21.0,3.0,https://pypi.org/project/mkdocs-newsletter,438.0,438.0,10,False,2.0,,,,,,
83,snippet,,snippet,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,https://github.com/mprivat/mkdocs-snippet-plugin,https://github.com/mprivat/mkdocs-snippet-plugin,MIT,2019-02-27 18:43:14,2021-10-21 22:55:54,2021-10-21 22:55:54,10.0,,3.0,3.0,2.0,3.0,4.0,11.0,,,,An mkdocs plugin that injects snippets from a file in a git repository.,10.0,10.0,3.0,https://pypi.org/project/mkdocs-snippet-plugin,910.0,910.0,10,False,3.0,,,,,,
84,add-number,,add-number,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],html-css,https://github.com/ignorantshr/mkdocs-add-number-plugin,https://github.com/ignorantshr/mkdocs-add-number-plugin,MIT,2019-05-25 03:48:30,2020-06-17 07:23:03,2020-06-11 09:35:38,31.0,,3.0,2.0,4.0,2.0,9.0,10.0,,,,MkDocs plugin to automatically number the headings (h1-h6) in each markdown page and the nav.,27.0,27.0,3.0,https://pypi.org/project/mkdocs-add-number-plugin,933.0,933.0,10,False,2.0,,,,,,
85,KPN for MkDocs,kpn,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,https://github.com/kpn/mkdocs-kpn-theme,https://github.com/kpn/mkdocs-kpn-theme,MIT,2020-04-02 12:00:18,2023-01-11 15:13:10,2023-01-11 15:12:32,142.0,20.0,,8.0,,,3.0,7.0,,,,KPN theme for MkDocs | owner=flow.,2.0,2.0,3.0,https://pypi.org/project/mkdocs-kpn,607.0,607.0,10,False,2.0,,,,,,
86,mkdocs-spellcheck,,spellcheck,pawamoy/mkdocs-spellcheck,mkdocs-spellcheck,['plugin'],quality,https://github.com/pawamoy/mkdocs-spellcheck,https://github.com/pawamoy/mkdocs-spellcheck,ISC,2022-01-23 13:03:19,2022-12-11 20:04:29,2022-12-11 20:04:27,38.0,,,1.0,1.0,7.0,7.0,5.0,,,,A spell checker plugin for MkDocs.,17.0,17.0,,https://pypi.org/project/mkdocs-spellcheck,2423.0,2423.0,10,False,2.0,,,,,,
87,pdf-with-js,,pdf-with-js,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,MIT,2020-06-04 09:48:18,2021-07-23 08:52:22,2021-07-23 08:52:22,13.0,,1.0,5.0,3.0,1.0,,5.0,2021-07-16 06:35:39,0.1.3,3.0,A MkDocs plugin that exports your documentation as PDF with rendered JavaScript content.,4.0,4.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,446.0,446.0,10,False,3.0,,,,,,
88,octadocs-adr,,octadocs_adr,octadocs/octadocs,octadocs-adr,['plugin'],site-management,https://github.com/iolanta-tech/mkdocs-iolanta-tables,https://github.com/iolanta-tech/mkdocs-iolanta-tables,MIT,2020-11-22 09:51:22,2023-01-28 21:30:58,2023-01-28 21:28:53,597.0,50.0,,2.0,54.0,15.0,26.0,3.0,,,,Make your MkDocs documentation think for you.,2.0,2.0,,https://pypi.org/project/octadocs-adr,17.0,17.0,10,False,3.0,,,-1.0,iolanta-tech/mkdocs-iolanta-tables,,
89,user-defined-values,,user-defined-values,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],code-exec-templating,https://github.com/rahult/mkdocs-user-defined-values,https://github.com/rahult/mkdocs-user-defined-values,MIT,2020-01-05 09:26:06,2022-12-26 21:35:05,2022-07-10 05:32:27,36.0,,2.0,3.0,13.0,,1.0,2.0,2020-04-21 10:59:01,0.0.5,4.0,MkDocs User Defined Values.,10.0,10.0,3.0,https://pypi.org/project/mkdocs-user-defined-values,839.0,839.0,10,False,3.0,,10.0,,,,
90,tags,,tags,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,https://github.com/jldiaz/mkdocs-plugin-tags,https://github.com/jldiaz/mkdocs-plugin-tags,MIT,2019-10-21 15:51:50,2021-09-02 19:03:31,2021-09-02 19:03:31,7.0,,19.0,3.0,4.0,7.0,7.0,40.0,,,,Processes tags in yaml metadata.,,,3.0,https://pypi.org/project/mkdocs-plugin-tags,631.0,631.0,9,True,3.0,,,,,,
91,MkDocs Img2Fig Plugin,,img2fig,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,https://github.com/stuebersystems/mkdocs-img2fig-plugin,https://github.com/stuebersystems/mkdocs-img2fig-plugin,MIT,2019-05-09 09:48:11,2022-04-15 06:05:55,2020-07-14 09:36:02,8.0,,6.0,2.0,3.0,2.0,1.0,18.0,,,,A MkDocs plugin that converts markdown encoded images into figure elements.,92.0,92.0,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,1127.0,1127.0,9,False,3.0,,,,,,
92,docutools,,lcd-find-pages,axiros/docutools,docutools,['plugin'],charts,https://github.com/axiros/docutools,https://github.com/axiros/docutools,BSD-2-Clause,2021-10-04 21:36:07,2022-04-11 15:09:39,2022-04-11 14:53:41,430.0,,,6.0,,1.0,1.0,16.0,,,,Dev Centric Tools for Mkdocs Based Documentation.,6.0,6.0,3.0,https://pypi.org/project/docutools,343.0,343.0,9,False,3.0,,,,,,
93,Blogs for MkDocs,,blog,fmaida/mkdocs-blog-plugin,,['plugin'],blogging,https://github.com/fmaida/mkdocs-blog-plugin,https://github.com/fmaida/mkdocs-blog-plugin,MIT,2020-01-19 13:38:21,2020-04-13 08:11:37,2020-04-13 08:11:31,21.0,,4.0,3.0,,1.0,1.0,13.0,,,,This plugin for MkDocs allows to keeps a really simple blog section inside your documentation site.,53.0,53.0,,,,,9,False,3.0,,,,,,
94,bootstrap-tables,,bootstrap-tables,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,MIT,2018-12-19 20:55:24,2020-03-27 04:57:49,2020-03-27 04:57:31,2.0,,2.0,2.0,,,,8.0,,,,A MkDocs plugin to add bootstrap classes to plan markdown generated tables.,62.0,62.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,1541.0,1541.0,9,False,3.0,,,,,,
95,mkdocs-alias-plugin,,alias,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,https://github.com/EddyLuten/mkdocs-alias-plugin,https://github.com/EddyLuten/mkdocs-alias-plugin,MIT,2022-02-13 01:23:30,2023-02-08 16:58:52,2023-02-08 16:58:00,17.0,4.0,1.0,1.0,2.0,1.0,2.0,6.0,2023-02-08 16:58:52,0.5.0,6.0,An MkDocs plugin allowing links to your pages using a custom alias.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-alias-plugin,289.0,289.0,9,False,3.0,,,,,,
96,mkdocs-add-teaser,,mkdocs-add-teaser,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,https://github.com/wilhelmer/mkdocs-add-teaser,https://github.com/wilhelmer/mkdocs-add-teaser,MIT,2019-04-02 09:24:11,2022-11-08 11:58:43,2022-11-08 11:56:59,33.0,,1.0,2.0,,,1.0,4.0,2022-11-08 11:58:43,0.9.1,7.0,"An MkDocs plugin to customize the first paragraph of your pages, and to use it as the pages meta description.",,,,https://pypi.org/project/mkdocs-add-teaser,327.0,327.0,9,False,3.0,,,,,,
