,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,gitlab_id,gitlab_url,updated_github_id
49,Windmill,gristlabs/mkdocs-windmill,mkdocs-windmill,['theme'],theming,https://github.com/gristlabs/mkdocs-windmill,https://github.com/gristlabs/mkdocs-windmill,,2017-05-15 03:51:22,2022-03-11 19:51:29,2022-03-11 19:50:40,79.0,,46.0,3.0,31.0,14.0,16.0,84.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,155.0,155.0,8.0,https://pypi.org/project/mkdocs-windmill,3344.0,3344.0,13,True,2.0,,,,,
50,autolinks,midnightprioriem/mkdocs-autolinks-plugin,,['plugin'],links-refs,https://github.com/midnightprioriem/mkdocs-autolinks-plugin,https://github.com/midnightprioriem/mkdocs-autolinks-plugin,MIT,2020-01-14 17:57:51,2022-07-13 18:18:49,2022-07-13 18:09:47,23.0,2.0,13.0,3.0,14.0,5.0,9.0,41.0,2022-07-13 18:12:35,_060,6.0,An MkDocs plugin that automagically generates relative links between markdown pages.,165.0,165.0,9.0,,,,13,True,2.0,,,,,
51,Bootstrap4,byrnereese/mkdocs-bootstrap4,mkdocs-bootstrap4,['theme'],theming,https://github.com/byrnereese/mkdocs-bootstrap4,https://github.com/byrnereese/mkdocs-bootstrap4,MIT,2018-12-17 16:32:18,2020-11-05 01:03:43,2020-11-05 01:03:25,19.0,,9.0,4.0,3.0,,3.0,41.0,,,,Bootstrap 4.0+ theme for MkDocs.,63.0,63.0,4.0,https://pypi.org/project/mkdocs-bootstrap4,6350.0,6350.0,13,True,2.0,,,,,
52,build-plantuml,quantorconsulting/mkdocs_build_plantuml,mkdocs-build-plantuml-plugin,['plugin'],charts,https://github.com/quantorconsulting/mkdocs_build_plantuml,https://github.com/quantorconsulting/mkdocs_build_plantuml,MIT,2019-12-16 05:13:23,2022-06-13 18:32:48,2022-06-13 18:32:31,33.0,2.0,10.0,3.0,8.0,2.0,14.0,36.0,,,,MkDocs plugin to help generate your plantuml images locally or remotely as files (NOT inline).,29.0,29.0,6.0,https://pypi.org/project/mkdocs-build-plantuml-plugin,6244.0,6244.0,13,True,2.0,,,,,
53,markdownmermaid,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,https://github.com/pugong/mkdocs-mermaid-plugin,https://github.com/pugong/mkdocs-mermaid-plugin,MIT,2018-11-28 13:09:20,2020-03-06 16:12:45,2019-05-26 05:43:37,9.0,,15.0,3.0,6.0,3.0,3.0,25.0,,,,A MkDocs plugin that support mermaid graph in markdown file.,44.0,44.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,10933.0,10933.0,13,True,2.0,,,,,
54,enumerate-headings,timvink/mkdocs-enumerate-headings-plugin,mkdocs-enumerate-headings-plugin,['plugin'],html-css,https://github.com/timvink/mkdocs-enumerate-headings-plugin,https://github.com/timvink/mkdocs-enumerate-headings-plugin,MIT,2020-04-24 13:39:07,2022-01-09 20:46:13,2022-01-09 20:45:23,103.0,,2.0,2.0,5.0,,26.0,25.0,2022-01-09 20:48:35,0.5,10.0,MkDocs Plugin to enumerate the headings across site pages.,76.0,76.0,2.0,https://pypi.org/project/mkdocs-enumerate-headings-plugin,2834.0,2834.0,13,True,2.0,,,,,
55,MkDocs Video,soulless-viewer/mkdocs-video,mkdocs-video,['plugin'],charts,https://github.com/soulless-viewer/mkdocs-video,https://github.com/soulless-viewer/mkdocs-video,MIT,2021-06-30 13:55:40,2022-05-20 16:34:06,2022-05-20 16:34:06,13.0,1.0,6.0,1.0,3.0,2.0,4.0,20.0,2022-04-14 18:24:15,1.3.0,4.0,MkDocs Video plugin.,100.0,100.0,4.0,https://pypi.org/project/mkdocs-video,7072.0,7072.0,13,True,2.0,11.0,,,,
56,git-committers,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,https://github.com/byrnereese/mkdocs-git-committers-plugin,https://github.com/byrnereese/mkdocs-git-committers-plugin,MIT,2018-12-15 00:21:27,2021-08-12 15:47:32,2021-08-12 15:47:19,39.0,,6.0,4.0,7.0,6.0,,20.0,,,,A mkdocs plugin for displaying the last commit and a list of a files contributors.,85.0,85.0,5.0,https://pypi.org/project/mkdocs-git-committers-plugin,7577.0,7577.0,13,True,3.0,,,,,
57,autorefs,mkdocstrings/autorefs,mkdocs-autorefs,['plugin'],links-refs,https://github.com/mkdocstrings/autorefs,https://github.com/mkdocstrings/autorefs,ISC,2021-02-10 07:44:02,2022-08-11 07:12:43,2022-03-07 16:43:40,28.0,,3.0,3.0,16.0,1.0,3.0,11.0,,,,Automatically link across pages in MkDocs.,,,4.0,https://pypi.org/project/mkdocs-autorefs,185646.0,185646.0,13,False,2.0,,2.0,,,
58,MkDocs GLightbox,blueswen/mkdocs-glightbox,mkdocs-glightbox,['plugin'],charts,https://github.com/blueswen/mkdocs-glightbox,https://github.com/blueswen/mkdocs-glightbox,MIT,2022-06-10 06:35:05,2022-08-10 13:41:45,2022-08-10 13:41:25,28.0,28.0,,1.0,,1.0,2.0,7.0,2022-08-10 13:42:33,0.2.1,7.0,A MkDocs plugin supports image lightbox (zoom effect) with GLightbox.,14.0,14.0,,https://pypi.org/project/mkdocs-glightbox,2504.0,2507.0,13,False,2.0,6.0,,,,
59,mkdocs-pandoc,jgrassler/mkdocs-pandoc,mkdocs-pandoc,['plugin'],site-conversion,https://github.com/jgrassler/mkdocs-pandoc,https://github.com/jgrassler/mkdocs-pandoc,Apache-2.0,2015-12-01 13:55:25,2018-11-08 16:57:49,2016-03-14 20:16:57,25.0,,22.0,8.0,8.0,13.0,10.0,108.0,,,,[unmaintained] mkdocs - pandoc converter: use this fork https://github.com/twardoch/mkdocs-combine.,42.0,42.0,4.0,https://pypi.org/project/mkdocs-pandoc,62.0,62.0,12,True,3.0,,,,,
60,literate-nav,oprypin/mkdocs-literate-nav,mkdocs-literate-nav,['plugin'],nav-pages,https://github.com/oprypin/mkdocs-literate-nav,https://github.com/oprypin/mkdocs-literate-nav,MIT,2020-04-26 17:38:52,2022-06-18 23:28:42,2022-06-18 23:27:32,83.0,1.0,5.0,2.0,1.0,6.0,5.0,26.0,2021-05-24 20:00:00,0.4.0,1.0,MkDocs plugin to specify the navigation in Markdown instead of YAML.,,,,https://pypi.org/project/mkdocs-literate-nav,28733.0,28733.0,12,True,2.0,,,,,
61,charts,timvink/mkdocs-charts-plugin,mkdocs-charts-plugin,['plugin'],charts,https://github.com/timvink/mkdocs-charts-plugin,https://github.com/timvink/mkdocs-charts-plugin,MIT,2021-12-07 21:53:15,2022-02-20 10:02:14,2022-02-20 09:59:48,47.0,,1.0,3.0,,3.0,9.0,20.0,2022-02-20 10:01:38,0.0.8,8.0,Mkdocs plugin to add charts to your pages.,7.0,7.0,,https://pypi.org/project/mkdocs-charts-plugin,1361.0,1361.0,12,True,2.0,,,,,
62,pheasant,daizutabi/pheasant,pheasant,['plugin'],code-exec-templating,https://github.com/daizutabi/pheasant,https://github.com/daizutabi/pheasant,MIT,2017-12-25 12:14:27,2020-12-19 23:21:44,2020-12-19 23:21:31,841.0,,8.0,3.0,4.0,5.0,5.0,17.0,,,,Documentation tool for Markdown conversion by Jupyter client.,16.0,16.0,4.0,https://pypi.org/project/pheasant,178.0,178.0,12,False,2.0,,,,,
63,mkdocs-markmap,neatc0der/mkdocs-markmap,mkdocs-markmap,['plugin'],code-exec-templating,https://github.com/neatc0der/mkdocs-markmap,https://github.com/neatc0der/mkdocs-markmap,MIT,2021-01-22 15:52:32,2022-07-18 18:25:10,2022-07-18 18:24:32,150.0,8.0,2.0,4.0,25.0,1.0,14.0,16.0,2022-07-18 18:25:10,2.2.2,15.0,MkDocs plugin and extension to create mindmaps from markdown using markmap.,,,2.0,https://pypi.org/project/mkdocs-markmap,475.0,479.0,12,False,2.0,88.0,,,,
64,kroki,AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,mkdocs-kroki-plugin,['plugin'],charts,https://github.com/AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,https://github.com/AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,MIT,2021-04-13 09:57:17,2022-07-29 19:20:11,2022-05-22 07:48:58,29.0,2.0,9.0,2.0,8.0,3.0,3.0,15.0,2022-05-22 07:54:10,.0.4.0,5.0,MkDocs plugin for Kroki-Diagrams.,5.0,5.0,4.0,https://pypi.org/project/mkdocs-kroki-plugin,5244.0,5244.0,12,False,2.0,,,,,
65,exclude,apenwarr/mkdocs-exclude,,['plugin'],nav-pages,https://github.com/apenwarr/mkdocs-exclude,https://github.com/apenwarr/mkdocs-exclude,Apache-2.0,2019-01-07 19:02:19,2022-02-23 16:27:45,2019-02-20 23:33:03,3.0,,7.0,5.0,3.0,7.0,3.0,50.0,,,,A mkdocs plugin that lets you exclude files or trees from your output.,645.0,645.0,,,,,11,True,2.0,,,,,
66,ezlinks,orbikm/mkdocs-ezlinks-plugin,,['plugin'],links-refs,https://github.com/orbikm/mkdocs-ezlinks-plugin,https://github.com/orbikm/mkdocs-ezlinks-plugin,MIT,2021-02-10 23:10:38,2022-07-13 20:23:57,2022-01-24 19:59:04,40.0,,5.0,3.0,23.0,3.0,13.0,14.0,2022-01-24 20:08:01,_0.1.14,14.0,Plugin for mkdocs which enables easier linking between pages.,26.0,26.0,,,,3.0,11,False,2.0,65.0,,,,
67,mkdocs-gallery,smarie/mkdocs-gallery,mkdocs-gallery,['plugin'],nav-pages,https://github.com/smarie/mkdocs-gallery,https://github.com/smarie/mkdocs-gallery,BSD-3-Clause,2021-11-10 15:51:30,2022-05-07 14:58:18,2022-05-07 14:43:42,110.0,,1.0,3.0,10.0,14.0,25.0,10.0,2022-05-07 14:58:20,0.7.6,8.0,Same features as sphinx-gallery (https://sphinx-gallery.github.io/) but on mkdocs (https://www.mkdocs.org/) (no sphinx..,,,3.0,https://pypi.org/project/mkdocs-gallery,114.0,114.0,11,False,2.0,,,,,
68,MkDocs Swagger UI Tag,blueswen/mkdocs-swagger-ui-tag,mkdocs-swagger-ui-tag,['plugin'],integrations,https://github.com/blueswen/mkdocs-swagger-ui-tag,https://github.com/blueswen/mkdocs-swagger-ui-tag,MIT,2022-06-12 09:49:37,2022-07-30 16:11:07,2022-07-30 16:09:18,20.0,20.0,1.0,1.0,,1.0,3.0,9.0,2022-07-30 16:12:13,0.4.0,7.0,A MkDocs plugin supports for add Swagger UI in page.,5.0,5.0,,https://pypi.org/project/mkdocs-swagger-ui-tag,764.0,766.0,11,False,1.0,5.0,,,,
69,Ivory,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,https://github.com/daizutabi/mkdocs-ivory,https://github.com/daizutabi/mkdocs-ivory,MIT,2019-04-14 14:07:26,2020-06-16 07:35:02,2020-06-16 07:34:55,58.0,,4.0,1.0,1.0,2.0,3.0,9.0,,,,Ivory theme for MkDocs.,51.0,51.0,2.0,https://pypi.org/project/mkdocs-ivory,1145.0,1145.0,11,False,2.0,,,,,
70,mkdocs-mdpo,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],i18n-l10n,https://github.com/mondeja/mkdocs-mdpo-plugin,https://github.com/mondeja/mkdocs-mdpo-plugin,BSD-3-Clause,2021-04-26 14:53:13,2022-07-01 04:13:23,2022-06-10 13:15:30,106.0,1.0,3.0,2.0,26.0,11.0,24.0,3.0,2022-06-10 13:17:02,0.0.27,27.0,Mkdocs translation plugin using PO files.,,,3.0,https://pypi.org/project/mkdocs-mdpo-plugin,137.0,140.0,11,False,3.0,50.0,-1.0,,,
71,Mdx Include,neurobin/mdx_include,mdx_include,['markdown'],snippets-include,https://github.com/neurobin/mdx_include,https://github.com/neurobin/mdx_include,,2018-09-19 21:01:21,2022-07-26 05:44:16,2022-07-26 05:42:09,70.0,4.0,2.0,3.0,2.0,3.0,5.0,41.0,,,,Python Markdown extension to include local or remote files.,,,3.0,https://pypi.org/project/mdx_include,8297.0,8297.0,10,True,3.0,,,,,
72,roamlinks,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,MIT,2020-09-05 02:15:33,2022-07-31 14:41:46,2022-07-30 07:22:36,20.0,5.0,9.0,1.0,3.0,,,23.0,,,,An MkDocs plugin that automagically generates relative links between markdown pages.,,,6.0,https://pypi.org/project/mkdocs-roamlinks-plugin,2718.0,2718.0,10,True,2.0,,,,,
73,markdown-callouts,oprypin/markdown-callouts,markdown-callouts,['markdown'],markdown,https://github.com/oprypin/markdown-callouts,https://github.com/oprypin/markdown-callouts,MIT,2021-05-03 01:07:19,2022-07-05 20:29:32,2022-07-05 20:28:51,19.0,2.0,5.0,3.0,2.0,3.0,4.0,8.0,2021-11-15 23:23:49,0.2.0,1.0,Markdown extension: a classier syntax for admonitions.,,,,https://pypi.org/project/markdown-callouts,1699.0,1699.0,10,False,3.0,,,,,
74,pdf-with-js,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,MIT,2020-06-04 09:48:18,2021-07-23 08:52:22,2021-07-23 08:52:22,13.0,,1.0,5.0,3.0,,,5.0,2021-07-16 06:35:39,0.1.3,3.0,A MkDocs plugin that exports your documentation as PDF with rendered JavaScript content.,4.0,4.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,262.0,262.0,10,False,3.0,,,,,
75,Termage,bczsalba/Termage,mkdocs-termage-plugin,"['plugin', 'markdown']",charts,https://github.com/bczsalba/Termage,https://github.com/bczsalba/Termage,MIT,2022-05-25 14:17:44,2022-08-11 17:00:52,2022-08-11 16:59:24,40.0,40.0,,1.0,,1.0,4.0,3.0,2022-08-11 17:02:17,0.3.1,3.0,"Generate SVGs from any Python code, even in your documentation.",,,,https://pypi.org/project/mkdocs-termage-plugin,25.0,25.0,10,False,3.0,,,,,
76,tags,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,https://github.com/jldiaz/mkdocs-plugin-tags,https://github.com/jldiaz/mkdocs-plugin-tags,MIT,2019-10-21 15:51:50,2021-09-02 19:03:31,2021-09-02 19:03:31,7.0,,19.0,4.0,4.0,7.0,7.0,39.0,,,,Processes tags in yaml metadata.,,,3.0,https://pypi.org/project/mkdocs-plugin-tags,434.0,434.0,9,True,3.0,,,,,
77,newsletter,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,https://github.com/lyz-code/mkdocs-newsletter,https://github.com/lyz-code/mkdocs-newsletter,GPL-3.0,2021-02-10 16:13:44,2022-07-18 16:52:14,2022-07-18 16:51:14,247.0,26.0,2.0,2.0,85.0,1.0,5.0,13.0,,,,Automatically create newsletters from the changes in a mkdocs repository.,,,3.0,https://pypi.org/project/mkdocs-newsletter,350.0,350.0,9,False,2.0,,,,,
78,MkDocs Img2Fig Plugin,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,https://github.com/stuebersystems/mkdocs-img2fig-plugin,https://github.com/stuebersystems/mkdocs-img2fig-plugin,MIT,2019-05-09 09:48:11,2022-04-15 06:05:55,2020-07-14 09:36:02,8.0,,6.0,2.0,3.0,2.0,1.0,13.0,,,,A MkDocs plugin that converts markdown encoded images into figure elements.,65.0,65.0,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,1493.0,1493.0,9,False,3.0,,,,,
79,snippet,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,https://github.com/mprivat/mkdocs-snippet-plugin,https://github.com/mprivat/mkdocs-snippet-plugin,MIT,2019-02-27 18:43:14,2021-10-21 22:55:54,2021-10-21 22:55:54,10.0,,3.0,3.0,2.0,2.0,4.0,11.0,,,,An mkdocs plugin that injects snippets from a file in a git repository.,7.0,7.0,3.0,https://pypi.org/project/mkdocs-snippet-plugin,548.0,548.0,9,False,3.0,,,,,
80,same-dir,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],other,https://github.com/oprypin/mkdocs-same-dir,https://github.com/oprypin/mkdocs-same-dir,MIT,2020-04-26 17:38:21,2022-06-18 23:24:07,2022-06-18 23:19:54,22.0,1.0,2.0,2.0,1.0,,2.0,9.0,,,,MkDocs plugin to allow placing mkdocs.yml in the same directory as documentation.,80.0,80.0,2.0,https://pypi.org/project/mkdocs-same-dir,5984.0,5984.0,9,False,2.0,,,,,
81,markdown-exec,pawamoy/markdown-exec,markdown-exec,"['markdown', 'plugin']",code-exec-templating,https://github.com/pawamoy/markdown-exec,https://github.com/pawamoy/markdown-exec,ISC,2022-02-11 22:48:50,2022-06-05 13:09:24,2022-06-05 13:07:41,64.0,19.0,1.0,1.0,,2.0,5.0,8.0,,,,Utilities to execute code blocks in Markdown files.,,,,https://pypi.org/project/markdown-exec,282.0,282.0,9,False,3.0,,,,,
82,CustomMill,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,https://github.com/Siphalor/mkdocs-custommill,https://github.com/Siphalor/mkdocs-custommill,,2021-03-31 11:40:50,2022-03-10 22:29:19,2022-03-10 22:04:06,184.0,,4.0,2.0,,,1.0,8.0,2022-03-10 22:29:19,1.3.0,1.0,"Outstanding mkdocs theme with a focus on navigation, customization and usability.",5.0,5.0,8.0,https://pypi.org/project/mkdocs-custommill,169.0,169.0,9,False,2.0,,,,,
83,KPN for MkDocs,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,https://github.com/kpn/mkdocs-kpn-theme,https://github.com/kpn/mkdocs-kpn-theme,MIT,2020-04-02 12:00:18,2022-08-09 09:02:03,2022-08-09 09:01:11,122.0,7.0,,8.0,,,3.0,6.0,,,,KPN theme for MkDocs | owner=flow.,2.0,2.0,3.0,https://pypi.org/project/mkdocs-kpn,362.0,362.0,9,False,2.0,,,,,
84,MkDocs Backend for Foliant,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,['plugin'],integrations,https://github.com/foliant-docs/foliantcontrib.mkdocs,https://github.com/foliant-docs/foliantcontrib.mkdocs,MIT,2017-12-14 04:55:02,2022-05-30 09:31:58,2022-05-30 09:31:58,85.0,3.0,3.0,3.0,9.0,,,3.0,,,,MkDocs backend for Foliant.,,,5.0,https://pypi.org/project/foliantcontrib.mkdocs,309.0,309.0,9,False,2.0,,,,,
85,Bootstrap 4,LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],theming,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,MIT,2019-10-02 20:24:05,2022-07-20 19:11:17,2020-03-16 20:01:29,48.0,,,1.0,20.0,1.0,4.0,3.0,2020-04-18 18:52:05,0.4.0,3.0,A vanilla Bootstrap 4 theme for MkDocs.,,,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,37.0,37.0,9,False,2.0,,,,,
86,user-defined-values,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],code-exec-templating,https://github.com/rahult/mkdocs-user-defined-values,https://github.com/rahult/mkdocs-user-defined-values,MIT,2020-01-05 09:26:06,2022-07-10 05:32:27,2022-07-10 05:32:27,36.0,1.0,2.0,3.0,9.0,,1.0,2.0,2020-04-21 10:59:01,0.0.5,4.0,MkDocs User Defined Values.,9.0,9.0,3.0,https://pypi.org/project/mkdocs-user-defined-values,485.0,485.0,9,False,3.0,10.0,,,,
87,Windmill Dark,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,https://github.com/noraj/mkdocs-windmill-dark,https://github.com/noraj/mkdocs-windmill-dark,,2017-10-08 14:17:25,2022-05-12 18:17:41,2022-05-12 18:17:41,65.0,,10.0,3.0,,,4.0,24.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,448.0,448.0,8,True,2.0,,,,,
88,multirepo,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,['plugin'],site-management,https://github.com/wilhelmer/mkdocs-multirepo,https://github.com/wilhelmer/mkdocs-multirepo,MIT,2020-07-08 12:11:47,2022-01-11 15:38:49,2022-01-11 15:34:30,42.0,,2.0,5.0,1.0,1.0,2.0,18.0,2022-01-11 15:38:50,0.5.1,2.0,"A bit like monorepo, but keeps MkDocs projects separate.",,,2.0,https://pypi.org/project/mkdocs-multirepo,151.0,151.0,8,False,3.0,,,,,
89,mkdocs-diagrams,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,https://github.com/zoni/mkdocs-diagrams,https://github.com/zoni/mkdocs-diagrams,MIT,2020-05-16 10:44:25,2020-09-04 08:33:06,2020-09-04 08:27:56,12.0,,1.0,2.0,1.0,1.0,1.0,17.0,,,,MkDocs plugin to render Diagrams files.,34.0,34.0,,https://pypi.org/project/mkdocs-diagrams,2289.0,2289.0,8,False,3.0,,,,,
90,MkDocs Merge,ovasquez/mkdocs-merge,mkdocs-merge,['plugin'],site-management,https://github.com/ovasquez/mkdocs-merge,https://github.com/ovasquez/mkdocs-merge,MIT,2017-06-06 21:33:22,2019-08-14 06:46:14,2019-08-14 06:46:03,20.0,,4.0,1.0,9.0,3.0,2.0,17.0,2018-09-27 18:13:49,0.6.0,4.0,Merge the source of multiple MkDocs sites into a single one.,3.0,3.0,2.0,https://pypi.org/project/mkdocs-merge,712.0,712.0,8,False,3.0,,,,,
91,MkRefs,DerwenAI/mkrefs,mkrefs,['plugin'],nav-pages,https://github.com/DerwenAI/mkrefs,https://github.com/DerwenAI/mkrefs,MIT,2021-05-10 15:58:53,2022-01-02 23:29:39,2021-06-29 20:34:58,49.0,,1.0,3.0,8.0,,,16.0,2021-06-27 17:55:28,0.2.0,2.0,MkDocs plugin to generate semantic reference Markdown pages from a knowledge graph.,1.0,1.0,,https://pypi.org/project/mkrefs,20.0,20.0,8,False,2.0,,,,,
92,MkDocsOAD,Neoteroi/mkdocs-plugins,neoteroi-mkdocs,['plugin'],api-docs,https://github.com/Neoteroi/mkdocs-plugins,https://github.com/Neoteroi/mkdocs-plugins,MIT,2022-04-18 10:59:35,2022-08-02 11:59:08,2022-05-08 12:16:16,9.0,,2.0,2.0,4.0,1.0,6.0,14.0,2022-05-08 12:19:21,0.0.5,5.0,Plugin for MkDocs to generate human readable documentation from OpenAPI Documentation Version 3 (also known as Swagger..,2.0,2.0,,https://pypi.org/project/neoteroi-mkdocs,78.0,78.0,8,False,3.0,,,,,
93,docutools,axiros/docutools,docutools,['plugin'],charts,https://github.com/axiros/docutools,https://github.com/axiros/docutools,BSD-2-Clause,2021-10-04 21:36:07,2022-04-11 15:09:39,2022-04-11 14:53:41,430.0,,,6.0,,1.0,1.0,13.0,,,,Dev Centric Tools for Mkdocs Based Documentation.,,,3.0,https://pypi.org/project/docutools,201.0,201.0,8,False,3.0,,,,,
94,Jinks,anetwork/mkdocs-jinks-theme,mkdocs-jinks,['theme'],theming,https://github.com/anetwork/mkdocs-jinks-theme,https://github.com/anetwork/mkdocs-jinks-theme,BSD-2-Clause,2016-02-17 16:35:05,2019-11-08 08:36:17,2019-11-08 08:36:15,24.0,,4.0,9.0,3.0,,,13.0,2016-04-12 06:37:18,.0.1.0,1.0,Mkdocs jinks theme.,4.0,4.0,7.0,https://pypi.org/project/mkdocs-jinks,6.0,6.0,8,False,2.0,,,,,
95,Wikilink Plus,neurobin/mdx_wikilink_plus,mdx_wikilink_plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-07-26 06:02:00,2022-07-26 06:00:03,78.0,12.0,3.0,2.0,5.0,,5.0,12.0,,,,A wikilink extension for Python Markdown.,,,5.0,https://pypi.org/project/mdx_wikilink_plus,412.0,412.0,8,False,2.0,,,,,
96,Blogs for MkDocs,fmaida/mkdocs-blog-plugin,,['plugin'],blogging,https://github.com/fmaida/mkdocs-blog-plugin,https://github.com/fmaida/mkdocs-blog-plugin,MIT,2020-01-19 13:38:21,2020-04-13 08:11:37,2020-04-13 08:11:31,21.0,,4.0,3.0,,1.0,1.0,9.0,,,,This plugin for MkDocs allows to keeps a really simple blog section inside your documentation site.,40.0,40.0,,,,,8,False,3.0,,,,,
97,add-number,ignorantshr/mkdocs-add-number-plugin,,['plugin'],html-css,https://github.com/ignorantshr/mkdocs-add-number-plugin,https://github.com/ignorantshr/mkdocs-add-number-plugin,MIT,2019-05-25 03:48:30,2020-06-17 07:23:03,2020-06-11 09:35:38,31.0,,3.0,1.0,4.0,2.0,9.0,9.0,,,,MkDocs plugin to automatically number the headings (h1-h6) in each markdown page and the nav.,13.0,13.0,3.0,,,,8,False,2.0,,,,,
98,tooltipster-links,midnightprioriem/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,https://github.com/midnightprioriem/mkdocs-tooltipster-links-plugin,https://github.com/midnightprioriem/mkdocs-tooltipster-links-plugin,MIT,2020-01-11 16:20:03,2022-07-28 13:58:36,2020-07-29 11:54:06,7.0,,1.0,2.0,1.0,1.0,,7.0,2020-01-11 17:58:07,_010,1.0,An MkDocs plugin that adds tooltips to preview the content of page links using tooltipster.,16.0,16.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,71.0,71.0,8,False,2.0,,,,,
99,mkdocs-coverage,pawamoy/mkdocs-coverage,mkdocs-coverage,['plugin'],integrations,https://github.com/pawamoy/mkdocs-coverage,https://github.com/pawamoy/mkdocs-coverage,ISC,2021-02-03 18:32:20,2021-12-16 22:41:29,2021-12-16 22:41:06,31.0,,,1.0,,3.0,3.0,5.0,,,,MkDocs plugin to integrate your coverage HTML report into your site.,,,,https://pypi.org/project/mkdocs-coverage,7647.0,7647.0,8,False,3.0,,,,,
100,mkdocs-alias-plugin,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,https://github.com/EddyLuten/mkdocs-alias-plugin,https://github.com/EddyLuten/mkdocs-alias-plugin,MIT,2022-02-13 01:23:30,2022-07-10 17:57:33,2022-07-10 17:56:16,13.0,1.0,,1.0,,1.0,1.0,4.0,2022-07-10 17:57:33,0.4.0,5.0,An MkDocs plugin allowing links to your pages using a custom alias.,1.0,1.0,,https://pypi.org/project/mkdocs-alias-plugin,170.0,170.0,8,False,2.0,,,,,
101,Semantic,cryocaustik/mkdocs-semantic,mkdocs-semantic,['theme'],theming,https://github.com/cryocaustik/mkdocs-semantic,https://github.com/cryocaustik/mkdocs-semantic,MIT,2018-09-20 06:14:30,2021-03-30 05:27:30,2021-03-30 03:30:35,19.0,,2.0,1.0,1.0,,7.0,4.0,2021-03-30 05:27:30,1.0.0,3.0,Semantic-UI Theme for MkDocs.,5.0,5.0,6.0,https://pypi.org/project/mkdocs-semantic,33.0,33.0,8,False,2.0,,,,,
