,name,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,description,projectrank,show,projectrank_placing,markdown_extension,trending,mkdocs_theme,license,shadowed,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,pypi,bitbucket_id
91,Blogs for MkDocs,blog,,fmaida/mkdocs-blog-plugin,mkdocs-blog-plugin,['plugin'],blogging,{},225.0,225.0,,https://pypi.org/project/mkdocs-blog-plugin,,,,4,True,1.0,,,,,['mkdocs_plugin'],,,,,,,,,,,,,,,
92,mkdocs-blogging-plugin,blogging,,liang2kl/mkdocs-blogging-plugin,mkdocs-blogging-plugin,['plugin'],blogging,{},321.0,321.0,7.0,https://pypi.org/project/mkdocs-blogging-plugin,,,,4,True,1.0,,,,,,,,,,,,,,,,,,,,
93,charts,charts,,timvink/mkdocs-charts-plugin,mkdocs-charts-plugin,['plugin'],charts,{},,,5.0,https://pypi.org/project/mkdocs-charts-plugin,23973.0,23973.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,,
94,mknotebooks,mknotebooks,,greenape/mknotebooks,mknotebooks,['plugin'],code-exec-templating,{},798.0,798.0,14.0,https://pypi.org/project/mknotebooks,,,,4,True,3.0,,,,,,,,,,,,,,,,,,,,
95,user-defined-values,user-defined-values,,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],code-exec-templating,{},15.0,15.0,3.0,https://pypi.org/project/mkdocs-user-defined-values,,,,4,True,3.0,,,,MIT,,,,,,,,,,,,,,,,
96,mkdocs_protobuf,mkdocs_protobuf,,rymurr/mkdocs-protobuf,mkdocs-protobuf,['plugin'],code-exec-templating,{},,,2.0,https://pypi.org/project/mkdocs-protobuf,4254.0,4254.0,Mkdocs plugin to render protobuf messages.,4,True,3.0,,,,Apache-2,,,,,,,,,,,,,,,,
97,Termynal,termynal,,termynal/termynal.py,termynal,['plugin'],code-exec-templating,{},,,8.0,https://pypi.org/project/termynal,44656.0,44656.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,,
98,Github-Links,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,{},,,5.0,https://pypi.org/project/mdx-gh-links,21495.0,21495.0,,4,True,3.0,mdx_gh_links,,,,,,,,,,,,,,,,,,,
99,enumerate-headings,enumerate-headings,,timvink/mkdocs-enumerate-headings-plugin,mkdocs-enumerate-headings-plugin,['plugin'],html-css,{},396.0,396.0,6.0,https://pypi.org/project/mkdocs-enumerate-headings-plugin,,,,4,True,3.0,,,,,,,,,,,,,,,,,,,,
100,mkdocs-link-embeds,link-embeds,,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],html-css,{},11.0,11.0,,https://pypi.org/project/mkdocs-link-embeds-plugin,357.0,357.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,,
101,mkdocs-copy-to-llm,copy-to-llm,,leonardocustodio/mkdocs-copy-to-llm,mkdocs-copy-to-llm,['plugin'],integrations,{},6.0,6.0,4.0,https://pypi.org/project/mkdocs-copy-to-llm,2072.0,2072.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,,
102,Autolink References,autolink_references,,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],links-refs,{},,,3.0,https://pypi.org/project/autolink-references-mkdocs-plugin,11323.0,11323.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,,
103,ezglossary,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,{},,,6.0,https://pypi.org/project/mkdocs-ezglossary-plugin,10692.0,10692.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,,
104,roamlinks,roamlinks,,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,{},,,10.0,https://pypi.org/project/mkdocs-roamlinks-plugin,31822.0,31822.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,,
105,abs-to-rel,abs-to-rel,,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,{},38.0,38.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,4712.0,4712.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,,
106,htmlproofer,htmlproofer,,manuzhang/mkdocs-htmlproofer-plugin,mkdocs-htmlproofer-plugin,['plugin'],links-refs,{},736.0,736.0,16.0,https://pypi.org/project/mkdocs-htmlproofer-plugin,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,,
107,Wikilink Plus,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,{},,,5.0,https://pypi.org/project/mdx-wikilink-plus,13416.0,13416.0,,4,True,2.0,mdx_wikilink_plus,,,,,,,,,,,,,,,,,,,
108,Breakless Lists,,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,{},,,,https://pypi.org/project/mdx-breakless-lists,35598.0,35598.0,,4,True,2.0,mdx_breakless_lists,,,,,,,,,,,,,,,,,,,
109,MarkdownSuperscript,,,jambonrose/markdown_superscript_extension,MarkdownSuperscript,['markdown'],markdown,{},47.0,47.0,2.0,https://pypi.org/project/MarkdownSuperscript,329.0,329.0,,4,True,2.0,superscript,,,,,,,,,,,,,,,,,,,
110,Markdown PyCon,,,pawamoy/markdown-pycon,,['markdown'],markdown,{},11.0,11.0,,,,,,4,True,2.0,pycon,,,ISC,,,,,,,,,,,,,,,,
111,toc-sidebar,toc-sidebar,,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,{},54.0,54.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,440.0,440.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,,
112,mkdocs-title-casing-plugin,title-casing,,mattchristopher314/mkdocs-title-casing-plugin,mkdocs-title-casing-plugin,['plugin'],nav-pages,{},11.0,11.0,,https://pypi.org/project/mkdocs-title-casing-plugin,643.0,643.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,,
113,exclude-search,exclude-search,,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],search-toc,{},,,6.0,https://pypi.org/project/mkdocs-exclude-search,51449.0,51449.0,,4,True,1.0,,,,,,,,,,,,,,,,,,,,
114,markdown-docs,,,ldeluigi/markdown-docs,,['project'],site-management,{},111.0,111.0,6.0,,,,Generates documentation based on Markdown files and PlantUML syntax.,4,True,2.0,,,,,,,,,,,,,,2026-07-01 09:06:32.463778,deloo/markdown-docs,https://hub.docker.com/r/deloo/markdown-docs,2026-07-01 09:06:32.463778,49479.0,,
115,MkDocs Merge,,,ovasquez/mkdocs-merge,mkdocs-merge,[],site-management,{},9.0,9.0,3.0,https://pypi.org/project/mkdocs-merge,3487.0,3487.0,,4,True,2.0,,-10.0,,,,,,,,,,,,,,,,,,
116,same-dir,same-dir,,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],site-management,{},570.0,570.0,3.0,https://pypi.org/project/mkdocs-same-dir,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,,
117,snippet,snippet,,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,{},23.0,23.0,4.0,https://pypi.org/project/mkdocs-snippet-plugin,960.0,960.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,,
118,KPN for MkDocs,,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,{},8.0,8.0,9.0,https://pypi.org/project/mkdocs-kpn,721.0,721.0,,3,True,2.0,,,kpn,,,,,,,,,,,,,,,,,
119,Nature,,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,{},52.0,52.0,3.0,https://pypi.org/project/mkdocs-nature,,,,3,True,2.0,,,nature,,,,,,,,,,,,,,,,,
120,Simple Blog,,,FernandoCelmer/mkdocs-simple-blog,mkdocs-simple-blog,['theme'],theming,{},97.0,97.0,5.0,https://pypi.org/project/mkdocs-simple-blog,,,,3,True,2.0,,,simple-blog,,,,,,,,,,,,,,,,,
121,Terminal for MkDocs,['terminal/md-to-html'],,ntno/mkdocs-terminal,mkdocs-terminal,['theme'],theming,{},168.0,168.0,4.0,https://pypi.org/project/mkdocs-terminal,,,,3,True,2.0,,,terminal,,,,,,,,,,,,,,,,,
122,Dracula,,,dracula/mkdocs,mkdocs-dracula-theme,['theme'],theming,{},155.0,155.0,5.0,https://pypi.org/project/mkdocs-dracula-theme,,,,3,True,2.0,,,dracula,,,,,,,,,,,,,,,,,
123,mkdocs-curriculum-vitae,,,Paul-Riviere/mkdocs-curriculum-vitae,mkdocs-curriculum-vitae,['theme'],theming,{},3.0,3.0,3.0,https://pypi.org/project/mkdocs-curriculum-vitae,168.0,168.0,,3,True,2.0,,,curriculum-vitae,,,,,,,,,,,,,,,,,
124,Shadcn,"['shadcn/search', 'shadcn/excalidraw']",,asiffer/mkdocs-shadcn,mkdocs-shadcn,"['theme', 'plugin']",theming,{},90.0,90.0,6.0,https://pypi.org/project/mkdocs-shadcn,,,,3,True,2.0,,,shadcn,,,,,,,,,,,,,,,,,
125,inari,inari,,tkamenoko/inari,inari,['plugin'],api-docs,{},9.0,9.0,,https://pypi.org/project/inari,155.0,155.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
126,mktheapidocs,mktheapidocs,,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,{},,,6.0,https://pypi.org/project/mktheapidocs,1365.0,1365.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
127,mkdocs-api-autonav,api-autonav,,tlambert03/mkdocs-api-autonav,mkdocs-api-autonav,['plugin'],api-docs,{},293.0,293.0,2.0,https://pypi.org/project/mkdocs-api-autonav,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
128,newsletter,mkdocs-newsletter,,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,{},81.0,81.0,3.0,https://pypi.org/project/mkdocs-newsletter,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
129,Publisher for MkDocs - blog,pub-blog,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],blogging,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,,,"Blogging engine with support for categories, tags and archive.",3,True,3.0,,,,,,,,,,,,,,,,,,,,
130,build-plantuml,build_plantuml,,quantorconsulting/mkdocs_build_plantuml,mkdocs-build-plantuml-plugin,['plugin'],charts,{},147.0,147.0,14.0,https://pypi.org/project/mkdocs-build-plantuml-plugin,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,,
131,kroki,kroki,,AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,mkdocs-kroki-plugin,['plugin'],charts,{},93.0,93.0,19.0,https://pypi.org/project/mkdocs-kroki-plugin,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,,
132,Markdown blockdiag,,,gisce/markdown-blockdiag,markdown-blockdiag,['markdown'],charts,{},149.0,149.0,5.0,https://pypi.org/project/markdown-blockdiag,,,,3,True,2.0,markdown_blockdiag,,,,,,,,,,,,,,,,,,,
133,markdown-captions,,,Evidlo/markdown_captions,markdown-captions,['markdown'],charts,{},197.0,197.0,2.0,https://pypi.org/project/markdown-captions,,,,3,True,2.0,markdown_captions,,,,,,,,,,,,,,,,,,,
134,Interactive Graph,obsidian-interactive-graph,,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],charts,{},53.0,53.0,4.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,,
135,panzoom,panzoom,,PLAYG0N/mkdocs-panzoom,mkdocs-panzoom-plugin,['plugin'],charts,{},75.0,75.0,7.0,https://pypi.org/project/mkdocs-panzoom-plugin,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,,
136,mkdocs-markmap,markmap,,markmap/mkdocs-markmap,mkdocs-markmap,['plugin'],code-exec-templating,{},,,3.0,https://pypi.org/project/mkdocs-markmap,2440.0,2440.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
137,mkdocs-jupyterlite,jupyterlite,,NickCrews/mkdocs-jupyterlite,mkdocs-jupyterlite,['plugin'],code-exec-templating,{},,,3.0,https://pypi.org/project/mkdocs-jupyterlite,6278.0,6278.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
138,codeyaml,codeyaml,,textileio/mkdocs-codeyaml-plugin,mkdocs-codeyaml-plugin,['plugin'],code-exec-templating,{},2.0,2.0,,https://pypi.org/project/mkdocs-codeyaml-plugin,69.0,69.0,,3,True,3.0,,,,MIT,,,,,,,,,,,,,,,,
139,mkdocs-data-plugin,data,,joapuiib/mkdocs-data-plugin,mkdocs-data-plugin,['plugin'],code-exec-templating,{},5.0,5.0,,https://pypi.org/project/mkdocs-data-plugin,,,,3,True,3.0,,,,MIT,,,,,,,,,,,,,,,,
140,add-number,add-number,,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],html-css,{},54.0,54.0,3.0,https://pypi.org/project/mkdocs-add-number-plugin,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
141,Publisher for MkDocs - social,pub-social,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],html-css,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,,,Social media sharing helper.,3,True,3.0,,,,,,,,,,,,,,,,,,,,
142,MkDocs Pygments,pygments,,pawamoy/mkdocs-pygments,,['plugin'],html-css,{},7.0,7.0,,,,,,3,True,3.0,,,,ISC,,,,,,,,,,,,,,,,
143,mkdocs-ai-summary,ai-summary,,AIboy996/mkdocs-ai-summary,mkdocs-ai-summary,['plugin'],html-css,https://aiboy996.github.io/mkdocs-ai-summary/,4.0,4.0,,https://pypi.org/project/mkdocs-ai-summary,,,,3,True,3.0,,,,MIT,,,,,,,,,,,,,,,,
144,Mkdocs-Addresses,mkdocs-addresses,,,mkdocs-addresses,['plugin'],links-refs,https://gitlab.com/frederic-zinelli/mkdocs-addresses,,,,https://pypi.org/project/mkdocs-addresses,145.0,145.0,"Mkdocs plugin, building automatically the appropriate relative paths (to images, links, anchors, ...) using..",3,True,3.0,,,,,,frederic-zinelli/mkdocs-addresses,https://gitlab.com/frederic-zinelli/mkdocs-addresses,2023-07-13 16:32:15,0.0,1.0,,,0.0,2023-07-13 16:32:15.000000,,,,,,
145,tooltipster-links,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,{},31.0,31.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,102.0,102.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
146,link-marker,link-marker,,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,{},53.0,53.0,3.0,https://pypi.org/project/mkdocs-link-marker,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
147,mkdocs-open-in-new-tab,open-in-new-tab,,JakubAndrysek/mkdocs-open-in-new-tab,mkdocs-open-in-new-tab,['plugin'],links-refs,{},730.0,730.0,2.0,https://pypi.org/project/mkdocs-open-in-new-tab,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
148,mkdocs-site-urls,site-urls,,OctoPrint/mkdocs-site-urls,mkdocs-site-urls,['plugin'],links-refs,{},,,2.0,https://pypi.org/project/mkdocs-site-urls,23898.0,23898.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
149,markdown-callouts,,,oprypin/markdown-callouts,markdown-callouts,['markdown'],markdown,{},748.0,748.0,2.0,https://pypi.org/project/markdown-callouts,,,,3,True,3.0,"['callouts', 'github-callouts']",,,,,,,,,,,,,,,,,,,
150,Tweetable quotes,,,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],markdown,{},5.0,5.0,,https://pypi.org/project/markdown-tweetable,165.0,165.0,,3,True,3.0,tweetable.extension,,,,,,,,,,,,,,,,,,,
151,caption,,,flywire/caption,,['markdown'],markdown,{},72.0,72.0,4.0,,,,,3,True,3.0,"['caption', 'image_captions', 'table_captions']",,,,,,,,,,,,,,,,,,,
152,vim-md-tags,vim-md-tags,,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],nav-pages,{},12.0,12.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,66.0,66.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
153,localsearch,localsearch,,wilhelmer/mkdocs-localsearch,mkdocs-localsearch,['plugin'],search-toc,{},107.0,107.0,6.0,https://pypi.org/project/mkdocs-localsearch,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
154,mkdocs-exporter,exporter,,adrienbrignon/mkdocs-exporter,mkdocs-exporter,['plugin'],site-conversion,{},51.0,51.0,4.0,https://pypi.org/project/mkdocs-exporter,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
155,simple,simple,,athackst/mkdocs-simple-plugin,mkdocs-simple-plugin,['plugin'],site-management,{},64.0,64.0,8.0,https://pypi.org/project/mkdocs-simple-plugin,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
156,mkdocs-versioning,mkdocs-versioning,,zayd62/mkdocs-versioning,mkdocs-versioning,['plugin'],site-management,{},181.0,181.0,5.0,https://pypi.org/project/mkdocs-versioning,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
157,markdown-version-annotations,,,glennmatthews/markdown-version-annotations,markdown-version-annotations,['markdown'],snippets-include,{},104.0,104.0,,https://pypi.org/project/markdown-version-annotations,,,,3,True,3.0,markdown_version_annotations,,,,,,,,,,,,,,,,,,,
158,MkHack3rs,,,,,['project'],charts,https://eskool.gitlab.io/mkhack3rs/,,,,,,,Hacks & Integrations for Mkdocs / Material Theme.,2,True,3.0,,,,,,eskool/mkhack3rs,https://gitlab.com/eskool/mkhack3rs,2021-05-01 11:44:57,1.0,,,4.0,0.0,2021-05-01 11:44:57.000000,,,,,,
159,Windmill Dark,,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,{},,,4.0,https://pypi.org/project/mkdocs-windmill-dark,459.0,459.0,,2,True,3.0,,,windmill-dark,,,,,,,,,,,,,,,,,
160,mkdocs-theme-topdf,,,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],theming,{},4.0,4.0,,https://pypi.org/project/mkdocs-theme-topdf,90.0,90.0,,2,True,3.0,,,topdf,,,,,,,,,,,,,,,,,
161,CustomMill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,{},24.0,24.0,8.0,https://pypi.org/project/mkdocs-custommill,,,,2,True,3.0,,,custommill,,,,,,,,,,,,,,,,,
162,GitHub,,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,{},13.0,13.0,,https://pypi.org/project/mkdocs-github,,,,2,True,3.0,,,github,,,,,,,,,,,,,,,,,
163,SWAN,,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,{},12.0,12.0,5.0,https://pypi.org/project/mkdocs-swan,,,,2,True,3.0,,,swan,,,,,,,,,,,,,,,,,
164,Moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,{},18.0,18.0,,https://pypi.org/project/mkdocs-moonstone,,,,2,True,3.0,,,moonstone,,,,,,,,,,,,,,,,,
165,mkdocs-typedoc,typedoc,,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],api-docs,{},,,2.0,https://pypi.org/project/mkdocs-typedoc,1294.0,1294.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
166,mkdocstrings-matlab,,,watermarkhu/mkdocstrings-matlab,mkdocstrings-matlab,,api-docs,{},2.0,2.0,5.0,https://pypi.org/project/mkdocstrings-matlab,436.0,436.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
167,mkdocs-autoapi,mkdocs-autoapi,,jcayers20/mkdocs-autoapi,mkdocs-autoapi,['plugin'],api-docs,{},136.0,136.0,2.0,https://pypi.org/project/mkdocs-autoapi,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
168,markdownmermaid,markdownmermaid,,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,{},138.0,138.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,,,A MkDocs plugin that support mermaid graph in markdown file.,2,True,3.0,,,,,,,,,,,,,,,,,,,,
169,markdownwavedrom,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,{},16.0,16.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
170,Termage,termage,,bczsalba/Termage,Termage,['plugin'],charts,{},3.0,3.0,,https://pypi.org/project/Termage,69.0,69.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
171,mkdocs-resize-images,resize-images,,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],charts,{},13.0,13.0,,https://pypi.org/project/mkdocs-resize-images,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
172,mkdocs-d2-plugin,d2,,landmaj/mkdocs-d2-plugin,mkdocs-d2-plugin,['plugin'],charts,{},37.0,37.0,4.0,https://pypi.org/project/mkdocs-d2-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
173,oEmbedPy,oembedpy,,attakei/oEmbedPy,oEmbedPy,['plugin'],charts,https://oembedpy.readthedocs.io/en/stable/integrations/mkdocs/,17.0,17.0,2.0,https://pypi.org/project/oEmbedPy,,,MkDocs plugin to render rich contents from URL by oEmbed API.,2,True,3.0,,,,,,,,,,,,,,,,,,,,
174,nbconvert,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,{},11.0,11.0,5.0,https://pypi.org/project/mkdocs-nbconvert,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
175,mkjsfiddle,jsfiddle,,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],code-exec-templating,{},3.0,3.0,,https://pypi.org/project/mkjsfiddle,72.0,72.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
176,placeholder,placeholder,,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],code-exec-templating,{},20.0,20.0,3.0,https://pypi.org/project/mkdocs-placeholder-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
177,recently-updated,recently-updated,,jaywhj/mkdocs-recently-updated-docs,mkdocs-recently-updated-docs,['plugin'],git-info,{},,,,https://pypi.org/project/mkdocs-recently-updated-docs,639.0,639.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
178,branchcustomization,branchcustomization,,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,{},28.0,28.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
179,git-latest-release,git-latest-release,,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],git-info,{},,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,594.0,594.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
180,MkDocs Backend for Foliant,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,{},35.0,35.0,5.0,https://pypi.org/project/foliantcontrib.mkdocs,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
181,MkDocs asciinema-player,asciinema-player,,pa-decarvalho/mkdocs-asciinema-player,mkdocs-asciinema-player,['plugin'],integrations,{},23.0,23.0,7.0,https://pypi.org/project/mkdocs-asciinema-player,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
182,ArgRef,argref,,rhshadrach/mkdocs-argref-plugin,mkdocs-argref-plugin,['plugin'],links-refs,{},,,5.0,https://pypi.org/project/mkdocs-argref-plugin,626.0,626.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
183,webcontext,webcontext,,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],links-refs,{},6.0,6.0,2.0,https://pypi.org/project/mkdocs-webcontext-plugin,184.0,184.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
184,mkdocs-issues-plugin,mkdocs-issues-plugin,,mihaigalos/mkdocs-issues-plugin,mkdocs-issues-plugin,['plugin'],links-refs,{},1.0,1.0,3.0,https://pypi.org/project/mkdocs-issues-plugin,196.0,196.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
185,bibtex,bibtex,,shyamd/mkdocs-bibtex,mkdocs-bibtex,['plugin'],links-refs,{},,,21.0,https://pypi.org/project/mkdocs-bibtex,,,,2,True,3.0,,,,BSD-3-Clause-LBNL,,,,,,,,,,,,,,,,
186,markdown-del-ins,,,honzajavorek/markdown-del-ins,markdown-del-ins,['markdown'],markdown,{},,,2.0,https://pypi.org/project/markdown-del-ins,3938.0,3938.0,,2,True,3.0,markdown_del_ins,,,,,,,,,,,,,,,,,,,
187,mkpatcher,,,ofek/mkpatcher,mkpatcher,['markdown'],markdown,{},12.0,12.0,,https://pypi.org/project/mkpatcher,,,,2,True,3.0,mkpatcher,,,,,,,,,,,,,,,,,,,
188,MarkdownSubscript,,,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],markdown,{},59.0,59.0,2.0,https://pypi.org/project/MarkdownSubscript,,,,2,True,3.0,subscript,,,,,,,,,,,,,,,,,,,
189,KBD Extension,,,RickTalken/kbdextension,kbdextension,['markdown'],markdown,{},12.0,12.0,,https://pypi.org/project/kbdextension,,,,2,True,3.0,kbdextension,,,,,,,,,,,,,,,,,,,
190,markdown-emdash,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,{},39.0,39.0,,https://pypi.org/project/markdown-emdash,,,,2,True,3.0,mdx_emdash,,,,,,,,,,,,,,,,,,,
191,Markdown Checklist,,,FND/markdown-checklist,markdown-checklist,['markdown'],markdown,{},,,2.0,https://pypi.org/project/markdown-checklist,4323.0,4323.0,,2,True,3.0,markdown_checklist.extension,,,,,,,,,,,,,,,,,,,
192,SWAN Gallery,swangallery,,swan-cern/mkdocs-swangallery,mkdocs-swangallery,['plugin'],nav-pages,{},3.0,3.0,3.0,https://pypi.org/project/mkdocs-swangallery,81.0,81.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
193,file-filter,file-filter,,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],nav-pages,{},18.0,18.0,4.0,https://pypi.org/project/mkdocs-file-filter-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
194,mkdocs-live-edit-plugin,live-edit,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,{},18.0,18.0,6.0,https://pypi.org/project/mkdocs-live-edit-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
195,mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,,mihaigalos/mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,['plugin'],nav-pages,{},13.0,13.0,5.0,https://pypi.org/project/mkdocs-breadcrumbs-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
196,mkdocs-code-validator,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,{},21.0,21.0,,https://pypi.org/project/mkdocs-code-validator,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
