,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,shadowed,gitlab_id,gitlab_url,new_addition,bitbucket_id
43,markdown-exec,,markdown-exec,{'plugins.markdown-exec.ansi': 'markdown-exec[ansi]'},pawamoy/markdown-exec,markdown-exec,['plugin'],code-exec-templating,https://github.com/pawamoy/markdown-exec,https://github.com/pawamoy/markdown-exec,ISC,2022-02-11 22:48:50,2024-07-08 21:58:03.000000,2024-07-08 20:26:58,232.0,,8.0,2.0,1.0,10.0,40.0,104.0,2024-06-24 14:50:28,1.9.3,9.0,Utilities to execute code blocks in Markdown files.,337.0,337.0,2.0,https://pypi.org/project/markdown-exec,39059.0,39059.0,19,True,2.0,,,,,,,,,,,,
44,mkdocs-blogging-plugin,,blogging,,liang2kl/mkdocs-blogging-plugin,mkdocs-blogging-plugin,['plugin'],blogging,https://github.com/liang2kl/mkdocs-blogging-plugin,https://github.com/liang2kl/mkdocs-blogging-plugin,MIT,2021-09-07 08:53:20,2023-07-21 03:54:31.000000,2023-07-21 03:54:08,147.0,,16.0,3.0,18.0,5.0,36.0,84.0,2023-07-21 03:55:47,2.2.11,30.0,Add blogging feature to your MkDocs site.,238.0,238.0,7.0,https://pypi.org/project/mkdocs-blogging-plugin,8116.0,8116.0,19,True,2.0,,,19.0,,,,,,,,,
45,charts,,charts,,timvink/mkdocs-charts-plugin,mkdocs-charts-plugin,['plugin'],charts,https://github.com/timvink/mkdocs-charts-plugin,https://github.com/timvink/mkdocs-charts-plugin,MIT,2021-12-07 21:53:15,2024-09-18 14:17:42.000000,2024-09-18 14:17:42,69.0,9.0,6.0,4.0,5.0,3.0,17.0,80.0,2024-08-26 15:12:11,0.0.11,11.0,Mkdocs plugin to add vegalite charts to your pages.,72.0,72.0,4.0,https://pypi.org/project/mkdocs-charts-plugin,9189.0,9189.0,19,True,2.0,,,,,,,,,,,,
46,mkdoxy,,mkdoxy,,JakubAndrysek/MkDoxy,mkdoxy,['plugin'],api-docs,https://github.com/JakubAndrysek/MkDoxy,https://github.com/JakubAndrysek/MkDoxy,MIT,2021-07-28 09:20:29,2024-07-30 17:35:34.000000,2024-06-18 08:17:19,194.0,,18.0,4.0,41.0,10.0,44.0,70.0,2024-05-11 14:55:57,1.2.4,14.0,Automatically generates API documentation for your project based on Doxygen comments and code snippets in your..,25.0,25.0,12.0,https://pypi.org/project/mkdoxy,19985.0,19985.0,19,True,2.0,,,,,,,,,,,,
47,autorefs,,autorefs,,mkdocstrings/autorefs,mkdocs-autorefs,['plugin'],links-refs,https://github.com/mkdocstrings/autorefs,https://github.com/mkdocstrings/autorefs,ISC,2021-02-10 07:44:02,2024-09-01 18:29:24.000000,2024-09-01 18:29:00,71.0,15.0,7.0,3.0,33.0,2.0,20.0,50.0,2024-09-01 18:30:23,1.2.0,5.0,Automatically link across pages in MkDocs.,,,8.0,https://pypi.org/project/mkdocs-autorefs,1541079.0,1541079.0,19,True,2.0,,,,,,,,,,,,
48,enumerate-headings,,enumerate-headings,,timvink/mkdocs-enumerate-headings-plugin,mkdocs-enumerate-headings-plugin,['plugin'],html-css,https://github.com/timvink/mkdocs-enumerate-headings-plugin,https://github.com/timvink/mkdocs-enumerate-headings-plugin,MIT,2020-04-24 13:39:07,2024-05-02 11:08:39.000000,2024-04-16 19:14:48,121.0,,9.0,4.0,10.0,4.0,28.0,40.0,2024-04-16 19:05:31,0.6.2,13.0,MkDocs Plugin to enumerate the headings across site pages.,232.0,232.0,5.0,https://pypi.org/project/mkdocs-enumerate-headings-plugin,23183.0,23183.0,19,True,1.0,,,,,,,,,,,,
49,mkdocs-callouts,,callouts,,sondregronas/mkdocs-callouts,mkdocs-callouts,['plugin'],markdown,https://github.com/sondregronas/mkdocs-callouts,https://github.com/sondregronas/mkdocs-callouts,MIT,2022-05-07 05:18:28,2024-08-12 13:37:56.000000,2024-08-12 13:30:31,106.0,11.0,1.0,2.0,8.0,,9.0,29.0,2024-08-12 13:37:57,1.14.0,23.0,A simple MkDocs plugin that converts Obsidian callout blocks to mkdocs supported Admonitions.,1209.0,1209.0,2.0,https://pypi.org/project/mkdocs-callouts,18924.0,18924.0,19,True,1.0,,,,,,,,,,,,
50,meta-descriptions,,meta-descriptions,,prcr/mkdocs-meta-descriptions-plugin,mkdocs-meta-descriptions-plugin,['plugin'],snippets-include,https://github.com/prcr/mkdocs-meta-descriptions-plugin,https://github.com/prcr/mkdocs-meta-descriptions-plugin,MIT,2021-04-02 13:21:37,2024-10-07 20:14:04.000000,2024-10-05 17:49:35,309.0,16.0,3.0,1.0,364.0,1.0,10.0,16.0,2023-12-06 16:30:51,3.0.0,12.0,Generate meta descriptions from the first paragraphs in your MkDocs pages.,1124.0,1124.0,3.0,https://pypi.org/project/mkdocs-meta-descriptions-plugin,7885.0,7885.0,19,True,2.0,,,,,,,,,,,,
51,Terminal for MkDocs,terminal,['terminal/md-to-html'],,ntno/mkdocs-terminal,mkdocs-terminal,['theme'],theming,https://github.com/ntno/mkdocs-terminal,https://github.com/ntno/mkdocs-terminal,MIT,2023-01-02 23:01:44,2024-09-30 22:27:09.000000,2024-08-20 02:32:28,98.0,7.0,3.0,1.0,95.0,27.0,32.0,111.0,2024-08-20 02:40:21,4.6.0,63.0,monospace theme for MkDocs.,89.0,89.0,,https://pypi.org/project/mkdocs-terminal,3520.0,3520.0,18,True,2.0,,,,,,,,,,,,
52,mkdocs-click,,,,mkdocs/mkdocs-click,mkdocs-click,['markdown'],api-docs,https://github.com/mkdocs/mkdocs-click,https://github.com/mkdocs/mkdocs-click,Apache-2.0,2020-03-16 14:47:45,2024-02-24 11:51:04.000000,2024-02-11 18:36:37,73.0,,16.0,12.0,49.0,15.0,15.0,109.0,2023-09-18 18:43:15,0.8.1,10.0,An MkDocs extension to generate documentation for Click command line applications.,592.0,592.0,13.0,https://pypi.org/project/mkdocs-click,46394.0,46394.0,18,True,2.0,mkdocs-click,,,,,,,,,,,
53,drawio-exporter,,drawio-exporter,,LukeCarrier/mkdocs-drawio-exporter,mkdocs-drawio-exporter,['plugin'],charts,https://github.com/LukeCarrier/mkdocs-drawio-exporter,https://github.com/LukeCarrier/mkdocs-drawio-exporter,MIT,2019-09-10 21:59:11,2024-07-15 06:06:31.000000,2024-07-10 20:14:19,96.0,,8.0,4.0,35.0,4.0,24.0,78.0,2024-04-23 21:40:36,0.9.1,12.0,Exports your Draw.io diagrams at build time for easier embedding into your documentation.,84.0,84.0,5.0,https://pypi.org/project/mkdocs-drawio-exporter,14252.0,14252.0,18,True,2.0,,,,,,,,,,,,
54,mkdocs-simple-hooks,,mkdocs-simple-hooks,,aklajnert/mkdocs-simple-hooks,mkdocs-simple-hooks,['plugin'],nav-pages,https://github.com/aklajnert/mkdocs-simple-hooks,https://github.com/aklajnert/mkdocs-simple-hooks,MIT,2020-05-03 07:42:29,2023-11-14 05:07:24.000000,2023-11-14 05:07:17,58.0,,5.0,2.0,32.0,,6.0,58.0,2022-01-07 09:12:15,0.1.5,5.0,"Define your own hooks for mkdocs, without having to create a new package.",1779.0,1779.0,6.0,https://pypi.org/project/mkdocs-simple-hooks,37079.0,37079.0,18,True,2.0,,,52.0,,,,,,,,,
55,mkdocs-gallery,,gallery,,smarie/mkdocs-gallery,mkdocs-gallery,['plugin'],nav-pages,https://github.com/smarie/mkdocs-gallery,https://github.com/smarie/mkdocs-gallery,BSD-3-Clause,2021-11-10 15:51:30,2024-09-30 08:32:38.000000,2024-09-30 08:22:57,296.0,33.0,16.0,4.0,33.0,27.0,44.0,38.0,2024-09-30 08:31:02,0.10.4,19.0,Same features as sphinx-gallery (https://sphinx-gallery.github.io/) but on mkdocs (https://www.mkdocs.org/) (no sphinx..,,,10.0,https://pypi.org/project/mkdocs-gallery,6332.0,6332.0,18,True,2.0,,,,,,,,,,,,
56,mkdocstrings-crystal,,,,mkdocstrings/crystal,mkdocstrings-crystal,,api-docs,https://github.com/mkdocstrings/crystal,https://github.com/mkdocstrings/crystal,MIT,2020-10-13 20:07:35,2024-02-11 18:52:45.000000,2024-02-03 21:50:40,156.0,,3.0,5.0,4.0,3.0,1.0,28.0,2022-05-02 23:04:11,0.3.5,3.0,Crystal language doc generator for https://github.com/mkdocstrings/mkdocstrings.,731.0,731.0,3.0,https://pypi.org/project/mkdocstrings-crystal,9555.0,9555.0,18,True,2.0,,,,,,,,,,,,
57,markdown-callouts,,,,oprypin/markdown-callouts,markdown-callouts,['markdown'],markdown,https://github.com/oprypin/markdown-callouts,https://github.com/oprypin/markdown-callouts,MIT,2021-05-03 01:07:19,2024-02-11 18:55:19.000000,2024-02-03 21:52:56,50.0,,12.0,4.0,7.0,4.0,8.0,28.0,2024-01-22 23:24:13,0.4.0,3.0,Markdown extension: a classier syntax for admonitions.,302.0,302.0,,https://pypi.org/project/markdown-callouts,35538.0,35538.0,18,True,1.0,"['callouts', 'github-callouts']",,,,,,,,,,,
58,mkdocs-coverage,,coverage,,pawamoy/mkdocs-coverage,mkdocs-coverage,['plugin'],integrations,https://github.com/pawamoy/mkdocs-coverage,https://github.com/pawamoy/mkdocs-coverage,ISC,2021-02-03 18:32:20,2024-06-11 18:47:29.000000,2024-06-11 18:47:04,52.0,,1.0,3.0,,4.0,6.0,22.0,2024-06-11 18:47:46,1.1.0,2.0,MkDocs plugin to integrate your coverage HTML report into your site.,221.0,221.0,,https://pypi.org/project/mkdocs-coverage,23343.0,23343.0,18,True,1.0,,,,,,,,,,,,
59,mkpdfs,,mkpdfs,,comwes/mkpdfs-mkdocs-plugin,mkpdfs-mkdocs,['plugin'],site-conversion,https://github.com/comwes/mkpdfs-mkdocs-plugin,https://github.com/comwes/mkpdfs-mkdocs-plugin,GPL-3.0,2019-04-09 13:14:03,2023-10-03 19:42:15.000000,2021-08-11 13:02:40,109.0,,30.0,10.0,23.0,12.0,27.0,103.0,2019-06-23 20:25:53,1.0.1,2.0,"Converts your mkdocs documentation in PDF, to be shared with users.",61.0,61.0,8.0,https://pypi.org/project/mkpdfs-mkdocs,2125.0,2125.0,17,True,2.0,,,40.0,,,,,,,,,
60,exclude,,exclude,,apenwarr/mkdocs-exclude,mkdocs-exclude,['plugin'],nav-pages,https://github.com/apenwarr/mkdocs-exclude,https://github.com/apenwarr/mkdocs-exclude,Apache-2.0,2019-01-07 19:02:19,2023-02-02 15:29:32.000000,2019-02-20 23:33:03,3.0,,10.0,7.0,4.0,9.0,3.0,85.0,,,,A mkdocs plugin that lets you exclude files or trees from your output.,2119.0,2119.0,,https://pypi.org/project/mkdocs-exclude,197876.0,197876.0,17,True,2.0,,,,,,,,,,,,
61,Bootstrap,bootstrap,,,mkdocs/mkdocs-bootstrap,mkdocs-bootstrap,['theme'],theming,https://github.com/mkdocs/mkdocs-bootstrap,https://github.com/mkdocs/mkdocs-bootstrap,BSD-2-Clause,2015-05-19 00:19:27,2023-12-29 21:15:45.000000,2023-12-29 21:15:45,37.0,,37.0,7.0,19.0,1.0,15.0,84.0,,,,MkDocs Bootstrap Theme.,476.0,476.0,6.0,https://pypi.org/project/mkdocs-bootstrap,13270.0,13270.0,17,True,2.0,,,,,,,,,,,,
62,MkDocs Swagger UI Tag,,swagger-ui-tag,,blueswen/mkdocs-swagger-ui-tag,mkdocs-swagger-ui-tag,['plugin'],integrations,https://github.com/blueswen/mkdocs-swagger-ui-tag,https://github.com/blueswen/mkdocs-swagger-ui-tag,MIT,2022-06-12 09:49:37,2024-05-27 14:46:47.000000,2024-05-01 13:29:48,80.0,,8.0,1.0,5.0,6.0,17.0,78.0,2024-05-01 07:44:32,0.6.10,24.0,A MkDocs plugin supports adding Swagger UI to the page.,190.0,190.0,3.0,https://pypi.org/project/mkdocs-swagger-ui-tag,40279.0,40280.0,17,True,2.0,,,44.0,,,,,,,,,
63,autolinks,,autolinks,,zachhannum/mkdocs-autolinks-plugin,mkdocs-autolinks-plugin,['plugin'],links-refs,https://github.com/zachhannum/mkdocs-autolinks-plugin,https://github.com/zachhannum/mkdocs-autolinks-plugin,MIT,2020-01-14 17:57:51,2024-04-02 11:27:28.000000,2023-08-04 14:41:05,27.0,,16.0,4.0,21.0,9.0,9.0,78.0,2023-08-04 14:41:51,_071,8.0,An MkDocs plugin that automagically generates relative links between markdown pages.,484.0,484.0,10.0,https://pypi.org/project/mkdocs-autolinks-plugin,38029.0,38029.0,17,True,2.0,,,,,,,,,,,,
64,mkdocs-exporter,,exporter,,adrienbrignon/mkdocs-exporter,mkdocs-exporter,['plugin'],site-conversion,https://github.com/adrienbrignon/mkdocs-exporter,https://github.com/adrienbrignon/mkdocs-exporter,MIT,2023-05-05 20:39:10,2024-09-01 17:43:44.000000,2024-09-01 17:43:44,126.0,4.0,4.0,6.0,5.0,8.0,26.0,77.0,2024-07-23 19:46:48,6.1.1,30.0,"The fastest and most configurable plugin for MkDocs, allowing seamless export of individual pages or entire..",8.0,8.0,3.0,https://pypi.org/project/mkdocs-exporter,3211.0,3211.0,17,True,2.0,,,,,,,,,,,,
65,Dracula,dracula,,,dracula/mkdocs,mkdocs-dracula-theme,['theme'],theming,https://github.com/dracula/mkdocs,https://github.com/dracula/mkdocs,MIT,2023-03-22 14:29:51,2024-01-17 05:08:44.000000,2024-01-17 03:02:46,202.0,,9.0,3.0,12.0,1.0,13.0,73.0,2024-01-17 03:05:53,1.0.7,7.0,Dark theme for Mkdocs.,105.0,105.0,4.0,https://pypi.org/project/mkdocs-dracula-theme,2018.0,2018.0,17,True,2.0,,,,,,,,,,,,
66,MkDocs Video,,mkdocs-video,,soulless-viewer/mkdocs-video,mkdocs-video,['plugin'],charts,https://github.com/soulless-viewer/mkdocs-video,https://github.com/soulless-viewer/mkdocs-video,MIT,2021-06-30 13:55:40,2024-01-04 21:17:41.000000,2024-01-04 21:17:41,20.0,,13.0,1.0,7.0,,,67.0,2023-03-17 17:41:51,1.5.0,6.0,MkDocs Video plugin.,764.0,764.0,5.0,https://pypi.org/project/mkdocs-video,67434.0,67435.0,17,True,2.0,,,62.0,,,,,,,,,
67,Publisher for MkDocs - blog,,pub-blog,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],blogging,https://github.com/mkdocs-publisher/mkdocs-publisher,https://github.com/mkdocs-publisher/mkdocs-publisher,MIT,2023-02-02 15:47:55,2024-10-04 18:11:12.000000,2024-08-11 21:30:18,51.0,10.0,2.0,3.0,68.0,5.0,15.0,59.0,2024-08-11 21:35:13,1.4.2,14.0,"Blogging engine with support for categories, tags and archive.",61.0,61.0,2.0,https://pypi.org/project/mkdocs-publisher,2120.0,2122.0,17,True,2.0,,,54.0,,,,,,,,,
68,Publisher for MkDocs - social,,pub-social,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],html-css,https://github.com/mkdocs-publisher/mkdocs-publisher,https://github.com/mkdocs-publisher/mkdocs-publisher,MIT,2023-02-02 15:47:55,2024-10-04 18:11:12.000000,2024-08-11 21:30:18,51.0,10.0,2.0,3.0,68.0,5.0,15.0,59.0,2024-08-11 21:35:13,1.4.2,14.0,Social media sharing helper.,61.0,61.0,2.0,https://pypi.org/project/mkdocs-publisher,2120.0,2122.0,17,True,2.0,,,54.0,,,,,,,,,
69,Publisher for MkDocs - minifier,,pub-minifier,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],html-css,https://github.com/mkdocs-publisher/mkdocs-publisher,https://github.com/mkdocs-publisher/mkdocs-publisher,MIT,2023-02-02 15:47:55,2024-10-04 18:11:12.000000,2024-08-11 21:30:18,51.0,10.0,2.0,3.0,68.0,5.0,15.0,59.0,2024-08-11 21:35:13,1.4.2,14.0,"Size optimization (minification) for HTML, CSS, JS, SVG, PNG and JPEG files.",61.0,61.0,2.0,https://pypi.org/project/mkdocs-publisher,2120.0,2122.0,17,True,2.0,,,54.0,,,,,,,,,
70,Publisher for MkDocs - obsidian,,pub-obsidian,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],integrations,https://github.com/mkdocs-publisher/mkdocs-publisher,https://github.com/mkdocs-publisher/mkdocs-publisher,MIT,2023-02-02 15:47:55,2024-10-04 18:11:12.000000,2024-08-11 21:30:18,51.0,10.0,2.0,3.0,68.0,5.0,15.0,59.0,2024-08-11 21:35:13,1.4.2,14.0,"Obsidian.md integration including with support for wiki links, callouts, backlinks etc.",61.0,61.0,2.0,https://pypi.org/project/mkdocs-publisher,2120.0,2122.0,17,True,2.0,,,54.0,,,,,,,,,
71,Publisher for MkDocs - meta,,pub-meta,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],nav-pages,https://github.com/mkdocs-publisher/mkdocs-publisher,https://github.com/mkdocs-publisher/mkdocs-publisher,MIT,2023-02-02 15:47:55,2024-10-04 18:11:12.000000,2024-08-11 21:30:18,51.0,10.0,2.0,3.0,68.0,5.0,15.0,59.0,2024-08-11 21:35:13,1.4.2,14.0,Automatic navigation based on files metadata with URL name and publication status control.,61.0,61.0,2.0,https://pypi.org/project/mkdocs-publisher,2120.0,2122.0,17,True,2.0,,,54.0,,,,,,,,,
72,Publisher for MkDocs - debugger,,pub-debugger,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],site-management,https://github.com/mkdocs-publisher/mkdocs-publisher,https://github.com/mkdocs-publisher/mkdocs-publisher,MIT,2023-02-02 15:47:55,2024-10-04 18:11:12.000000,2024-08-11 21:30:18,51.0,10.0,2.0,3.0,68.0,5.0,15.0,59.0,2024-08-11 21:35:13,1.4.2,14.0,Advanced console and file logger from build and serve process.,61.0,61.0,2.0,https://pypi.org/project/mkdocs-publisher,2120.0,2122.0,17,True,2.0,,,54.0,,,,,,,,,
73,mkdocs-versioning,,mkdocs-versioning,,zayd62/mkdocs-versioning,mkdocs-versioning,['plugin'],site-management,https://github.com/zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56,2021-08-01 15:51:53.000000,2021-08-01 15:51:53,133.0,,6.0,3.0,39.0,3.0,22.0,40.0,2021-02-11 10:24:03,0.4.0,2.0,A tool that allows for versioning sites built with mkdocs.,90.0,90.0,5.0,https://pypi.org/project/mkdocs-versioning,4121.0,4121.0,17,True,2.0,,,,,,,,,,,,
74,Markdown blockdiag,,,,gisce/markdown-blockdiag,markdown-blockdiag,['markdown'],charts,https://github.com/gisce/markdown-blockdiag,https://github.com/gisce/markdown-blockdiag,MIT,2017-01-18 15:27:36,2023-11-22 10:28:44.000000,2023-11-22 10:27:30,54.0,,9.0,23.0,12.0,3.0,3.0,27.0,2023-11-22 10:28:44,0.9.0,2.0,blockdiag extension for Python Markdown.,108.0,108.0,5.0,https://pypi.org/project/markdown-blockdiag,3557.0,3557.0,17,True,2.0,markdown_blockdiag,,,,,,,,,,,
75,exclude-search,,exclude-search,,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],search-toc,https://github.com/chrieke/mkdocs-exclude-search,https://github.com/chrieke/mkdocs-exclude-search,MIT,2020-10-11 23:10:29,2023-12-04 02:34:50.000000,2023-12-04 02:34:50,136.0,,2.0,3.0,30.0,,17.0,27.0,2023-11-20 18:24:40,0.6.6,18.0,A mkdocs plugin that excludes selected chapters from the docs search index.,410.0,410.0,6.0,https://pypi.org/project/mkdocs-exclude-search,25195.0,25195.0,17,True,1.0,,,13.0,,,,,,,,,
76,mkdocs-open-in-new-tab,,open-in-new-tab,,JakubAndrysek/mkdocs-open-in-new-tab,mkdocs-open-in-new-tab,['plugin'],links-refs,https://github.com/JakubAndrysek/mkdocs-open-in-new-tab,https://github.com/JakubAndrysek/mkdocs-open-in-new-tab,MIT,2023-03-26 20:25:28,2024-10-07 19:23:29.000000,2024-10-07 19:22:49,22.0,5.0,3.0,2.0,2.0,2.0,3.0,24.0,2023-10-24 19:55:54,1.0.3,2.0,This plugin adds JS to open outgoing links and PDFs in a new tab.,287.0,287.0,2.0,https://pypi.org/project/mkdocs-open-in-new-tab,36553.0,36553.0,17,True,2.0,,,,,,,,,,,,
77,markdown-docs,,,,ldeluigi/markdown-docs,,['project'],site-management,https://github.com/ldeluigi/markdown-docs,https://github.com/ldeluigi/markdown-docs,MIT,2021-05-14 18:59:14,2024-10-01 08:16:15.482645,2024-09-17 09:07:55,421.0,18.0,6.0,2.0,222.0,,27.0,21.0,,,52.0,Action/docker image that transforms your markdown into a static website. No need for particular configuration: it just..,66.0,66.0,4.0,,,482.0,17,True,2.0,,,,deloo/markdown-docs,https://hub.docker.com/r/deloo/markdown-docs,2024-10-01 08:16:15.482645,19769.0,,,,,
78,minify-html,,minify_html,,monosans/mkdocs-minify-html-plugin,mkdocs-minify-html-plugin,['plugin'],html-css,https://github.com/monosans/mkdocs-minify-html-plugin,https://github.com/monosans/mkdocs-minify-html-plugin,MIT,2023-07-08 13:45:13,2024-10-10 08:33:55.000000,2024-10-10 08:33:53,400.0,87.0,,1.0,327.0,,1.0,7.0,2024-08-20 12:42:46,0.2.3,5.0,"MkDocs plugin for minification using minify-html, an extremely fast and smart HTML + JS + CSS minifier.",25.0,25.0,4.0,https://pypi.org/project/mkdocs-minify-html-plugin,14033.0,14033.0,17,True,2.0,,,,,,,,,,,,
79,MkAutoDoc,,,,tomchristie/mkautodoc,mkautodoc,['markdown'],api-docs,https://github.com/tomchristie/mkautodoc,https://github.com/tomchristie/mkautodoc,BSD,2019-10-09 10:40:33,2022-09-26 12:32:12.000000,2022-09-26 12:32:12,27.0,,16.0,8.0,20.0,7.0,11.0,217.0,,,,Auto documentation for MkDocs.,828.0,828.0,7.0,https://pypi.org/project/mkautodoc,17479.0,17479.0,16,True,2.0,mkautodoc,,,,,,,,,,,
80,Simple Blog,simple-blog,,,FernandoCelmer/mkdocs-simple-blog,mkdocs-simple-blog,['theme'],theming,https://github.com/FernandoCelmer/mkdocs-simple-blog,https://github.com/FernandoCelmer/mkdocs-simple-blog,MIT,2023-01-13 15:02:34,2024-04-08 00:22:17.000000,2024-01-28 18:49:04,165.0,,5.0,2.0,14.0,9.0,10.0,76.0,2023-08-20 23:11:16,0.0.9,9.0,Blog Template for Mkdocs.,74.0,74.0,3.0,https://pypi.org/project/mkdocs-simple-blog,1098.0,1098.0,16,True,2.0,,,,,,,,,,,,
81,mkdocs-render-swagger-plugin,,render_swagger,,bharel/mkdocs-render-swagger-plugin,mkdocs-render-swagger-plugin,['plugin'],integrations,https://github.com/bharel/mkdocs-render-swagger-plugin,https://github.com/bharel/mkdocs-render-swagger-plugin,MIT,2020-12-15 12:41:17,2024-09-23 02:39:43.000000,2024-09-23 02:39:43,89.0,1.0,12.0,3.0,15.0,3.0,12.0,73.0,2024-05-26 19:20:40,0.1.2,6.0,A plugin for MKDocs for rendering swagger & openapi schemas using SwaggerUI.,,,8.0,https://pypi.org/project/mkdocs-render-swagger-plugin,60939.0,60939.0,16,True,2.0,,,6.0,,,,,,,,,
82,build-plantuml,,build_plantuml,,quantorconsulting/mkdocs_build_plantuml,mkdocs-build-plantuml-plugin,['plugin'],charts,https://github.com/quantorconsulting/mkdocs_build_plantuml,https://github.com/quantorconsulting/mkdocs_build_plantuml,MIT,2019-12-16 05:13:23,2024-07-20 06:36:51.000000,2024-03-25 13:35:19,54.0,,16.0,3.0,17.0,2.0,21.0,59.0,,,,MkDocs plugin to help generate your plantuml images locally or remotely as files (NOT inline).,118.0,118.0,11.0,https://pypi.org/project/mkdocs-build-plantuml-plugin,49255.0,49255.0,16,True,2.0,,,,,,,,,,,,
83,localsearch,,localsearch,,wilhelmer/mkdocs-localsearch,mkdocs-localsearch,['plugin'],search-toc,https://github.com/wilhelmer/mkdocs-localsearch,https://github.com/wilhelmer/mkdocs-localsearch,MIT,2019-09-13 07:59:50,2023-01-02 11:03:59.000000,2023-01-02 11:03:59,60.0,,7.0,4.0,6.0,,14.0,32.0,2022-07-25 15:00:08,0.9.2,9.0,A MkDocs plugin to make the native search plugin work locally (file:// protocol).,84.0,84.0,6.0,https://pypi.org/project/mkdocs-localsearch,5257.0,5257.0,16,True,2.0,,,,,,,,,,,,
84,mkdocs-d2-plugin,,d2,,landmaj/mkdocs-d2-plugin,mkdocs-d2-plugin,['plugin'],charts,https://github.com/landmaj/mkdocs-d2-plugin,https://github.com/landmaj/mkdocs-d2-plugin,MIT,2023-09-22 20:56:00,2024-08-22 17:19:51.000000,2024-08-22 17:19:47,63.0,10.0,4.0,1.0,7.0,1.0,9.0,22.0,2024-08-21 17:04:02,1.5.0,2.0,A plugin for embedding D2 diagrams in MkDocs.,9.0,9.0,3.0,https://pypi.org/project/mkdocs-d2-plugin,5865.0,5865.0,16,True,2.0,,,,,,,,,,,,
85,YAML metadata,,,,sivakov512/python-markdown-full-yaml-metadata,markdown-full-yaml-metadata,['markdown'],markdown,https://github.com/sivakov512/python-markdown-full-yaml-metadata,https://github.com/sivakov512/python-markdown-full-yaml-metadata,MIT,2017-10-17 05:14:19,2024-07-03 23:00:25.000000,2024-07-03 23:00:01,101.0,,4.0,4.0,28.0,3.0,7.0,22.0,2023-01-08 23:24:53,2.2.1,8.0,YAML metadata extension for Python-Markdown.,86.0,86.0,7.0,https://pypi.org/project/markdown-full-yaml-metadata,1928.0,1928.0,16,True,2.0,full_yaml_metadata,,,,,,,,,,,
86,mkdocs-spellcheck,,spellcheck,,pawamoy/mkdocs-spellcheck,mkdocs-spellcheck,['plugin'],quality,https://github.com/pawamoy/mkdocs-spellcheck,https://github.com/pawamoy/mkdocs-spellcheck,ISC,2022-01-23 13:03:19,2024-05-06 13:17:58.000000,2024-05-06 13:17:26,59.0,,4.0,2.0,5.0,8.0,10.0,16.0,2024-05-06 13:17:44,1.1.0,4.0,A spell checker plugin for MkDocs.,55.0,55.0,4.0,https://pypi.org/project/mkdocs-spellcheck,18354.0,18354.0,16,True,2.0,,,,,,,,,,,,
87,Math extension,,,,mitya57/python-markdown-math,python-markdown-math,['markdown'],markdown,https://github.com/mitya57/python-markdown-math,https://github.com/mitya57/python-markdown-math,BSD-3-Clause,2015-01-12 13:25:03,2022-08-12 10:58:05.000000,2022-08-12 10:57:34,67.0,,25.0,6.0,8.0,2.0,22.0,120.0,,,,Math extension for Python-Markdown.,,,8.0,https://pypi.org/project/python-markdown-math,247597.0,247597.0,15,True,2.0,mdx_math,,,,,,,,,,,
88,Mdx Truly Sane Lists,,,,radude/mdx_truly_sane_lists,mdx-truly-sane-lists,['markdown'],markdown,https://github.com/radude/mdx_truly_sane_lists,https://github.com/radude/mdx_truly_sane_lists,MIT,2018-02-01 18:01:50,2023-08-08 12:02:52.000000,2022-07-19 13:42:01,54.0,,10.0,4.0,6.0,7.0,8.0,83.0,2022-08-01 19:58:13,1.3,4.0,Extension for Python-Markdown that makes lists truly sane. Custom indents for nested lists and fix for messy..,,,4.0,https://pypi.org/project/mdx-truly-sane-lists,587800.0,587800.0,15,True,2.0,mdx_truly_sane_lists,,,,,,,,,,,
